source,target,weight,s_country,s_prov,t_prov,s_date,t_date
EPI_ISL_17835937,EPI_ISL_17678430,0,Indonesia,None,Shanghai,2023-05-25,2023-05-04
EPI_ISL_18213789,EPI_ISL_17645471,1,South Korea,None,Hubei,2023-08-07,2023-05-04
EPI_ISL_17269002,EPI_ISL_17684127,3,Denmark,None,Sichuan,2023-03-18,2023-05-05
EPI_ISL_17719020,EPI_ISL_17714438,1,Australia,None,Yunnan,2023-05-16,2023-05-07
EPI_ISL_17553924,EPI_ISL_17698295,2,Germany,None,Guangdong,2023-03-30,2023-05-08
EPI_ISL_17985544,EPI_ISL_17718454,1,USA,None,Sichuan,2023-07-05,2023-05-08
EPI_ISL_17661273,EPI_ISL_17672033,2,Australia,None,Hubei,2023-04-26,2023-05-08
EPI_ISL_17553924,EPI_ISL_17696780,2,Germany,None,Shanghai,2023-03-30,2023-05-08
EPI_ISL_18384895,EPI_ISL_17684131,0,Austria,None,Sichuan,2023-09-04,2023-05-08
EPI_ISL_17719020,EPI_ISL_18049603,0,Australia,None,Beijing,2023-05-16,2023-05-09
EPI_ISL_18405491,EPI_ISL_18034643,0,Albania,None,Guangdong,2023-07-31,2023-05-09
EPI_ISL_17719020,EPI_ISL_17988224,1,Australia,None,Jiangsu,2023-05-16,2023-05-09
EPI_ISL_18006749,EPI_ISL_18006104,1,Canada,None,Xinjiang,2023-06-27,2023-05-09
EPI_ISL_17719020,EPI_ISL_17794447,0,Australia,None,Jiangxi,2023-05-16,2023-05-10
EPI_ISL_18208830,EPI_ISL_17684267,0,Austria,None,Shanxi,2023-08-23,2023-05-10
EPI_ISL_17762897,EPI_ISL_17697969,1,Hong Kong,None,Guangdong,2023-05-22,2023-05-10
EPI_ISL_17471668,EPI_ISL_17698313,1,Switzerland,None,Guangdong,2023-03-20,2023-05-10
EPI_ISL_17719020,EPI_ISL_17951305,1,Australia,None,Shanxi,2023-05-16,2023-05-11
EPI_ISL_18302326,EPI_ISL_17735960,0,United Kingdom,None,Sichuan,2023-09-13,2023-05-11
EPI_ISL_17985577,EPI_ISL_17714288,0,USA,None,Hubei,2023-07-02,2023-05-11
EPI_ISL_18059010,EPI_ISL_17735948,0,Japan,None,Sichuan,2023-07-14,2023-05-11
EPI_ISL_18257233,EPI_ISL_17795579,1,USA,None,Jiangsu,2023-08-01,2023-05-11
EPI_ISL_17985443,EPI_ISL_17739774,1,USA,None,Heilongjiang,2023-07-05,2023-05-11
EPI_ISL_17768524,EPI_ISL_17795629,1,USA,None,Jiangsu,2023-05-26,2023-05-11
EPI_ISL_18246740,EPI_ISL_17724964,1,Australia,None,Shanghai,2023-08-28,2023-05-12
EPI_ISL_17553924,EPI_ISL_18035400,1,Germany,None,Guangdong,2023-03-30,2023-05-12
EPI_ISL_18120440,EPI_ISL_17775598,2,USA,None,Xinjiang,2023-07-18,2023-05-12
EPI_ISL_18384235,EPI_ISL_17714273,0,USA,None,Sichuan,2023-09-20,2023-05-13
EPI_ISL_17975127,EPI_ISL_17714342,1,Luxembourg,None,Hubei,2023-06-22,2023-05-13
EPI_ISL_17985443,EPI_ISL_17714376,1,USA,None,Yunnan,2023-07-05,2023-05-13
EPI_ISL_18285296,EPI_ISL_17736021,0,USA,None,Sichuan,2023-09-14,2023-05-13
EPI_ISL_17689809,EPI_ISL_18035422,2,Hong Kong,None,Guangdong,2023-05-08,2023-05-13
EPI_ISL_17719020,EPI_ISL_17879883,1,Australia,None,Sichuan,2023-05-16,2023-05-13
EPI_ISL_17719020,EPI_ISL_17729812,2,Australia,None,Fujian,2023-05-16,2023-05-14
EPI_ISL_17790754,EPI_ISL_17703973,1,Singapore,None,Fujian,2023-05-29,2023-05-14
EPI_ISL_18257233,EPI_ISL_17735975,0,USA,None,Sichuan,2023-08-01,2023-05-14
EPI_ISL_17719020,EPI_ISL_17879905,2,Australia,None,Sichuan,2023-05-16,2023-05-14
EPI_ISL_17719020,EPI_ISL_17794415,0,Australia,None,Jiangxi,2023-05-16,2023-05-14
EPI_ISL_18407741,EPI_ISL_17714281,0,USA,None,Hubei,2023-09-28,2023-05-14
EPI_ISL_17719020,EPI_ISL_17714301,1,Australia,None,Hubei,2023-05-16,2023-05-14
EPI_ISL_18246740,EPI_ISL_18049699,0,Australia,None,Beijing,2023-08-28,2023-05-15
EPI_ISL_17962958,EPI_ISL_17696755,1,Austria,None,Shanxi,2023-06-28,2023-05-15
EPI_ISL_18257233,EPI_ISL_17714308,0,USA,None,Hubei,2023-08-01,2023-05-15
EPI_ISL_17553924,EPI_ISL_17725026,1,Germany,None,Shanghai,2023-03-30,2023-05-15
EPI_ISL_17952687,EPI_ISL_18035529,0,Hong Kong,None,Guangdong,2023-05-27,2023-05-15
EPI_ISL_17930534,EPI_ISL_18036935,1,South Korea,None,Guangdong,2023-06-08,2023-05-15
EPI_ISL_17716699,EPI_ISL_17988215,2,USA,None,Jiangsu,2023-05-16,2023-05-15
EPI_ISL_18315401,EPI_ISL_17704051,3,United Kingdom,None,Fujian,2023-09-14,2023-05-15
EPI_ISL_18079082,EPI_ISL_17795585,2,Canada,None,Jiangsu,2023-07-19,2023-05-15
EPI_ISL_18285296,EPI_ISL_17736019,2,USA,None,Sichuan,2023-09-14,2023-05-15
EPI_ISL_17716699,EPI_ISL_18049716,1,USA,None,Beijing,2023-05-16,2023-05-15
EPI_ISL_18169145,EPI_ISL_17736039,2,USA,None,Sichuan,2023-08-14,2023-05-16
EPI_ISL_17719020,EPI_ISL_17987965,1,Australia,None,Anhui,2023-05-16,2023-05-16
EPI_ISL_17719020,EPI_ISL_18035606,2,Australia,None,Guangdong,2023-05-16,2023-05-16
EPI_ISL_17719020,EPI_ISL_17988242,2,Australia,None,Jiangsu,2023-05-16,2023-05-16
EPI_ISL_17983638,EPI_ISL_17794400,1,South Korea,None,Jiangxi,2023-06-18,2023-05-16
EPI_ISL_17719020,EPI_ISL_17739853,1,Australia,None,Heilongjiang,2023-05-16,2023-05-16
EPI_ISL_17719020,EPI_ISL_17696901,1,Australia,None,Hubei,2023-05-16,2023-05-16
EPI_ISL_17796053,EPI_ISL_18034648,3,Croatia,None,Guangdong,2023-04-21,2023-05-16
EPI_ISL_18223548,EPI_ISL_18049661,1,USA,None,Beijing,2023-08-11,2023-05-17
EPI_ISL_18158455,EPI_ISL_17744780,0,Denmark,None,Yunnan,2023-07-24,2023-05-17
EPI_ISL_18030477,EPI_ISL_17729964,0,Canada,None,Hubei,2023-07-15,2023-05-17
EPI_ISL_17716699,EPI_ISL_17770381,1,USA,None,Shanghai,2023-05-16,2023-05-17
EPI_ISL_17553924,EPI_ISL_18033956,1,Germany,None,Guangdong,2023-03-30,2023-05-17
EPI_ISL_17969970,EPI_ISL_17850597,2,South Korea,None,Henan,2023-06-15,2023-05-17
EPI_ISL_18006749,EPI_ISL_18040201,1,Canada,None,Gansu,2023-06-27,2023-05-18
EPI_ISL_17815917,EPI_ISL_18035704,0,Singapore,None,Guangdong,2023-06-14,2023-05-18
EPI_ISL_17719020,EPI_ISL_17725112,0,Australia,None,Shanghai,2023-05-16,2023-05-18
EPI_ISL_18112041,EPI_ISL_17725113,0,Germany,None,Shanghai,2023-07-17,2023-05-18
EPI_ISL_18384895,EPI_ISL_17744672,2,Austria,None,Yunnan,2023-09-04,2023-05-18
EPI_ISL_17854099,EPI_ISL_18035659,0,USA,None,Guangdong,2023-05-31,2023-05-18
EPI_ISL_18056404,EPI_ISL_17775455,1,Japan,None,Xinjiang,2023-07-03,2023-05-18
EPI_ISL_17719020,EPI_ISL_17795046,1,Australia,None,Sichuan,2023-05-16,2023-05-19
EPI_ISL_18129156,EPI_ISL_17703751,0,Canada,None,Beijing,2023-07-25,2023-05-19
EPI_ISL_17553924,EPI_ISL_18035746,3,Germany,None,Guangdong,2023-03-30,2023-05-19
EPI_ISL_17719020,EPI_ISL_17703750,1,Australia,None,Beijing,2023-05-16,2023-05-19
EPI_ISL_18410057,EPI_ISL_17837065,1,USA,None,Anhui,2023-08-23,2023-05-19
EPI_ISL_17269002,EPI_ISL_17850720,2,Denmark,None,Liaoning,2023-03-18,2023-05-19
EPI_ISL_17952728,EPI_ISL_18035717,1,Hong Kong,None,Guangdong,2023-06-18,2023-05-19
EPI_ISL_17851483,EPI_ISL_18035803,1,USA,None,Guangdong,2023-06-14,2023-05-20
EPI_ISL_18112087,EPI_ISL_17735914,1,Germany,None,Sichuan,2023-07-24,2023-05-20
EPI_ISL_18384235,EPI_ISL_17778567,0,USA,None,Sichuan,2023-09-20,2023-05-20
EPI_ISL_17998112,EPI_ISL_18035829,1,USA,None,Guangdong,2023-05-31,2023-05-21
EPI_ISL_18257220,EPI_ISL_18035183,3,USA,None,Guangdong,2023-07-31,2023-05-21
EPI_ISL_17269002,EPI_ISL_17850690,3,Denmark,None,Liaoning,2023-03-18,2023-05-21
EPI_ISL_18220679,EPI_ISL_17778561,0,Luxembourg,None,Sichuan,2023-08-14,2023-05-21
EPI_ISL_17974707,EPI_ISL_17770022,0,France,None,Shanghai,2023-06-19,2023-05-21
EPI_ISL_17969414,EPI_ISL_17770015,0,South Korea,None,Shanghai,2023-06-16,2023-05-21
EPI_ISL_17719020,EPI_ISL_17978582,1,Australia,None,Sichuan,2023-05-16,2023-05-21
EPI_ISL_18384895,EPI_ISL_18033736,1,Austria,None,Guangdong,2023-09-04,2023-05-21
EPI_ISL_17719020,EPI_ISL_17729948,0,Australia,None,Hubei,2023-05-16,2023-05-22
EPI_ISL_17719020,EPI_ISL_17795051,2,Australia,None,Sichuan,2023-05-16,2023-05-22
EPI_ISL_18384895,EPI_ISL_17795048,0,Austria,None,Sichuan,2023-09-04,2023-05-22
EPI_ISL_17719020,EPI_ISL_17795045,1,Australia,None,Sichuan,2023-05-16,2023-05-22
EPI_ISL_17719020,EPI_ISL_17795044,1,Australia,None,Sichuan,2023-05-16,2023-05-22
EPI_ISL_17719020,EPI_ISL_17795043,1,Australia,None,Sichuan,2023-05-16,2023-05-22
EPI_ISL_18110398,EPI_ISL_17739751,0,Japan,None,Heilongjiang,2023-07-04,2023-05-22
EPI_ISL_17719020,EPI_ISL_17735953,1,Australia,None,Sichuan,2023-05-16,2023-05-22
EPI_ISL_18000505,EPI_ISL_17729946,1,Japan,None,Hubei,2023-06-24,2023-05-22
EPI_ISL_17764652,EPI_ISL_18034133,1,Canada,None,Guangdong,2023-05-26,2023-05-22
EPI_ISL_18040458,EPI_ISL_17795042,1,Japan,None,Sichuan,2023-07-06,2023-05-22
EPI_ISL_18410057,EPI_ISL_17795040,0,USA,None,Sichuan,2023-08-23,2023-05-22
EPI_ISL_17719020,EPI_ISL_17795039,1,Australia,None,Sichuan,2023-05-16,2023-05-22
EPI_ISL_18272787,EPI_ISL_17794138,0,Italy,None,Hubei,2023-07-10,2023-05-22
EPI_ISL_17719020,EPI_ISL_17830332,2,Australia,None,Hubei,2023-05-16,2023-05-22
EPI_ISL_18315401,EPI_ISL_17978673,0,United Kingdom,None,Henan,2023-09-14,2023-05-22
EPI_ISL_18158485,EPI_ISL_17978433,1,Denmark,None,Jiangsu,2023-07-17,2023-05-22
EPI_ISL_18315401,EPI_ISL_18035159,0,United Kingdom,None,Guangdong,2023-09-14,2023-05-22
EPI_ISL_17733167,EPI_ISL_18035853,1,USA,None,Guangdong,2023-04-09,2023-05-22
EPI_ISL_18220679,EPI_ISL_18035169,1,Luxembourg,None,Guangdong,2023-08-14,2023-05-22
EPI_ISL_17779299,EPI_ISL_17830323,2,South Korea,None,Hubei,2023-05-16,2023-05-23
EPI_ISL_18246740,EPI_ISL_17998823,1,Australia,None,Gansu,2023-08-28,2023-05-23
EPI_ISL_18040458,EPI_ISL_18037005,1,Japan,None,Guangdong,2023-07-06,2023-05-23
EPI_ISL_18384895,EPI_ISL_17778635,0,Austria,None,Yunnan,2023-09-04,2023-05-23
EPI_ISL_18384895,EPI_ISL_17778633,0,Austria,None,Yunnan,2023-09-04,2023-05-23
EPI_ISL_17790654,EPI_ISL_17770129,1,Singapore,None,Shanghai,2023-05-26,2023-05-23
EPI_ISL_18257233,EPI_ISL_17739665,1,USA,None,Heilongjiang,2023-08-01,2023-05-23
EPI_ISL_18410057,EPI_ISL_17736040,2,USA,None,Sichuan,2023-08-23,2023-05-23
EPI_ISL_17979319,EPI_ISL_17736038,2,USA,None,Sichuan,2023-06-30,2023-05-23
EPI_ISL_18410057,EPI_ISL_17736037,3,USA,None,Sichuan,2023-08-23,2023-05-23
EPI_ISL_18384895,EPI_ISL_17778706,0,Austria,None,Yunnan,2023-09-04,2023-05-23
EPI_ISL_18054425,EPI_ISL_17801972,0,USA,None,Fujian,2023-06-28,2023-05-23
EPI_ISL_17719020,EPI_ISL_17795037,1,Australia,None,Sichuan,2023-05-16,2023-05-23
EPI_ISL_18054425,EPI_ISL_18049370,0,USA,None,Beijing,2023-06-28,2023-05-24
EPI_ISL_18081951,EPI_ISL_18035935,1,Japan,None,Guangdong,2023-06-23,2023-05-24
EPI_ISL_17887143,EPI_ISL_18049386,0,USA,None,Beijing,2023-06-02,2023-05-24
EPI_ISL_18257233,EPI_ISL_18049351,0,USA,None,Beijing,2023-08-01,2023-05-24
EPI_ISL_17738077,EPI_ISL_18049380,0,USA,None,Beijing,2023-04-10,2023-05-24
EPI_ISL_18410057,EPI_ISL_17978569,0,USA,None,Sichuan,2023-08-23,2023-05-24
EPI_ISL_18257220,EPI_ISL_17830331,1,USA,None,Hubei,2023-07-31,2023-05-24
EPI_ISL_17881290,EPI_ISL_17778711,0,Austria,None,Yunnan,2023-06-21,2023-05-24
EPI_ISL_18410057,EPI_ISL_17729918,0,USA,None,Hubei,2023-08-23,2023-05-24
EPI_ISL_18384235,EPI_ISL_17794240,1,USA,None,Hubei,2023-09-20,2023-05-24
EPI_ISL_17719020,EPI_ISL_17795365,1,Australia,None,Shanghai,2023-05-16,2023-05-24
EPI_ISL_17719020,EPI_ISL_17808206,0,Australia,None,Sichuan,2023-05-16,2023-05-24
EPI_ISL_17719020,EPI_ISL_17808203,3,Australia,None,Sichuan,2023-05-16,2023-05-24
EPI_ISL_18300138,EPI_ISL_18040203,0,Netherlands,None,Gansu,2023-09-07,2023-05-24
EPI_ISL_17985443,EPI_ISL_17836417,0,USA,None,Xinjiang,2023-07-05,2023-05-25
EPI_ISL_18127693,EPI_ISL_18034214,3,Norway,None,Guangdong,2023-07-24,2023-05-25
EPI_ISL_18112087,EPI_ISL_18049431,3,Germany,None,Beijing,2023-07-24,2023-05-25
EPI_ISL_17974707,EPI_ISL_18034181,2,France,None,Guangdong,2023-06-19,2023-05-25
EPI_ISL_18010115,EPI_ISL_18036002,2,France,None,Guangdong,2023-06-26,2023-05-25
EPI_ISL_17930669,EPI_ISL_18036014,3,South Korea,None,Guangdong,2023-06-09,2023-05-25
EPI_ISL_17719020,EPI_ISL_17808229,1,Australia,None,Yunnan,2023-05-16,2023-05-25
EPI_ISL_17719020,EPI_ISL_17778736,1,Australia,None,Yunnan,2023-05-16,2023-05-25
EPI_ISL_18384895,EPI_ISL_17778755,0,Austria,None,Yunnan,2023-09-04,2023-05-25
EPI_ISL_18040458,EPI_ISL_18049433,1,Japan,None,Beijing,2023-07-06,2023-05-25
EPI_ISL_17815545,EPI_ISL_18036089,1,Hong Kong,None,Guangdong,2023-05-31,2023-05-26
EPI_ISL_18220679,EPI_ISL_18137970,0,Luxembourg,None,Gansu,2023-08-14,2023-05-26
EPI_ISL_17553924,EPI_ISL_18036072,1,Germany,None,Guangdong,2023-03-30,2023-05-26
EPI_ISL_17985544,EPI_ISL_17830335,3,USA,None,Hubei,2023-07-05,2023-05-26
EPI_ISL_18257233,EPI_ISL_18034226,0,USA,None,Guangdong,2023-08-01,2023-05-26
EPI_ISL_17719020,EPI_ISL_17795150,2,Australia,None,Shanghai,2023-05-16,2023-05-26
EPI_ISL_17980434,EPI_ISL_17808349,0,Japan,None,Yunnan,2023-06-27,2023-05-26
EPI_ISL_17719020,EPI_ISL_17836404,1,Australia,None,Xinjiang,2023-05-16,2023-05-26
EPI_ISL_18338136,EPI_ISL_17794426,0,Spain,None,Jiangxi,2023-08-22,2023-05-26
EPI_ISL_17719020,EPI_ISL_18036087,1,Australia,None,Guangdong,2023-05-16,2023-05-27
EPI_ISL_18315401,EPI_ISL_18036127,0,United Kingdom,None,Guangdong,2023-09-14,2023-05-27
EPI_ISL_18158455,EPI_ISL_17850726,0,Denmark,None,Liaoning,2023-07-24,2023-05-27
EPI_ISL_18112087,EPI_ISL_17778555,1,Germany,None,Sichuan,2023-07-24,2023-05-27
EPI_ISL_18126846,EPI_ISL_17778551,0,USA,None,Sichuan,2023-07-05,2023-05-27
EPI_ISL_17719020,EPI_ISL_17778545,0,Australia,None,Sichuan,2023-05-16,2023-05-27
EPI_ISL_18384895,EPI_ISL_17795178,1,Austria,None,Shanghai,2023-09-04,2023-05-27
EPI_ISL_18076962,EPI_ISL_17795204,1,USA,None,Shanghai,2023-07-13,2023-05-28
EPI_ISL_18112041,EPI_ISL_17808347,3,Germany,None,Yunnan,2023-07-17,2023-05-28
EPI_ISL_17716699,EPI_ISL_17794065,1,USA,None,Hubei,2023-05-16,2023-05-28
EPI_ISL_17689766,EPI_ISL_18036066,6,Hong Kong,None,Guangdong,2023-05-01,2023-05-28
EPI_ISL_17689836,EPI_ISL_18036049,1,Hong Kong,None,Guangdong,2023-05-13,2023-05-28
EPI_ISL_17553924,EPI_ISL_17795242,1,Germany,None,Shanghai,2023-03-30,2023-05-29
EPI_ISL_18112041,EPI_ISL_17808233,2,Germany,None,Yunnan,2023-07-17,2023-05-29
EPI_ISL_18257220,EPI_ISL_17795465,3,USA,None,Shanghai,2023-07-31,2023-05-29
EPI_ISL_17719020,EPI_ISL_17795243,1,Australia,None,Shanghai,2023-05-16,2023-05-29
EPI_ISL_17719020,EPI_ISL_17795256,1,Australia,None,Shanghai,2023-05-16,2023-05-29
EPI_ISL_18384895,EPI_ISL_17795251,1,Austria,None,Shanghai,2023-09-04,2023-05-29
EPI_ISL_17689766,EPI_ISL_17794221,2,Hong Kong,None,Hubei,2023-05-01,2023-05-29
EPI_ISL_18272787,EPI_ISL_17795293,0,Italy,None,Shanghai,2023-07-10,2023-05-29
EPI_ISL_17983471,EPI_ISL_17808371,3,South Korea,None,Yunnan,2023-06-15,2023-05-29
EPI_ISL_17719020,EPI_ISL_17801806,1,Australia,None,Fujian,2023-05-16,2023-05-29
EPI_ISL_17969970,EPI_ISL_18217149,1,South Korea,None,Henan,2023-06-15,2023-05-29
EPI_ISL_18300138,EPI_ISL_17808319,0,Netherlands,None,Yunnan,2023-09-07,2023-05-29
EPI_ISL_17962958,EPI_ISL_17830363,1,Austria,None,Yunnan,2023-06-28,2023-05-29
EPI_ISL_18122658,EPI_ISL_17850247,0,Japan,None,Heilongjiang,2023-06-21,2023-05-29
EPI_ISL_18435479,EPI_ISL_17850756,3,USA,None,Sichuan,2023-08-21,2023-05-29
EPI_ISL_18158485,EPI_ISL_17850254,0,Denmark,None,Heilongjiang,2023-07-17,2023-05-29
EPI_ISL_18040458,EPI_ISL_17850293,0,Japan,None,Heilongjiang,2023-07-06,2023-05-29
EPI_ISL_17719020,EPI_ISL_17850297,3,Australia,None,Heilongjiang,2023-05-16,2023-05-29
EPI_ISL_17733167,EPI_ISL_17850298,1,USA,None,Heilongjiang,2023-04-09,2023-05-29
EPI_ISL_17553924,EPI_ISL_18037280,2,Germany,None,Guangdong,2023-03-30,2023-05-29
EPI_ISL_18220679,EPI_ISL_17989001,0,Luxembourg,None,Sichuan,2023-08-14,2023-05-29
EPI_ISL_17764652,EPI_ISL_17988972,3,Canada,None,Sichuan,2023-05-26,2023-05-29
EPI_ISL_18384895,EPI_ISL_18035268,1,Austria,None,Guangdong,2023-09-04,2023-05-29
EPI_ISL_18112041,EPI_ISL_18035255,1,Germany,None,Guangdong,2023-07-17,2023-05-29
EPI_ISL_18158485,EPI_ISL_18035225,1,Denmark,None,Guangdong,2023-07-17,2023-05-29
EPI_ISL_17716699,EPI_ISL_17794584,1,USA,None,Jiangxi,2023-05-16,2023-05-29
EPI_ISL_17719020,EPI_ISL_17808314,1,Australia,None,Yunnan,2023-05-16,2023-05-29
EPI_ISL_17269002,EPI_ISL_17794219,2,Denmark,None,Hubei,2023-03-18,2023-05-30
EPI_ISL_18158485,EPI_ISL_17794069,0,Denmark,None,Hubei,2023-07-17,2023-05-30
EPI_ISL_18257233,EPI_ISL_17794067,0,USA,None,Hubei,2023-08-01,2023-05-30
EPI_ISL_18220679,EPI_ISL_18049529,1,Luxembourg,None,Beijing,2023-08-14,2023-05-30
EPI_ISL_17719020,EPI_ISL_17794058,1,Australia,None,Hubei,2023-05-16,2023-05-30
EPI_ISL_18220679,EPI_ISL_18137965,0,Luxembourg,None,Gansu,2023-08-14,2023-05-30
EPI_ISL_18006749,EPI_ISL_18137960,1,Canada,None,Gansu,2023-06-27,2023-05-30
EPI_ISL_17719020,EPI_ISL_17850276,1,Australia,None,Heilongjiang,2023-05-16,2023-05-30
EPI_ISL_17733167,EPI_ISL_17850266,1,USA,None,Heilongjiang,2023-04-09,2023-05-30
EPI_ISL_17719020,EPI_ISL_17850264,1,Australia,None,Heilongjiang,2023-05-16,2023-05-30
EPI_ISL_18285296,EPI_ISL_18049527,0,USA,None,Beijing,2023-09-14,2023-05-30
EPI_ISL_17716699,EPI_ISL_17795265,2,USA,None,Shanghai,2023-05-16,2023-05-30
EPI_ISL_17985544,EPI_ISL_17988980,1,USA,None,Sichuan,2023-07-05,2023-05-30
EPI_ISL_18272787,EPI_ISL_17795558,2,Italy,None,Shanghai,2023-07-10,2023-05-30
EPI_ISL_18112041,EPI_ISL_17808105,2,Germany,None,Sichuan,2023-07-17,2023-05-30
EPI_ISL_18401335,EPI_ISL_17808069,0,USA,None,Sichuan,2023-06-19,2023-05-30
EPI_ISL_18006749,EPI_ISL_17811243,0,Canada,None,Shanghai,2023-06-27,2023-05-30
EPI_ISL_18112087,EPI_ISL_17808077,1,Germany,None,Sichuan,2023-07-24,2023-05-30
EPI_ISL_18257220,EPI_ISL_18036201,0,USA,None,Guangdong,2023-07-31,2023-05-31
EPI_ISL_18264690,EPI_ISL_17794246,2,USA,None,Hubei,2023-08-31,2023-05-31
EPI_ISL_18264690,EPI_ISL_18033744,1,USA,None,Guangdong,2023-08-31,2023-05-31
EPI_ISL_18384895,EPI_ISL_18006126,0,Austria,None,Henan,2023-09-04,2023-05-31
EPI_ISL_18410057,EPI_ISL_17794468,0,USA,None,Jiangxi,2023-08-23,2023-05-31
EPI_ISL_17716699,EPI_ISL_17794466,1,USA,None,Jiangxi,2023-05-16,2023-05-31
EPI_ISL_17719020,EPI_ISL_17951368,2,Australia,None,Shanxi,2023-05-16,2023-06-01
EPI_ISL_17719020,EPI_ISL_17951390,1,Australia,None,Shanxi,2023-05-16,2023-06-01
EPI_ISL_17689809,EPI_ISL_18036163,4,Hong Kong,None,Guangdong,2023-05-08,2023-06-01
EPI_ISL_18006749,EPI_ISL_18060850,1,Canada,None,Sichuan,2023-06-27,2023-06-01
EPI_ISL_18006749,EPI_ISL_18033690,2,Canada,None,Guangdong,2023-06-27,2023-06-01
EPI_ISL_18051443,EPI_ISL_18036172,1,Japan,None,Guangdong,2023-06-19,2023-06-01
EPI_ISL_18006749,EPI_ISL_17811030,3,Canada,None,Shanghai,2023-06-27,2023-06-01
EPI_ISL_18120440,EPI_ISL_17808279,1,USA,None,Yunnan,2023-07-18,2023-06-01
EPI_ISL_18158485,EPI_ISL_18036189,1,Denmark,None,Guangdong,2023-07-17,2023-06-01
EPI_ISL_18404059,EPI_ISL_17980914,4,USA,None,Gansu,2023-10-02,2023-06-01
EPI_ISL_18112087,EPI_ISL_17811362,1,Germany,None,Shanghai,2023-07-24,2023-06-01
EPI_ISL_17719020,EPI_ISL_17830431,1,Australia,None,Yunnan,2023-05-16,2023-06-01
EPI_ISL_18006749,EPI_ISL_17951257,1,Canada,None,Gansu,2023-06-27,2023-06-01
EPI_ISL_18158485,EPI_ISL_18438110,2,Denmark,None,Beijing,2023-07-17,2023-06-02
EPI_ISL_18499330,EPI_ISL_18049518,1,Italy,None,Beijing,2023-10-31,2023-06-02
EPI_ISL_17719020,EPI_ISL_17810997,2,Australia,None,Shanghai,2023-05-16,2023-06-02
EPI_ISL_18073832,EPI_ISL_17811001,2,Australia,None,Shanghai,2023-07-16,2023-06-02
EPI_ISL_18285296,EPI_ISL_17808362,3,USA,None,Yunnan,2023-09-14,2023-06-02
EPI_ISL_17969970,EPI_ISL_17808087,3,South Korea,None,Sichuan,2023-06-15,2023-06-02
EPI_ISL_18384895,EPI_ISL_17808082,0,Austria,None,Sichuan,2023-09-04,2023-06-02
EPI_ISL_17962958,EPI_ISL_17830276,3,Austria,None,Anhui,2023-06-28,2023-06-02
EPI_ISL_17689836,EPI_ISL_18036237,1,Hong Kong,None,Guangdong,2023-05-13,2023-06-02
EPI_ISL_17553924,EPI_ISL_18049491,1,Germany,None,Beijing,2023-03-30,2023-06-02
EPI_ISL_18116661,EPI_ISL_17808192,1,South Korea,None,Sichuan,2023-07-17,2023-06-03
EPI_ISL_17975127,EPI_ISL_18034366,1,Luxembourg,None,Guangdong,2023-06-22,2023-06-03
EPI_ISL_18031784,EPI_ISL_17978402,1,Ireland,None,Jiangsu,2023-07-10,2023-06-03
EPI_ISL_18405144,EPI_ISL_17978513,1,Germany,None,Hubei,2023-09-08,2023-06-03
EPI_ISL_17716699,EPI_ISL_17808436,1,USA,None,Sichuan,2023-05-16,2023-06-03
EPI_ISL_17961908,EPI_ISL_18036271,2,New Zealand,None,Guangdong,2023-06-19,2023-06-03
