source,target,weight,s_country,s_prov,t_prov,s_date,t_date
EPI_ISL_16580305,EPI_ISL_16334607,0,South Africa,None,Fujian,2023-01-06,2022-12-17
EPI_ISL_16486744,EPI_ISL_17088698,1,Thailand,None,Guangxi,2022-12-20,2022-12-17
EPI_ISL_16568683,EPI_ISL_16635490,0,South Korea,None,Zhejiang,2023-01-01,2022-12-17
EPI_ISL_16568780,EPI_ISL_16468089,2,South Korea,None,Beijing,2023-01-05,2022-12-18
EPI_ISL_16294667,EPI_ISL_16712002,2,Singapore,None,Guangdong,2022-12-19,2022-12-18
EPI_ISL_16568780,EPI_ISL_16468034,3,South Korea,None,Beijing,2023-01-05,2022-12-19
EPI_ISL_16733104,EPI_ISL_16598680,2,USA,None,Hunan,2022-12-20,2022-12-19
EPI_ISL_17581055,EPI_ISL_16711731,1,Hong Kong,None,Guangdong,2022-12-24,2022-12-19
EPI_ISL_16506667,EPI_ISL_16711701,1,South Korea,None,Guangdong,2022-12-23,2022-12-19
EPI_ISL_16294667,EPI_ISL_16711665,3,Singapore,None,Guangdong,2022-12-19,2022-12-19
EPI_ISL_16597597,EPI_ISL_16617239,0,Germany,None,Hubei,2023-01-02,2022-12-19
EPI_ISL_16699813,EPI_ISL_16635533,0,Germany,None,Zhejiang,2023-01-03,2022-12-19
EPI_ISL_16568780,EPI_ISL_16520392,1,South Korea,None,Beijing,2023-01-05,2022-12-19
EPI_ISL_16355485,EPI_ISL_16634769,0,Italy,None,Shanghai,2022-12-29,2022-12-19
EPI_ISL_16294667,EPI_ISL_16712077,3,Singapore,None,Guangdong,2022-12-19,2022-12-19
EPI_ISL_16259489,EPI_ISL_16750701,2,Singapore,None,Yunnan,2022-12-17,2022-12-19
EPI_ISL_16508434,EPI_ISL_16634854,1,France,None,Shanghai,2022-12-19,2022-12-19
EPI_ISL_16584571,EPI_ISL_17487538,1,Australia,None,Hubei,2023-01-04,2022-12-19
EPI_ISL_16294667,EPI_ISL_16712217,1,Singapore,None,Guangdong,2022-12-19,2022-12-19
EPI_ISL_16294667,EPI_ISL_16712227,1,Singapore,None,Guangdong,2022-12-19,2022-12-19
EPI_ISL_16580305,EPI_ISL_16712100,1,South Africa,None,Guangdong,2023-01-06,2022-12-20
EPI_ISL_16506511,EPI_ISL_16634853,5,South Korea,None,Shanghai,2023-01-04,2022-12-20
EPI_ISL_16902514,EPI_ISL_17170715,2,Hong Kong,None,Guangdong,2023-02-01,2022-12-20
EPI_ISL_16693116,EPI_ISL_16283962,0,Japan,None,Fujian,2022-12-23,2022-12-20
EPI_ISL_16294667,EPI_ISL_17088715,1,Singapore,None,Guangxi,2022-12-19,2022-12-20
EPI_ISL_16514258,EPI_ISL_16711995,1,South Korea,None,Guangdong,2022-12-30,2022-12-20
EPI_ISL_16294667,EPI_ISL_16711886,1,Singapore,None,Guangdong,2022-12-19,2022-12-20
EPI_ISL_16355504,EPI_ISL_17487348,0,Italy,None,Hubei,2022-12-29,2022-12-20
EPI_ISL_16259494,EPI_ISL_16436281,1,Singapore,None,Sichuan,2022-12-16,2022-12-20
EPI_ISL_16355504,EPI_ISL_16617298,2,Italy,None,Hubei,2022-12-29,2022-12-20
EPI_ISL_16259489,EPI_ISL_16617296,2,Singapore,None,Hubei,2022-12-17,2022-12-20
EPI_ISL_16506426,EPI_ISL_16711928,1,South Korea,None,Guangdong,2022-12-27,2022-12-20
EPI_ISL_16259489,EPI_ISL_16617106,1,Singapore,None,Hubei,2022-12-17,2022-12-20
EPI_ISL_16484899,EPI_ISL_16617104,0,United Kingdom,None,Hubei,2022-12-29,2022-12-20
EPI_ISL_16428144,EPI_ISL_16616956,1,Japan,None,Hubei,2022-12-30,2022-12-20
EPI_ISL_16259489,EPI_ISL_16617072,3,Singapore,None,Hubei,2022-12-17,2022-12-20
EPI_ISL_16588898,EPI_ISL_16481837,1,Japan,None,Tianjin,2022-12-16,2022-12-21
EPI_ISL_16707615,EPI_ISL_16608444,1,Canada,None,Henan,2022-12-28,2022-12-21
EPI_ISL_16584571,EPI_ISL_17487532,1,Australia,None,Hubei,2023-01-04,2022-12-21
EPI_ISL_16521456,EPI_ISL_16636026,3,Japan,None,Xinjiang,2022-12-29,2022-12-21
EPI_ISL_16294667,EPI_ISL_16711866,2,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16693116,EPI_ISL_16604817,1,Japan,None,Shandong,2022-12-23,2022-12-21
EPI_ISL_16377971,EPI_ISL_16641640,2,Austria,None,Yunnan,2022-12-28,2022-12-21
EPI_ISL_17162795,EPI_ISL_16641633,1,Myanmar,None,Yunnan,2023-01-23,2022-12-21
EPI_ISL_16413610,EPI_ISL_16713317,1,South Korea,None,Jilin,2022-12-19,2022-12-21
EPI_ISL_16735328,EPI_ISL_17488684,1,Japan,None,Fujian,2023-01-18,2022-12-21
EPI_ISL_16902514,EPI_ISL_16711952,1,Hong Kong,None,Guangdong,2023-02-01,2022-12-21
EPI_ISL_16693116,EPI_ISL_16636175,2,Japan,None,Guizhou,2022-12-23,2022-12-21
EPI_ISL_16294667,EPI_ISL_16712068,4,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16294667,EPI_ISL_16712060,1,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16294667,EPI_ISL_16711856,1,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16294667,EPI_ISL_16711843,1,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16294667,EPI_ISL_17088714,1,Singapore,None,Guangxi,2022-12-19,2022-12-21
EPI_ISL_16294667,EPI_ISL_16711745,1,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16181562,EPI_ISL_16711649,3,Singapore,None,Guangdong,2022-12-12,2022-12-21
EPI_ISL_16294667,EPI_ISL_16711646,1,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16294667,EPI_ISL_16711846,2,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16342183,EPI_ISL_17487194,1,Australia,None,Hubei,2022-12-19,2022-12-21
EPI_ISL_16342183,EPI_ISL_16635361,1,Australia,None,Zhejiang,2022-12-19,2022-12-21
EPI_ISL_16294667,EPI_ISL_16711830,4,Singapore,None,Guangdong,2022-12-19,2022-12-21
EPI_ISL_16415421,EPI_ISL_17490663,2,USA,None,Zhejiang,2022-12-15,2022-12-22
EPI_ISL_16514173,EPI_ISL_16598334,1,South Korea,None,Heilongjiang,2022-12-31,2022-12-22
EPI_ISL_16514173,EPI_ISL_16598333,2,South Korea,None,Heilongjiang,2022-12-31,2022-12-22
EPI_ISL_16580305,EPI_ISL_16853800,1,South Africa,None,Shanxi,2023-01-06,2022-12-22
EPI_ISL_16568841,EPI_ISL_17088845,1,South Korea,None,Guangxi,2023-01-07,2022-12-22
EPI_ISL_16413636,EPI_ISL_16709473,1,South Korea,None,Shaanxi,2022-12-21,2022-12-22
EPI_ISL_16406300,EPI_ISL_17487190,1,United Kingdom,None,Hubei,2022-12-26,2022-12-22
EPI_ISL_16494633,EPI_ISL_16604944,1,Japan,None,Hainan,2023-01-02,2022-12-22
EPI_ISL_16715992,EPI_ISL_16604513,0,South Korea,None,Shandong,2023-01-11,2022-12-22
EPI_ISL_16352296,EPI_ISL_16468076,1,Singapore,None,Beijing,2022-12-23,2022-12-23
EPI_ISL_16521456,EPI_ISL_16636060,0,Japan,None,Xinjiang,2022-12-29,2022-12-23
EPI_ISL_16568811,EPI_ISL_16598707,1,South Korea,None,Hunan,2023-01-06,2022-12-23
EPI_ISL_16294667,EPI_ISL_16711984,1,Singapore,None,Guangdong,2022-12-19,2022-12-23
EPI_ISL_16294667,EPI_ISL_16712065,1,Singapore,None,Guangdong,2022-12-19,2022-12-23
EPI_ISL_16294667,EPI_ISL_16712083,1,Singapore,None,Guangdong,2022-12-19,2022-12-23
EPI_ISL_16294667,EPI_ISL_16711956,1,Singapore,None,Guangdong,2022-12-19,2022-12-24
EPI_ISL_16355504,EPI_ISL_17487416,1,Italy,None,Hubei,2022-12-29,2022-12-24
EPI_ISL_16637179,EPI_ISL_17309132,0,Japan,None,Sichuan,2023-01-11,2022-12-24
EPI_ISL_16508434,EPI_ISL_16634879,1,France,None,Shanghai,2022-12-19,2022-12-24
EPI_ISL_16506426,EPI_ISL_17186569,1,South Korea,None,Sichuan,2022-12-27,2022-12-24
EPI_ISL_16693116,EPI_ISL_16634832,3,Japan,None,Shanghai,2022-12-23,2022-12-24
EPI_ISL_16294667,EPI_ISL_16711797,2,Singapore,None,Guangdong,2022-12-19,2022-12-25
EPI_ISL_17581715,EPI_ISL_16617256,1,Hong Kong,None,Hubei,2022-12-24,2022-12-25
EPI_ISL_16259489,EPI_ISL_16617267,1,Singapore,None,Hubei,2022-12-17,2022-12-25
EPI_ISL_16349753,EPI_ISL_17088739,2,Denmark,None,Guangxi,2022-12-20,2022-12-25
EPI_ISL_16506667,EPI_ISL_16617265,0,South Korea,None,Hubei,2022-12-23,2022-12-25
EPI_ISL_16506667,EPI_ISL_16617257,2,South Korea,None,Hubei,2022-12-23,2022-12-25
EPI_ISL_16568828,EPI_ISL_16635033,1,South Korea,None,Shanghai,2023-01-06,2022-12-25
EPI_ISL_16294667,EPI_ISL_16712053,2,Singapore,None,Guangdong,2022-12-19,2022-12-25
EPI_ISL_16568832,EPI_ISL_16758271,4,South Korea,None,Shandong,2023-01-07,2022-12-26
EPI_ISL_16506426,EPI_ISL_16634917,1,South Korea,None,Shanghai,2022-12-27,2022-12-26
EPI_ISL_16693116,EPI_ISL_16709240,1,Japan,None,Henan,2022-12-23,2022-12-26
EPI_ISL_16350552,EPI_ISL_16635713,0,USA,None,Zhejiang,2022-12-22,2022-12-26
EPI_ISL_16568780,EPI_ISL_16468065,1,South Korea,None,Beijing,2023-01-05,2022-12-26
EPI_ISL_16568780,EPI_ISL_16468075,2,South Korea,None,Beijing,2023-01-05,2022-12-26
EPI_ISL_16259489,EPI_ISL_16635677,2,Singapore,None,Zhejiang,2022-12-17,2022-12-26
EPI_ISL_16758909,EPI_ISL_16635673,1,South Korea,None,Zhejiang,2023-01-05,2022-12-26
EPI_ISL_17345001,EPI_ISL_16468070,2,Germany,None,Beijing,2022-12-19,2022-12-26
EPI_ISL_16294667,EPI_ISL_16711891,2,Singapore,None,Guangdong,2022-12-19,2022-12-26
EPI_ISL_16294667,EPI_ISL_16711682,2,Singapore,None,Guangdong,2022-12-19,2022-12-26
EPI_ISL_16508434,EPI_ISL_17371235,1,France,None,Shanghai,2022-12-19,2022-12-26
EPI_ISL_16294667,EPI_ISL_16711916,1,Singapore,None,Guangdong,2022-12-19,2022-12-26
EPI_ISL_16891951,EPI_ISL_16635699,0,Canada,None,Zhejiang,2022-12-25,2022-12-26
EPI_ISL_16568780,EPI_ISL_16468071,2,South Korea,None,Beijing,2023-01-05,2022-12-26
EPI_ISL_16259494,EPI_ISL_16636162,1,Singapore,None,Xinjiang,2022-12-16,2022-12-26
EPI_ISL_16374746,EPI_ISL_16635157,2,Japan,None,Liaoning,2022-12-19,2022-12-26
EPI_ISL_16891951,EPI_ISL_16635163,1,Canada,None,Liaoning,2022-12-25,2022-12-26
EPI_ISL_16588898,EPI_ISL_17088726,1,Japan,None,Guangxi,2022-12-16,2022-12-26
EPI_ISL_16413620,EPI_ISL_17088725,0,South Korea,None,Guangxi,2022-12-19,2022-12-26
EPI_ISL_16374746,EPI_ISL_16635144,3,Japan,None,Liaoning,2022-12-19,2022-12-26
EPI_ISL_16374746,EPI_ISL_16635149,1,Japan,None,Liaoning,2022-12-19,2022-12-26
EPI_ISL_16374746,EPI_ISL_16635153,1,Japan,None,Liaoning,2022-12-19,2022-12-26
EPI_ISL_16758914,EPI_ISL_16617112,1,South Korea,None,Hubei,2023-01-05,2022-12-26
EPI_ISL_16259494,EPI_ISL_16636120,1,Singapore,None,Xinjiang,2022-12-16,2022-12-26
EPI_ISL_16693116,EPI_ISL_16757967,3,Japan,None,Shandong,2022-12-23,2022-12-26
EPI_ISL_16259489,EPI_ISL_17487645,4,Singapore,None,Hubei,2022-12-17,2022-12-26
EPI_ISL_16508434,EPI_ISL_16635046,1,France,None,Shanghai,2022-12-19,2022-12-26
EPI_ISL_16506667,EPI_ISL_16711816,1,South Korea,None,Guangdong,2022-12-23,2022-12-27
EPI_ISL_16506667,EPI_ISL_16719098,0,South Korea,None,Anhui,2022-12-23,2022-12-27
EPI_ISL_16523697,EPI_ISL_16636123,3,Australia,None,Xinjiang,2022-12-27,2022-12-27
EPI_ISL_16294667,EPI_ISL_16711831,1,Singapore,None,Guangdong,2022-12-19,2022-12-27
EPI_ISL_16428144,EPI_ISL_16711828,0,Japan,None,Guangdong,2022-12-30,2022-12-27
EPI_ISL_16691930,EPI_ISL_16712106,1,Japan,None,Guangdong,2022-12-28,2022-12-27
EPI_ISL_16734456,EPI_ISL_16712105,1,USA,None,Guangdong,2022-12-16,2022-12-27
EPI_ISL_16506496,EPI_ISL_16636169,1,South Korea,None,Xinjiang,2022-12-29,2022-12-27
EPI_ISL_16294686,EPI_ISL_16604792,1,Singapore,None,Shandong,2022-12-21,2022-12-27
EPI_ISL_16294667,EPI_ISL_16711981,2,Singapore,None,Guangdong,2022-12-19,2022-12-27
EPI_ISL_16494598,EPI_ISL_16635039,2,Japan,None,Shanghai,2023-01-01,2022-12-27
EPI_ISL_17587692,EPI_ISL_16853802,0,USA,None,Shanxi,2022-12-25,2022-12-27
EPI_ISL_16506496,EPI_ISL_17088821,1,South Korea,None,Guangxi,2022-12-29,2022-12-27
EPI_ISL_16716040,EPI_ISL_16617077,2,South Korea,None,Hubei,2023-01-14,2022-12-27
EPI_ISL_16735328,EPI_ISL_17088856,1,Japan,None,Guangxi,2023-01-18,2022-12-27
EPI_ISL_16693116,EPI_ISL_16634977,2,Japan,None,Shanghai,2022-12-23,2022-12-27
EPI_ISL_16891951,EPI_ISL_16634986,1,Canada,None,Shanghai,2022-12-25,2022-12-27
EPI_ISL_16294686,EPI_ISL_16604473,2,Singapore,None,Shandong,2022-12-21,2022-12-27
EPI_ISL_17581715,EPI_ISL_17088801,1,Hong Kong,None,Guangxi,2022-12-24,2022-12-27
EPI_ISL_16506482,EPI_ISL_16617090,0,South Korea,None,Hubei,2022-12-28,2022-12-27
EPI_ISL_16952946,EPI_ISL_16616943,1,New Zealand,None,Hubei,2022-12-23,2022-12-27
EPI_ISL_16294667,EPI_ISL_16711689,1,Singapore,None,Guangdong,2022-12-19,2022-12-27
EPI_ISL_16568832,EPI_ISL_17371220,2,South Korea,None,Shanghai,2023-01-07,2022-12-27
EPI_ISL_16506373,EPI_ISL_16709080,0,South Korea,None,Henan,2022-12-25,2022-12-27
EPI_ISL_16374746,EPI_ISL_16635175,0,Japan,None,Liaoning,2022-12-19,2022-12-28
EPI_ISL_16374746,EPI_ISL_16635172,1,Japan,None,Liaoning,2022-12-19,2022-12-28
EPI_ISL_16355504,EPI_ISL_16712031,1,Italy,None,Guangdong,2022-12-29,2022-12-28
EPI_ISL_16734456,EPI_ISL_17489462,2,USA,None,Fujian,2022-12-16,2022-12-28
EPI_ISL_16506482,EPI_ISL_16758050,1,South Korea,None,Shandong,2022-12-28,2022-12-28
EPI_ISL_16523697,EPI_ISL_16597088,1,Australia,None,Jiangxi,2022-12-27,2022-12-28
EPI_ISL_16374746,EPI_ISL_16635179,2,Japan,None,Liaoning,2022-12-19,2022-12-28
EPI_ISL_16508434,EPI_ISL_16634991,1,France,None,Shanghai,2022-12-19,2022-12-28
EPI_ISL_16508434,EPI_ISL_16634994,1,France,None,Shanghai,2022-12-19,2022-12-28
EPI_ISL_16349753,EPI_ISL_16641663,3,Denmark,None,Yunnan,2022-12-20,2022-12-28
EPI_ISL_16378862,EPI_ISL_16634907,0,Singapore,None,Shanghai,2022-12-28,2022-12-28
EPI_ISL_16691930,EPI_ISL_16598616,1,Japan,None,Sichuan,2022-12-28,2022-12-28
EPI_ISL_16342183,EPI_ISL_16635006,1,Australia,None,Shanghai,2022-12-19,2022-12-28
