source,target,weight
EPI_ISL_17088754,EPI_ISL_17490513,3
EPI_ISL_17088754,EPI_ISL_18330786,3
EPI_ISL_17088754,EPI_ISL_17494633,3
EPI_ISL_17088754,EPI_ISL_17785512,7
EPI_ISL_17088754,EPI_ISL_17485787,8
EPI_ISL_17088754,EPI_ISL_17516757,6
EPI_ISL_17088754,EPI_ISL_17615047,8
EPI_ISL_17088754,EPI_ISL_17684042,10
EPI_ISL_17088754,EPI_ISL_16711812,4
EPI_ISL_17088754,EPI_ISL_17494281,4
EPI_ISL_16306966,EPI_ISL_17620365,1
EPI_ISL_16306966,EPI_ISL_16853799,3
EPI_ISL_16306966,EPI_ISL_16348513,3
EPI_ISL_16306966,EPI_ISL_17086597,4
EPI_ISL_16306966,EPI_ISL_16520415,3
EPI_ISL_16306966,EPI_ISL_17183552,4
EPI_ISL_16306966,EPI_ISL_16604713,3
EPI_ISL_16306966,EPI_ISL_16597952,3
EPI_ISL_16306966,EPI_ISL_16597935,2
EPI_ISL_16306966,EPI_ISL_17489475,6
EPI_ISL_16306966,EPI_ISL_16635342,4
EPI_ISL_16306966,EPI_ISL_17150491,4
EPI_ISL_16306966,EPI_ISL_17170750,2
EPI_ISL_16306966,EPI_ISL_17488399,5
EPI_ISL_16306966,EPI_ISL_17273667,9
EPI_ISL_16306966,EPI_ISL_16921883,5
EPI_ISL_16306966,EPI_ISL_17031734,4
EPI_ISL_16306966,EPI_ISL_17199773,3
EPI_ISL_16306966,EPI_ISL_16902583,2
EPI_ISL_16306966,EPI_ISL_17492748,7
EPI_ISL_16306966,EPI_ISL_17199825,11
EPI_ISL_16306966,EPI_ISL_17170984,6
EPI_ISL_16306966,EPI_ISL_17494926,3
EPI_ISL_16306966,EPI_ISL_17104816,9
EPI_ISL_16306966,EPI_ISL_17493396,4
EPI_ISL_16306966,EPI_ISL_17104769,4
EPI_ISL_16306966,EPI_ISL_17494463,5
EPI_ISL_16306966,EPI_ISL_17494462,8
EPI_ISL_16306966,EPI_ISL_17495005,4
EPI_ISL_16306966,EPI_ISL_17501656,5
EPI_ISL_16306966,EPI_ISL_17273828,4
EPI_ISL_16306966,EPI_ISL_17490554,3
EPI_ISL_16306966,EPI_ISL_17495450,6
EPI_ISL_16306966,EPI_ISL_17490513,3
EPI_ISL_16306966,EPI_ISL_17490444,4
EPI_ISL_16306966,EPI_ISL_17490509,6
EPI_ISL_16306966,EPI_ISL_17307382,2
EPI_ISL_16306966,EPI_ISL_17490508,3
EPI_ISL_16306966,EPI_ISL_17495167,3
EPI_ISL_16306966,EPI_ISL_17785506,4
EPI_ISL_16306966,EPI_ISL_17493800,7
EPI_ISL_16306966,EPI_ISL_17490462,6
EPI_ISL_16306966,EPI_ISL_17495414,3
EPI_ISL_16306966,EPI_ISL_17516757,6
EPI_ISL_16306966,EPI_ISL_17547589,7
EPI_ISL_16306966,EPI_ISL_17516915,6
EPI_ISL_16306966,EPI_ISL_17584628,4
EPI_ISL_16306966,EPI_ISL_17625267,8
EPI_ISL_16306966,EPI_ISL_17951369,6
EPI_ISL_16306966,EPI_ISL_18495276,12
EPI_ISL_16306966,EPI_ISL_17088678,4
EPI_ISL_16306966,EPI_ISL_16711812,4
EPI_ISL_16306966,EPI_ISL_17494281,4
EPI_ISL_16306966,EPI_ISL_17273713,4
EPI_ISL_16306966,EPI_ISL_17501550,8
EPI_ISL_16635181,EPI_ISL_17031549,3
EPI_ISL_16635181,EPI_ISL_16604793,4
EPI_ISL_16635181,EPI_ISL_17031566,2
EPI_ISL_16635181,EPI_ISL_16635295,2
EPI_ISL_16635181,EPI_ISL_16597935,2
EPI_ISL_16635181,EPI_ISL_16758174,2
EPI_ISL_16635181,EPI_ISL_16911089,2
EPI_ISL_16635181,EPI_ISL_17170750,2
EPI_ISL_16635181,EPI_ISL_17031794,2
EPI_ISL_16635181,EPI_ISL_16849152,2
EPI_ISL_16635181,EPI_ISL_16902583,2
EPI_ISL_16635181,EPI_ISL_17684209,2
EPI_ISL_16635181,EPI_ISL_17307382,2
EPI_ISL_16635181,EPI_ISL_17494631,2
EPI_ISL_16635181,EPI_ISL_17183552,4
EPI_ISL_16635181,EPI_ISL_16758176,5
EPI_ISL_16635181,EPI_ISL_16604713,3
EPI_ISL_16635181,EPI_ISL_16597952,3
EPI_ISL_16635181,EPI_ISL_16635342,4
EPI_ISL_16635181,EPI_ISL_17150491,4
EPI_ISL_16635181,EPI_ISL_17031733,5
EPI_ISL_16635181,EPI_ISL_17031734,4
EPI_ISL_16635181,EPI_ISL_16849190,5
EPI_ISL_16635181,EPI_ISL_17493231,3
EPI_ISL_16635181,EPI_ISL_17199773,3
EPI_ISL_16635181,EPI_ISL_17620430,3
EPI_ISL_16635181,EPI_ISL_17501656,5
EPI_ISL_16635181,EPI_ISL_17490513,3
EPI_ISL_16635181,EPI_ISL_18330786,3
EPI_ISL_16635181,EPI_ISL_17494633,3
EPI_ISL_16635181,EPI_ISL_17785512,7
EPI_ISL_16635181,EPI_ISL_17485787,8
EPI_ISL_16635181,EPI_ISL_17615047,8
EPI_ISL_16635181,EPI_ISL_16711812,4
EPI_ISL_16635181,EPI_ISL_17494281,4
EPI_ISL_16635181,EPI_ISL_17645662,6
EPI_ISL_17031566,EPI_ISL_17031549,3
EPI_ISL_17031566,EPI_ISL_16604793,4
EPI_ISL_17031566,EPI_ISL_17183552,4
EPI_ISL_17031566,EPI_ISL_16635295,2
EPI_ISL_17031566,EPI_ISL_16597935,2
EPI_ISL_17031566,EPI_ISL_16758174,2
EPI_ISL_17031566,EPI_ISL_16911089,2
EPI_ISL_17031566,EPI_ISL_17170750,2
EPI_ISL_17031566,EPI_ISL_16849152,2
EPI_ISL_17031566,EPI_ISL_16902583,2
EPI_ISL_17031566,EPI_ISL_17684209,2
EPI_ISL_17031566,EPI_ISL_17307382,2
EPI_ISL_17031566,EPI_ISL_17494631,2
EPI_ISL_17031566,EPI_ISL_16758176,5
EPI_ISL_17031566,EPI_ISL_16604713,3
EPI_ISL_17031566,EPI_ISL_16635342,4
EPI_ISL_17031566,EPI_ISL_17150491,4
EPI_ISL_17031566,EPI_ISL_17031733,5
EPI_ISL_17031566,EPI_ISL_17199773,3
EPI_ISL_17031566,EPI_ISL_17620430,3
EPI_ISL_17031566,EPI_ISL_17501656,5
EPI_ISL_17031566,EPI_ISL_17490513,3
EPI_ISL_17031566,EPI_ISL_18330786,3
EPI_ISL_17031566,EPI_ISL_17494633,3
EPI_ISL_17031566,EPI_ISL_17785512,7
EPI_ISL_17031566,EPI_ISL_17485787,8
EPI_ISL_17031566,EPI_ISL_17615047,8
EPI_ISL_17031566,EPI_ISL_16711812,4
EPI_ISL_17031566,EPI_ISL_17494281,4
EPI_ISL_16635295,EPI_ISL_17031549,3
EPI_ISL_16635295,EPI_ISL_17493019,3
EPI_ISL_16635295,EPI_ISL_16616833,6
EPI_ISL_16635295,EPI_ISL_16604793,4
EPI_ISL_16635295,EPI_ISL_17183552,4
EPI_ISL_16635295,EPI_ISL_17805513,9
EPI_ISL_16635295,EPI_ISL_16758176,5
EPI_ISL_16635295,EPI_ISL_17031794,1
EPI_ISL_16635295,EPI_ISL_16604713,3
EPI_ISL_16635295,EPI_ISL_16709524,3
EPI_ISL_16635295,EPI_ISL_16709522,2
EPI_ISL_16635295,EPI_ISL_16709531,3
EPI_ISL_16635295,EPI_ISL_16597947,5
EPI_ISL_16635295,EPI_ISL_16597952,3
EPI_ISL_16635295,EPI_ISL_16597935,2
EPI_ISL_16635295,EPI_ISL_16758174,2
EPI_ISL_16635295,EPI_ISL_16635342,4
EPI_ISL_16635295,EPI_ISL_17150491,4
EPI_ISL_16635295,EPI_ISL_16698436,4
EPI_ISL_16635295,EPI_ISL_17170750,2
EPI_ISL_16635295,EPI_ISL_17488399,5
EPI_ISL_16635295,EPI_ISL_17031733,5
EPI_ISL_16635295,EPI_ISL_17031734,4
EPI_ISL_16635295,EPI_ISL_17494418,5
EPI_ISL_16635295,EPI_ISL_17485736,3
EPI_ISL_16635295,EPI_ISL_16849190,5
EPI_ISL_16635295,EPI_ISL_17031825,2
EPI_ISL_16635295,EPI_ISL_17493231,3
EPI_ISL_16635295,EPI_ISL_17199773,3
EPI_ISL_16635295,EPI_ISL_17493228,9
EPI_ISL_16635295,EPI_ISL_16968127,5
EPI_ISL_16635295,EPI_ISL_16902583,2
EPI_ISL_16635295,EPI_ISL_16968159,5
EPI_ISL_16635295,EPI_ISL_17492748,7
EPI_ISL_16635295,EPI_ISL_17620430,3
EPI_ISL_16635295,EPI_ISL_17075774,3
EPI_ISL_16635295,EPI_ISL_17684209,2
EPI_ISL_16635295,EPI_ISL_17199825,11
EPI_ISL_16635295,EPI_ISL_17494926,3
EPI_ISL_16635295,EPI_ISL_17488842,5
EPI_ISL_16635295,EPI_ISL_17501656,5
EPI_ISL_16635295,EPI_ISL_17490554,3
EPI_ISL_16635295,EPI_ISL_17490513,3
EPI_ISL_16635295,EPI_ISL_18330786,3
EPI_ISL_16635295,EPI_ISL_17490444,4
EPI_ISL_16635295,EPI_ISL_17307382,2
EPI_ISL_16635295,EPI_ISL_17495167,3
EPI_ISL_16635295,EPI_ISL_17494631,2
EPI_ISL_16635295,EPI_ISL_17494633,3
EPI_ISL_16635295,EPI_ISL_17785506,4
EPI_ISL_16635295,EPI_ISL_17785512,7
EPI_ISL_16635295,EPI_ISL_17485787,8
EPI_ISL_16635295,EPI_ISL_17488782,5
EPI_ISL_16635295,EPI_ISL_17488743,4
EPI_ISL_16635295,EPI_ISL_17516757,6
EPI_ISL_16635295,EPI_ISL_17615047,8
EPI_ISL_16635295,EPI_ISL_17618702,8
EPI_ISL_16635295,EPI_ISL_16711812,4
EPI_ISL_16635295,EPI_ISL_17494281,4
EPI_ISL_16635295,EPI_ISL_17273713,4
EPI_ISL_16709522,EPI_ISL_16635283,2
EPI_ISL_16709522,EPI_ISL_17183552,4
EPI_ISL_16709522,EPI_ISL_16604713,3
EPI_ISL_16709522,EPI_ISL_16597935,2
EPI_ISL_16709522,EPI_ISL_16911089,2
EPI_ISL_16709522,EPI_ISL_17170750,2
EPI_ISL_16709522,EPI_ISL_17494246,2
EPI_ISL_16709522,EPI_ISL_16849152,2
EPI_ISL_16709522,EPI_ISL_16902583,2
EPI_ISL_16709522,EPI_ISL_17620365,2
EPI_ISL_16709522,EPI_ISL_17307382,2
EPI_ISL_16709522,EPI_ISL_16709531,3
EPI_ISL_16709522,EPI_ISL_16635342,4
EPI_ISL_16709522,EPI_ISL_17150491,4
EPI_ISL_16709522,EPI_ISL_16698436,4
EPI_ISL_16709522,EPI_ISL_17488399,5
EPI_ISL_16709522,EPI_ISL_17199773,3
EPI_ISL_16709522,EPI_ISL_17492748,7
EPI_ISL_16709522,EPI_ISL_17494926,3
EPI_ISL_16709522,EPI_ISL_17501656,5
EPI_ISL_16709522,EPI_ISL_17490554,3
EPI_ISL_16709522,EPI_ISL_17490513,3
EPI_ISL_16709522,EPI_ISL_17490444,4
EPI_ISL_16709522,EPI_ISL_17495167,3
EPI_ISL_16709522,EPI_ISL_17785506,4
EPI_ISL_16709522,EPI_ISL_17516757,6
EPI_ISL_16709522,EPI_ISL_17614997,6
EPI_ISL_16709522,EPI_ISL_16711812,4
EPI_ISL_16709522,EPI_ISL_17273713,4
EPI_ISL_16597935,EPI_ISL_17031549,3
EPI_ISL_16597935,EPI_ISL_17493019,3
EPI_ISL_16597935,EPI_ISL_16616833,6
EPI_ISL_16597935,EPI_ISL_16604793,4
EPI_ISL_16597935,EPI_ISL_16520418,4
EPI_ISL_16597935,EPI_ISL_17371248,9
EPI_ISL_16597935,EPI_ISL_17183552,4
EPI_ISL_16597935,EPI_ISL_16758176,5
EPI_ISL_16597935,EPI_ISL_16740788,4
EPI_ISL_16597935,EPI_ISL_16604713,3
EPI_ISL_16597935,EPI_ISL_16709531,3
EPI_ISL_16597935,EPI_ISL_16597952,3
EPI_ISL_16597935,EPI_ISL_16758174,2
EPI_ISL_16597935,EPI_ISL_16911089,2
EPI_ISL_16597935,EPI_ISL_17170750,2
EPI_ISL_16597935,EPI_ISL_17494246,2
EPI_ISL_16597935,EPI_ISL_17031794,2
EPI_ISL_16597935,EPI_ISL_16849152,2
EPI_ISL_16597935,EPI_ISL_16902583,2
EPI_ISL_16597935,EPI_ISL_17684209,2
EPI_ISL_16597935,EPI_ISL_17620365,2
EPI_ISL_16597935,EPI_ISL_17307382,2
EPI_ISL_16597935,EPI_ISL_17494631,2
EPI_ISL_16597935,EPI_ISL_16635342,4
EPI_ISL_16597935,EPI_ISL_17150491,4
EPI_ISL_16597935,EPI_ISL_16698436,4
EPI_ISL_16597935,EPI_ISL_16635969,5
EPI_ISL_16597935,EPI_ISL_17488399,5
EPI_ISL_16597935,EPI_ISL_17031733,5
EPI_ISL_16597935,EPI_ISL_17031734,4
EPI_ISL_16597935,EPI_ISL_16849176,5
EPI_ISL_16597935,EPI_ISL_16849190,5
EPI_ISL_16597935,EPI_ISL_17493231,3
EPI_ISL_16597935,EPI_ISL_17199773,3
EPI_ISL_16597935,EPI_ISL_17492748,7
EPI_ISL_16597935,EPI_ISL_17620430,3
EPI_ISL_16597935,EPI_ISL_17494926,3
EPI_ISL_16597935,EPI_ISL_17501656,5
EPI_ISL_16597935,EPI_ISL_17489417,9
EPI_ISL_16597935,EPI_ISL_17490554,3
EPI_ISL_16597935,EPI_ISL_17490513,3
EPI_ISL_16597935,EPI_ISL_18330786,3
EPI_ISL_16597935,EPI_ISL_17490444,4
EPI_ISL_16597935,EPI_ISL_17495167,3
EPI_ISL_16597935,EPI_ISL_17494633,3
EPI_ISL_16597935,EPI_ISL_17785506,4
EPI_ISL_16597935,EPI_ISL_17490389,7
EPI_ISL_16597935,EPI_ISL_17785512,7
EPI_ISL_16597935,EPI_ISL_17485787,8
EPI_ISL_16597935,EPI_ISL_17516757,6
EPI_ISL_16597935,EPI_ISL_17563631,6
EPI_ISL_16597935,EPI_ISL_17615047,8
EPI_ISL_16597935,EPI_ISL_18009701,3
EPI_ISL_16597935,EPI_ISL_17614997,6
EPI_ISL_16597935,EPI_ISL_17684415,5
EPI_ISL_16597935,EPI_ISL_17744689,9
EPI_ISL_16597935,EPI_ISL_16711812,4
EPI_ISL_16597935,EPI_ISL_17494281,4
EPI_ISL_16597935,EPI_ISL_17273713,4
EPI_ISL_16597935,EPI_ISL_17785046,8
EPI_ISL_16758174,EPI_ISL_16327521,2
EPI_ISL_16758174,EPI_ISL_17031549,3
EPI_ISL_16758174,EPI_ISL_16604793,4
EPI_ISL_16758174,EPI_ISL_17183552,4
EPI_ISL_16758174,EPI_ISL_16758176,5
EPI_ISL_16758174,EPI_ISL_16757983,2
EPI_ISL_16758174,EPI_ISL_16604713,3
EPI_ISL_16758174,EPI_ISL_16709029,5
EPI_ISL_16758174,EPI_ISL_16597952,3
EPI_ISL_16758174,EPI_ISL_16911089,2
EPI_ISL_16758174,EPI_ISL_17170750,2
EPI_ISL_16758174,EPI_ISL_17031794,2
EPI_ISL_16758174,EPI_ISL_16849152,2
EPI_ISL_16758174,EPI_ISL_16902583,2
EPI_ISL_16758174,EPI_ISL_17684209,2
EPI_ISL_16758174,EPI_ISL_17307382,2
EPI_ISL_16758174,EPI_ISL_17494631,2
EPI_ISL_16758174,EPI_ISL_17505675,2
EPI_ISL_16758174,EPI_ISL_16635342,4
EPI_ISL_16758174,EPI_ISL_17150491,4
EPI_ISL_16758174,EPI_ISL_16719078,3
EPI_ISL_16758174,EPI_ISL_17031733,5
EPI_ISL_16758174,EPI_ISL_17031734,4
EPI_ISL_16758174,EPI_ISL_16849190,5
EPI_ISL_16758174,EPI_ISL_17493231,3
EPI_ISL_16758174,EPI_ISL_17199773,3
EPI_ISL_16758174,EPI_ISL_17620430,3
EPI_ISL_16758174,EPI_ISL_17494926,3
EPI_ISL_16758174,EPI_ISL_17501656,5
EPI_ISL_16758174,EPI_ISL_17490513,3
EPI_ISL_16758174,EPI_ISL_18330786,3
EPI_ISL_16758174,EPI_ISL_17494633,3
EPI_ISL_16758174,EPI_ISL_17785512,7
EPI_ISL_16758174,EPI_ISL_17485787,8
EPI_ISL_16758174,EPI_ISL_17493631,7
EPI_ISL_16758174,EPI_ISL_17615047,8
EPI_ISL_16758174,EPI_ISL_17988273,8
EPI_ISL_16758174,EPI_ISL_16711812,4
EPI_ISL_16758174,EPI_ISL_17494281,4
EPI_ISL_16758174,EPI_ISL_17186819,6
EPI_ISL_16911089,EPI_ISL_17031549,3
EPI_ISL_16911089,EPI_ISL_16604793,4
EPI_ISL_16911089,EPI_ISL_17371248,9
EPI_ISL_16911089,EPI_ISL_17183552,4
EPI_ISL_16911089,EPI_ISL_16758176,5
EPI_ISL_16911089,EPI_ISL_16604713,3
EPI_ISL_16911089,EPI_ISL_16709531,3
EPI_ISL_16911089,EPI_ISL_16636211,6
EPI_ISL_16911089,EPI_ISL_16636217,3
EPI_ISL_16911089,EPI_ISL_16635342,4
EPI_ISL_16911089,EPI_ISL_17150491,4
EPI_ISL_16911089,EPI_ISL_17493408,7
EPI_ISL_16911089,EPI_ISL_16698436,4
EPI_ISL_16911089,EPI_ISL_17494246,1
EPI_ISL_16911089,EPI_ISL_17170750,2
EPI_ISL_16911089,EPI_ISL_17488399,5
EPI_ISL_16911089,EPI_ISL_17031733,5
EPI_ISL_16911089,EPI_ISL_17031734,4
EPI_ISL_16911089,EPI_ISL_17494418,5
EPI_ISL_16911089,EPI_ISL_17199773,3
EPI_ISL_16911089,EPI_ISL_16902583,2
EPI_ISL_16911089,EPI_ISL_17492748,7
EPI_ISL_16911089,EPI_ISL_17620430,3
EPI_ISL_16911089,EPI_ISL_17684209,2
EPI_ISL_16911089,EPI_ISL_17199825,11
EPI_ISL_16911089,EPI_ISL_17494926,3
EPI_ISL_16911089,EPI_ISL_17488857,2
EPI_ISL_16911089,EPI_ISL_17501656,5
EPI_ISL_16911089,EPI_ISL_17494253,7
EPI_ISL_16911089,EPI_ISL_17490554,3
EPI_ISL_16911089,EPI_ISL_17490513,3
EPI_ISL_16911089,EPI_ISL_18330786,3
EPI_ISL_16911089,EPI_ISL_17490444,4
EPI_ISL_16911089,EPI_ISL_17307382,2
EPI_ISL_16911089,EPI_ISL_17495167,3
EPI_ISL_16911089,EPI_ISL_17494631,2
EPI_ISL_16911089,EPI_ISL_17494633,3
EPI_ISL_16911089,EPI_ISL_17785506,4
EPI_ISL_16911089,EPI_ISL_17785512,7
EPI_ISL_16911089,EPI_ISL_17485787,8
EPI_ISL_16911089,EPI_ISL_17505675,2
EPI_ISL_16911089,EPI_ISL_17516757,6
EPI_ISL_16911089,EPI_ISL_17615047,8
EPI_ISL_16911089,EPI_ISL_17783626,9
EPI_ISL_16911089,EPI_ISL_17951310,10
EPI_ISL_16911089,EPI_ISL_17808299,6
EPI_ISL_16911089,EPI_ISL_16711812,4
EPI_ISL_16911089,EPI_ISL_17494281,4
EPI_ISL_16911089,EPI_ISL_17273713,4
EPI_ISL_16911089,EPI_ISL_17785509,7
EPI_ISL_16911089,EPI_ISL_17485744,6
EPI_ISL_16911089,EPI_ISL_17620322,5
EPI_ISL_17170750,EPI_ISL_17031549,3
EPI_ISL_17170750,EPI_ISL_16616833,6
EPI_ISL_17170750,EPI_ISL_16635283,2
EPI_ISL_17170750,EPI_ISL_16604793,4
EPI_ISL_17170750,EPI_ISL_17086597,4
EPI_ISL_17170750,EPI_ISL_16520418,4
EPI_ISL_17170750,EPI_ISL_17371248,9
EPI_ISL_17170750,EPI_ISL_17183552,4
EPI_ISL_17170750,EPI_ISL_16636195,2
EPI_ISL_17170750,EPI_ISL_16758176,5
EPI_ISL_17170750,EPI_ISL_16740788,4
EPI_ISL_17170750,EPI_ISL_16604713,3
EPI_ISL_17170750,EPI_ISL_16709531,3
EPI_ISL_17170750,EPI_ISL_16636211,6
EPI_ISL_17170750,EPI_ISL_16635342,4
EPI_ISL_17170750,EPI_ISL_17150491,4
EPI_ISL_17170750,EPI_ISL_16698436,4
EPI_ISL_17170750,EPI_ISL_16635969,5
EPI_ISL_17170750,EPI_ISL_17494246,2
EPI_ISL_17170750,EPI_ISL_17031794,2
EPI_ISL_17170750,EPI_ISL_16849152,2
EPI_ISL_17170750,EPI_ISL_16902583,2
EPI_ISL_17170750,EPI_ISL_17684209,2
EPI_ISL_17170750,EPI_ISL_17620365,2
EPI_ISL_17170750,EPI_ISL_17307382,2
EPI_ISL_17170750,EPI_ISL_17494631,2
EPI_ISL_17170750,EPI_ISL_17488399,5
EPI_ISL_17170750,EPI_ISL_17031733,5
EPI_ISL_17170750,EPI_ISL_17031734,4
EPI_ISL_17170750,EPI_ISL_17489215,4
EPI_ISL_17170750,EPI_ISL_17199773,3
EPI_ISL_17170750,EPI_ISL_17027411,13
EPI_ISL_17170750,EPI_ISL_17492748,7
EPI_ISL_17170750,EPI_ISL_17620430,3
EPI_ISL_17170750,EPI_ISL_17494926,3
EPI_ISL_17170750,EPI_ISL_17104816,9
EPI_ISL_17170750,EPI_ISL_17501656,5
EPI_ISL_17170750,EPI_ISL_17490554,3
EPI_ISL_17170750,EPI_ISL_17490513,3
EPI_ISL_17170750,EPI_ISL_18330786,3
EPI_ISL_17170750,EPI_ISL_17490444,4
EPI_ISL_17170750,EPI_ISL_17495167,3
EPI_ISL_17170750,EPI_ISL_17494633,3
EPI_ISL_17170750,EPI_ISL_17785506,4
EPI_ISL_17170750,EPI_ISL_17490389,7
EPI_ISL_17170750,EPI_ISL_17785512,7
EPI_ISL_17170750,EPI_ISL_17485787,8
EPI_ISL_17170750,EPI_ISL_17516757,6
EPI_ISL_17170750,EPI_ISL_17536877,6
EPI_ISL_17170750,EPI_ISL_17615047,8
EPI_ISL_17170750,EPI_ISL_17614997,6
EPI_ISL_17170750,EPI_ISL_17697649,7
EPI_ISL_17170750,EPI_ISL_16711812,4
EPI_ISL_17170750,EPI_ISL_17494281,4
EPI_ISL_17170750,EPI_ISL_17273713,4
EPI_ISL_17494246,EPI_ISL_16616833,6
EPI_ISL_17494246,EPI_ISL_17183552,4
EPI_ISL_17494246,EPI_ISL_16604713,3
EPI_ISL_17494246,EPI_ISL_16709524,3
EPI_ISL_17494246,EPI_ISL_16709531,3
EPI_ISL_17494246,EPI_ISL_16711635,2
EPI_ISL_17494246,EPI_ISL_16635342,4
EPI_ISL_17494246,EPI_ISL_17150491,4
EPI_ISL_17494246,EPI_ISL_16698436,4
EPI_ISL_17494246,EPI_ISL_17494250,2
EPI_ISL_17494246,EPI_ISL_17488399,5
EPI_ISL_17494246,EPI_ISL_16983446,1
EPI_ISL_17494246,EPI_ISL_17494251,4
EPI_ISL_17494246,EPI_ISL_17199773,3
EPI_ISL_17494246,EPI_ISL_17031865,5
EPI_ISL_17494246,EPI_ISL_16902583,2
EPI_ISL_17494246,EPI_ISL_17492748,7
EPI_ISL_17494246,EPI_ISL_17494926,3
EPI_ISL_17494246,EPI_ISL_17501656,5
EPI_ISL_17494246,EPI_ISL_17490554,3
EPI_ISL_17494246,EPI_ISL_17490513,3
EPI_ISL_17494246,EPI_ISL_17490444,4
EPI_ISL_17494246,EPI_ISL_17307382,2
EPI_ISL_17494246,EPI_ISL_17495173,4
EPI_ISL_17494246,EPI_ISL_17495167,3
EPI_ISL_17494246,EPI_ISL_17785506,4
