Accession ID,Virus name,Collection date,country,Province,Pango lineage,Variant,clade,partiallyAliased,clade_display,Omicron sublineages
EPI_ISL_15940873,hCoV-19/Hainan/SY161/2022,2022-08-09,China,Hainan,BA.5.1.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.3,22B (BA.5),BA.5
EPI_ISL_15940881,hCoV-19/Hainan/SY169/2022,2022-08-09,China,Hainan,BA.5.1.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.3,22B (BA.5),BA.5
EPI_ISL_15940942,hCoV-19/Hainan/SY230/2022,2022-08-10,China,Hainan,BA.5.1.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.3,22B (BA.5),BA.5
EPI_ISL_15940938,hCoV-19/Hainan/SY226/2022,2022-08-10,China,Hainan,BA.5.1.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.3,22B (BA.5),BA.5
EPI_ISL_15940890,hCoV-19/Hainan/SY178/2022,2022-08-10,China,Hainan,BA.5.1.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.3,22B (BA.5),BA.5
EPI_ISL_17501746,hCoV-19/Guangdong/GDCDC-22705/2022,2022-08-14,China,Guangdong,BA.5.1.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.3,22B (BA.5),BA.5
EPI_ISL_17104933,hCoV-19/Guangxi/GCDC-BS-2211/2022,2022-08-17,China,Guangxi,BF.8,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.8,22B (BA.5),BA.5
EPI_ISL_16634064,hCoV-19/Beijing/BJCDC-1924/2022,2022-08-17,China,Beijing,BA.5.2.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.7,22B (BA.5),BA.5
EPI_ISL_16922613,hCoV-19/Tianjin/TJCDC-1121/2022,2022-08-27,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922651,hCoV-19/Tianjin/TJCDC-1159/2022,2022-08-30,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922648,hCoV-19/Tianjin/TJCDC-1157/2022,2022-08-30,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922660,hCoV-19/Tianjin/TJCDC-1174/2022,2022-08-31,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922650,hCoV-19/Tianjin/TJCDC-1169/2022,2022-08-31,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16634118,hCoV-19/Beijing/BJCDC-2005/2022,2022-09-02,China,Beijing,BF.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.5,22B (BA.5),BA.5
EPI_ISL_16922705,hCoV-19/Tianjin/TJCDC-1221/2022,2022-09-03,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922725,hCoV-19/Tianjin/TJCDC-1258/2022,2022-09-10,China,Tianjin,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_16922765,hCoV-19/Tianjin/TJCDC-1299/2022,2022-09-15,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922817,hCoV-19/Tianjin/TJCDC-1351/2022,2022-09-18,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922797,hCoV-19/Tianjin/TJCDC-1337/2022,2022-09-18,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_17104934,hCoV-19/Guangxi/GCDC-BS-2217/2022,2022-09-19,China,Guangxi,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_18070499,hCoV-19/Shandong/WCDC-167/2022,2022-09-20,China,Shandong,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16922829,hCoV-19/Tianjin/TJCDC-1377/2022,2022-09-21,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_17197588,hCoV-19/Chongqing/YBCDC-0217/2022,2022-09-24,China,Chongqing,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_16922875,hCoV-19/Tianjin/TJCDC-1428/2022,2022-09-26,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922893,hCoV-19/Tianjin/TJCDC-1439/2022,2022-09-27,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16922891,hCoV-19/Tianjin/TJCDC-1437/2022,2022-09-27,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_17261645,hCoV-19/Zhejiang/ZPCDCP-143/2022,2022-09-30,China,Zhejiang,BA.5.1.12,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.12,22B (BA.5),BA.5
EPI_ISL_16922917,hCoV-19/Tianjin/TJCDC-1473/2022,2022-10-01,China,Tianjin,BF.21,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.21,22B (BA.5),BA.5
EPI_ISL_16854415,hCoV-19/Beijing/BJCDC-2174/2022,2022-10-04,China,Beijing,BQ.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.1,22E (BQ.1),BA.5
EPI_ISL_16634234,hCoV-19/Beijing/BJCDC-2169/2022,2022-10-04,China,Beijing,BA.5.2.9,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.9,22B (BA.5),BA.5
EPI_ISL_16634280,hCoV-19/Beijing/BJCDC-2246/2022,2022-10-08,China,Beijing,BA.5.2.34,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.34,22B (BA.5),BA.5
EPI_ISL_16634283,hCoV-19/Beijing/BJCDC-2215/2022,2022-10-09,China,Beijing,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
EPI_ISL_16854433,hCoV-19/Beijing/BJCDC-2332/2022,2022-10-16,China,Beijing,BQ.1.12,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.12,22E (BQ.1),BA.5
EPI_ISL_16922990,hCoV-19/Tianjin/TJCDC-1548/2022,2022-10-17,China,Tianjin,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49.1,22B (BA.5),BA.5
EPI_ISL_17487095,hCoV-19/Hubei/HCDC-0001/2022,2022-10-18,China,Hubei,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_16922984,hCoV-19/Tianjin/TJCDC-1553/2022,2022-10-18,China,Tianjin,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49.1,22B (BA.5),BA.5
EPI_ISL_16922999,hCoV-19/Tianjin/TJCDC-1566/2022,2022-10-20,China,Tianjin,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49.1,22B (BA.5),BA.5
EPI_ISL_16641892,hCoV-19/Beijing/BJCDC-2356/2022,2022-10-20,China,Beijing,BA.5.6.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.6.4,22B (BA.5),BA.5
EPI_ISL_16922591,hCoV-19/Tianjin/TJCDC-1579/2022,2022-10-23,China,Tianjin,CP.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.6.1,22B (BA.5),BA.5
EPI_ISL_16923005,hCoV-19/Tianjin/TJCDC-1580/2022,2022-10-23,China,Tianjin,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16127648,hCoV-19/Jiangsu/JITHCC_05/2022,2022-10-25,China,Jiangsu,BF.26,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.26,22B (BA.5),BA.5
EPI_ISL_16922592,hCoV-19/Tianjin/TJCDC-1594/2022,2022-10-28,China,Tianjin,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_18070519,hCoV-19/Shandong/WCDC-187/2022,2022-10-29,China,Shandong,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16923026,hCoV-19/Tianjin/TJCDC-1599/2022,2022-10-30,China,Tianjin,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49.1,22B (BA.5),BA.5
EPI_ISL_16642020,hCoV-19/Beijing/BJCDC-2529/2022,2022-10-31,China,Beijing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16137907,hCoV-19/Jiangsu/CLHQ-001/2022,2022-11-03,China,Jiangsu,BQ.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.1,22E (BQ.1),BA.5
EPI_ISL_16923038,hCoV-19/Tianjin/TJCDC-1611/2022,2022-11-04,China,Tianjin,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49.1,22B (BA.5),BA.5
EPI_ISL_16923064,hCoV-19/Tianjin/TJCDC-1639/2022,2022-11-09,China,Tianjin,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_16604375,hCoV-19/Shandong/SDCDC-1819/2022,2022-11-17,China,Shandong,BA.5.2.50,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.50,22B (BA.5),BA.5
EPI_ISL_16604372,hCoV-19/Shandong/SDCDC-1816/2022,2022-11-17,China,Shandong,BA.5.2.50,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.50,22B (BA.5),BA.5
EPI_ISL_18070542,hCoV-19/Shandong/WCDC-210/2022,2022-11-18,China,Shandong,BF.36,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.36,22B (BA.5),BA.5
EPI_ISL_18070541,hCoV-19/Shandong/WCDC-209/2022,2022-11-18,China,Shandong,BF.36,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.36,22B (BA.5),BA.5
EPI_ISL_16642361,hCoV-19/Beijing/BJCDC-3030/2022,2022-11-20,China,Beijing,BA.5.6.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.6.2.1,22B (BA.5),BA.5
EPI_ISL_16642360,hCoV-19/Beijing/BJCDC-3029/2022,2022-11-20,China,Beijing,BA.5.9,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.9,22B (BA.5),BA.5
EPI_ISL_16698224,hCoV-19/Chongqing/CQCDC-5393/2022,2022-11-21,China,Chongqing,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49.1,22B (BA.5),BA.5
EPI_ISL_16327340,hCoV-19/Shanghai/SJTU-233890/2022,2022-11-22,China,Shanghai,BA.5.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.1.1,22B (BA.5),BA.5
EPI_ISL_16327325,hCoV-19/Shanghai/SJTU-233728/2022,2022-11-23,China,Shanghai,BQ.1.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1,22E (BQ.1),BA.5
EPI_ISL_16750656,hCoV-19/Yunnan/YCDC-04/2022,2022-11-24,China,Yunnan,BQ.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.1,22E (BQ.1),BA.5
EPI_ISL_16750658,hCoV-19/Yunnan/YCDC-06/2022,2022-11-24,China,Yunnan,BQ.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.1,22E (BQ.1),BA.5
EPI_ISL_16698155,hCoV-19/Chongqing/CQCDC-5159/2022,2022-11-25,China,Chongqing,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_17492899,hCoV-19/Sichuan/SCDC-4339/2022,2022-11-26,China,Sichuan,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49.1,22B (BA.5),BA.5
EPI_ISL_16854543,hCoV-19/Beijing/BJCDC-3063/2022,2022-11-26,China,Beijing,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16327434,hCoV-19/Shanghai/SJTU-234783/2022,2022-11-27,China,Shanghai,BF.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.5,22B (BA.5),BA.5
EPI_ISL_16585612,hCoV-19/Jilin/JLCDC-57290/2022,2022-11-27,China,Jilin,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
EPI_ISL_17031532,hCoV-19/Hebei/SJZ-14/2022,2022-11-27,China,Hebei,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.6,22B (BA.5),BA.5
EPI_ISL_16698166,hCoV-19/Chongqing/CQCDC-5215/2022,2022-11-27,China,Chongqing,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_17088778,hCoV-19/Guangxi/GCDC-LZ-120710/2022,2022-11-27,China,Guangxi,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
EPI_ISL_16327391,hCoV-19/Shanghai/SJTU-234358/2022,2022-11-27,China,Shanghai,BQ.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.1,22E (BQ.1),BA.5
EPI_ISL_16327327,hCoV-19/Shanghai/SJTU-233758/2022,2022-11-27,China,Shanghai,BQ.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.1,22E (BQ.1),BA.5
EPI_ISL_16327385,hCoV-19/Shanghai/SJTU-234305/2022,2022-11-28,China,Shanghai,BA.5.2.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BA.5
EPI_ISL_16327401,hCoV-19/Shanghai/SJTU-234468/2022,2022-11-28,China,Shanghai,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
EPI_ISL_16327389,hCoV-19/Shanghai/SJTU-234346/2022,2022-11-28,China,Shanghai,BQ.1.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.1,22E (BQ.1),BA.5
EPI_ISL_17088774,hCoV-19/Guangxi/GCDC-HC-120704/2022,2022-11-28,China,Guangxi,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_18070582,hCoV-19/Shandong/WCDC-250/2022,2022-11-28,China,Shandong,BA.5.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2,22B (BA.5),BA.5
EPI_ISL_17489658,hCoV-19/Fujian/FCDC-FJ2690/2022,2022-11-29,China,Fujian,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_16327395,hCoV-19/Shanghai/SJTU-234424/2022,2022-11-29,China,Shanghai,BQ.1.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22E,BA.5.3.1.1.1.1.1.2,22E (BQ.1),BA.5
EPI_ISL_16327402,hCoV-19/Shanghai/SJTU-234474/2022,2022-11-29,China,Shanghai,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
EPI_ISL_16698192,hCoV-19/Chongqing/CQCDC-5368/2022,2022-11-29,China,Chongqing,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_16698235,hCoV-19/Chongqing/CQCDC-5439/2022,2022-11-29,China,Chongqing,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
EPI_ISL_17088733,hCoV-19/Guangxi/GCDC-BH-113064/2022,2022-11-30,China,Guangxi,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_16698253,hCoV-19/Chongqing/CQCDC-5524/2022,2022-11-30,China,Chongqing,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_16635126,hCoV-19/Liaoning/IVDC-1315/2022,2022-12-01,China,Liaoning,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_16327450,hCoV-19/Shanghai/SJTU-234867/2022,2022-12-01,China,Shanghai,BF.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.5,22B (BA.5),BA.5
EPI_ISL_16327403,hCoV-19/Shanghai/SJTU-234475/2022,2022-12-01,China,Shanghai,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
EPI_ISL_16709484,hCoV-19/Shaanxi/SXCDC-X022/2022,2022-12-02,China,Shaanxi,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
EPI_ISL_16635258,hCoV-19/Inner Mongolia/IVDC-1232/2022,2022-12-02,China,Neimenggu,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),BA.5
EPI_ISL_16614017,hCoV-19/Jilin/JLCDC-57487/2022,2022-12-02,China,Jilin,BA.5.2.48,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),BA.5
EPI_ISL_16641625,hCoV-19/Yunnan/IVDC-1375/2022,2022-12-03,China,Yunnan,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49.1,22B (BA.5),BA.5
EPI_ISL_17487688,hCoV-19/Hubei/HCDC-WH0068/2022,2022-12-03,China,Hubei,BA.5.2.49,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.49,22B (BA.5),BA.5
