Accession ID,Virus name,Collection date,country,Province,Pango lineage,Variant,clade,partiallyAliased,clade_display,Omicron sublineages
EPI_ISL_16306935,hCoV-19/Beijing/CPL-12-2/2022,2022-12-05,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635073,hCoV-19/Ningxia/IVDC-1309/2022,2022-12-06,China,Ningxia,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16327540,hCoV-19/Shanghai/SJTU-235876/2022,2022-12-07,China,Shanghai,BF.7.20,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.20,22B (BA.5),BF.7
EPI_ISL_16614084,hCoV-19/Jilin/JLCDC-57787/2022,2022-12-08,China,Jilin,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635592,hCoV-19/Zhejiang/IVDC-888/2022,2022-12-08,China,Zhejiang,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_16327553,hCoV-19/Shanghai/SJTU-235990/2022,2022-12-10,China,Shanghai,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.12,22B (BA.5),BF.7
EPI_ISL_16327606,hCoV-19/Shanghai/SJTU-236739/2022,2022-12-11,China,Shanghai,BF.7.6,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.6,22B (BA.5),BF.7
EPI_ISL_16327589,hCoV-19/Shanghai/SJTU-236591/2022,2022-12-12,China,Shanghai,BF.7.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.4,22B (BA.5),BF.7
EPI_ISL_16327521,hCoV-19/Shanghai/SJTU-235813/2022,2022-12-13,China,Shanghai,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17031549,hCoV-19/Hebei/LF-36/2022,2022-12-13,China,Hebei,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16617315,hCoV-19/Hubei/HCDC-XY131/2022,2022-12-14,China,Hubei,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16327581,hCoV-19/Shanghai/SJTU-236470/2022,2022-12-14,China,Shanghai,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.12,22B (BA.5),BF.7
EPI_ISL_16327612,hCoV-19/Shanghai/SJTU-236760/2022,2022-12-15,China,Shanghai,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7,22B (BA.5),BF.7
EPI_ISL_16327677,hCoV-19/Shanghai/SJTU-237383/2022,2022-12-15,China,Shanghai,BF.7.22,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.22,22B (BA.5),BF.7
EPI_ISL_16825365,hCoV-19/Anhui/SZCDC-12026/2022,2022-12-16,China,Anhui,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16825364,hCoV-19/Anhui/SZCDC-12024/2022,2022-12-16,China,Anhui,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16327585,hCoV-19/Shanghai/SJTU-236582/2022,2022-12-16,China,Shanghai,BF.7.23,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.23,22B (BA.5),BF.7
EPI_ISL_16327642,hCoV-19/Shanghai/SJTU-237078/2022,2022-12-16,China,Shanghai,BF.7.15,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.15,22B (BA.5),BF.7
EPI_ISL_17563626,hCoV-19/Sichuan/ZYCDC-KY0306/2022,2022-12-17,China,Sichuan,BF.7.14.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.7,22B (BA.5),BF.7
EPI_ISL_17088678,hCoV-19/Guangxi/GCDC-GG-038/2022,2022-12-17,China,Guangxi,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_16520423,hCoV-19/Beijing/CPL-12-336/2022,2022-12-18,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16468091,hCoV-19/Beijing/CPL-12-158/2022,2022-12-18,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16910787,hCoV-19/Heilongjiang/HLJCDC-1525/2022,2022-12-18,China,Heilongjiang,BF.7.13.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.13.2,22B (BA.5),BF.7
EPI_ISL_16910790,hCoV-19/Heilongjiang/HLJCDC-1534/2022,2022-12-19,China,Heilongjiang,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16520368,hCoV-19/Beijing/CPL-12-179/2022,2022-12-19,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17086582,hCoV-19/Guangxi/NN-123009/2022,2022-12-20,China,Guangxi,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_16608432,hCoV-19/Henan/HNCDCBT-009/2022,2022-12-21,China,Henan,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16711861,hCoV-19/Guangdong/GCDC-00149/2022,2022-12-21,China,Guangdong,BF.7.14.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.5,22B (BA.5),BF.7
EPI_ISL_16608424,hCoV-19/Henan/HNCDCBT-001/2022,2022-12-21,China,Henan,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17493019,hCoV-19/Shannxi/SXCDC-sr-0007/2022,2022-12-21,China,Shaanxi,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16636178,hCoV-19/Guizhou/IVDC-1270/2022,2022-12-21,China,Guizhou,BF.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1,22B (BA.5),BF.7
EPI_ISL_16711812,hCoV-19/Guangdong/GCDC-00087/2022,2022-12-21,China,Guangdong,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_16520429,hCoV-19/Beijing/CPL-12-350/2022,2022-12-22,China,Beijing,BF.7.14.6,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.6,22B (BA.5),BF.7
EPI_ISL_16520436,hCoV-19/Beijing/CPL-12-369/2022,2022-12-22,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16853799,hCoV-19/Shanxi/SXCDC-0055/2022,2022-12-22,China,Shanxi,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16348509,hCoV-19/Beijing/CPL-12-56/2022,2022-12-22,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16348513,hCoV-19/Beijing/CPL-12-60/2022,2022-12-22,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16598338,hCoV-19/Heilongjiang/HLJCDC-1550/2022,2022-12-22,China,Heilongjiang,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16598340,hCoV-19/Heilongjiang/HLJCDC-1552/2022,2022-12-22,China,Heilongjiang,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16598339,hCoV-19/Heilongjiang/HLJCDC-1551/2022,2022-12-22,China,Heilongjiang,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16468018,hCoV-19/Beijing/CPL-12-74/2022,2022-12-23,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17371263,hCoV-19/Shanghai/FU-FDEK62/2022,2022-12-23,China,Shanghai,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16636036,hCoV-19/Xinjiang/IVDC-1062/2022,2022-12-23,China,Xinjiang,BF.7.14.7,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.7,22B (BA.5),BF.7
EPI_ISL_16438300,hCoV-19/Anhui/AHCDC-2/2022,2022-12-23,China,Anhui,BF.7.14.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.5,22B (BA.5),BF.7
EPI_ISL_16595773,hCoV-19/Anhui/HNCDC-10/2022,2022-12-23,China,Anhui,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_16616831,hCoV-19/Hubei/HCDC-ES303/2022,2022-12-25,China,Hubei,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_16616833,hCoV-19/Hubei/HCDC-ES305/2022,2022-12-25,China,Hubei,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17493018,hCoV-19/Shannxi/SXCDC-sr-0008/2022,2022-12-26,China,Shaanxi,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635283,hCoV-19/Inner Mongolia/IVDC-1257/2022,2022-12-26,China,Neimenggu,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16520376,hCoV-19/Beijing/CPL-12-188/2022,2022-12-26,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16520447,hCoV-19/Beijing/CPL-12-384/2022,2022-12-26,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635155,hCoV-19/Liaoning/IVDC-1345/2022,2022-12-26,China,Liaoning,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635143,hCoV-19/Liaoning/IVDC-1333/2022,2022-12-26,China,Liaoning,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16758083,hCoV-19/Shandong/SDCDC-0711/2022,2022-12-27,China,Shandong,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16604793,hCoV-19/Shandong/SDCDC-0421/2022,2022-12-27,China,Shandong,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17086597,hCoV-19/Guangxi/WZ-010510/2022,2022-12-27,China,Guangxi,BF.7.14.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.5,22B (BA.5),BF.7
EPI_ISL_16968102,hCoV-19/Anhui/HNCDC-26/2022,2022-12-27,China,Anhui,BF.7.14.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.5,22B (BA.5),BF.7
EPI_ISL_17493017,hCoV-19/Shannxi/SXCDC-sr-0009/2022,2022-12-28,China,Shaanxi,BF.7.14.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.2,22B (BA.5),BF.7
EPI_ISL_16635181,hCoV-19/Liaoning/IVDC-2175/2022,2022-12-28,China,Liaoning,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635177,hCoV-19/Liaoning/IVDC-2171/2022,2022-12-28,China,Liaoning,BF.7.14.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.5,22B (BA.5),BF.7
EPI_ISL_16520415,hCoV-19/Beijing/CPL-12-315/2022,2022-12-28,China,Beijing,BF.7.14.6,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.6,22B (BA.5),BF.7
EPI_ISL_16520418,hCoV-19/Beijing/CPL-12-322/2022,2022-12-28,China,Beijing,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635173,hCoV-19/Liaoning/IVDC-2166/2022,2022-12-28,China,Liaoning,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16610717,hCoV-19/Fujian/FCDC-P-010/2022,2022-12-28,China,Fujian,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_17371248,hCoV-19/Shanghai/FU-FDEK47/2022,2022-12-28,China,Shanghai,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16702135,hCoV-19/Gansu/GSCDC-121/2022,2022-12-28,China,Gansu,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16604738,hCoV-19/Shandong/SDCDC-0357/2022,2022-12-28,China,Shandong,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_17086594,hCoV-19/Guangxi/NN-010906/2022,2022-12-28,China,Guangxi,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_17086593,hCoV-19/Guangxi/NN-010905/2022,2022-12-28,China,Guangxi,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.1,22B (BA.5),BF.7
EPI_ISL_17489459,hCoV-19/Fujian/FCDC-FJPTN016/2022,2022-12-29,China,Fujian,BF.7.14.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.2,22B (BA.5),BF.7
EPI_ISL_17183552,hCoV-19/Liaoning/LNCDC-028-1/2022,2022-12-29,China,Liaoning,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635624,hCoV-19/Zhejiang/IVDC-924/2022,2022-12-29,China,Zhejiang,BF.7.14.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635619,hCoV-19/Zhejiang/IVDC-915/2022,2022-12-29,China,Zhejiang,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16635199,hCoV-19/Liaoning/IVDC-2200/2022,2022-12-29,China,Liaoning,BF.7.14,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14,22B (BA.5),BF.7
EPI_ISL_16390380,hCoV-19/Hunan/HuNCDC-1927/2022,2022-12-30,China,Hunan,BF.7.14.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.5,22B (BA.5),BF.7
EPI_ISL_16635716,hCoV-19/Zhejiang/IVDC-1019/2022,2022-12-30,China,Zhejiang,BF.7.14.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.5,22B (BA.5),BF.7
EPI_ISL_16635719,hCoV-19/Zhejiang/IVDC-1022/2022,2022-12-30,China,Zhejiang,BF.7.14.5,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.1.7.14.5,22B (BA.5),BF.7
