Accession ID,Virus name,Collection date,country,Province,Pango lineage,Variant,clade,partiallyAliased,clade_display,Omicron sublineages
EPI_ISL_18330793,hCoV-19/Guangxi/LZCDC-0304-1/2023,2023-03-02,China,Guangxi,XBB.1.11.1,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.11.1,22F (XBB),XBB
EPI_ISL_17488839,hCoV-19/Tianjin/TJCDC-0303-32/2023,2023-03-02,China,Tianjin,XBB.1.9.1,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1,23D (XBB.1.9),XBB
EPI_ISL_17488838,hCoV-19/Tianjin/TJCDC-0303-33/2023,2023-03-04,China,Tianjin,XBB.1.5.38,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.38,23A (XBB.1.5),XBB
EPI_ISL_17494753,hCoV-19/Tianjin/TJCDC-031351/2023,2023-03-05,China,Tianjin,FL.10,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.10,23D (XBB.1.9),XBB
EPI_ISL_18330902,hCoV-19/Guangxi/NNCDC-275/2023,2023-03-07,China,Guangxi,XBB.1.5.23,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.23,23A (XBB.1.5),XBB
EPI_ISL_17620372,hCoV-19/Beijing/BJCDC-0724/2023,2023-03-10,China,Beijing,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17785570,hCoV-19/Inner Mongolia/NMCDC-HLB-006/2023,2023-03-11,China,Neimenggu,XBB.1.5.24,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.24,23A (XBB.1.5),XBB
EPI_ISL_17490455,hCoV-19/Hebei/HCDC-092/2023,2023-03-11,China,Hebei,FL.2,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2,23D (XBB.1.9),XBB
EPI_ISL_17495171,hCoV-19/Tianjin/TJCDC-033122/2023,2023-03-17,China,Tianjin,XBB.1.5.24,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.24,23A (XBB.1.5),XBB
EPI_ISL_17493015,hCoV-19/Shannxi/SXCDC-sr-0001/2023,2023-03-17,China,Shaanxi,FL.2.4,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2.4,23D (XBB.1.9),XBB
EPI_ISL_17487856,hCoV-19/Zhejiang/ZJCDC-646/2023,2023-03-17,China,Zhejiang,XBB.2.3.6,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.6,23E (XBB.2.3),XBB
EPI_ISL_17488784,hCoV-19/Tianjin/TJCDC-257-026/2023,2023-03-19,China,Tianjin,GA.1,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.17.1.1,22F (XBB),XBB
EPI_ISL_17494634,hCoV-19/Tianjin/TJCDC-033130/2023,2023-03-20,China,Tianjin,XBB.1.9.2,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2,23D (XBB.1.9),XBB
EPI_ISL_18330847,hCoV-19/Guangxi/NNCDC-291/2023,2023-03-21,China,Guangxi,XBB.1.16,VOI GRA (XBB.1.16+XBB.1.16.*) first detected in India,23B,XBB.1.16,23B (XBB.1.16),XBB
EPI_ISL_17307404,hCoV-19/Jiangsu/YCCDC-160/2023,2023-03-22,China,Jiangsu,FL.2.1,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2.1,23D (XBB.1.9),XBB
EPI_ISL_17493719,hCoV-19/Zhejiang/ZJCDC-005/2023,2023-03-24,China,Zhejiang,EG.4,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2.4,23D (XBB.1.9),XBB
EPI_ISL_17493718,hCoV-19/Zhejiang/ZJCDC-006/2023,2023-03-24,China,Zhejiang,XBB.1.17.1,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.17.1,22F (XBB),XBB
EPI_ISL_17494035,hCoV-19/Jiangsu/JCDC-074/2023,2023-03-24,China,Jiangsu,XBB.1,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1,22F (XBB),XBB
EPI_ISL_17493705,hCoV-19/Zhejiang/ZJCDC-056/2023,2023-03-24,China,Zhejiang,XBB.1.9.1,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1,23D (XBB.1.9),XBB
EPI_ISL_17489322,hCoV-19/Sichuan/SCDC-0479/2023,2023-03-25,China,Sichuan,XBB.1.9.2,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2,23D (XBB.1.9),XBB
EPI_ISL_17490494,hCoV-19/Hebei/HCDC-0164/2023,2023-03-25,China,Hebei,FL.2.4,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2.4,23D (XBB.1.9),XBB
EPI_ISL_17511935,hCoV-19/Shanghai/SCDC-XG04-2062/2023,2023-03-26,China,Shanghai,XBB.1.5.24,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.24,23A (XBB.1.5),XBB
EPI_ISL_17494039,hCoV-19/Zhejiang/ZJCDC-067/2023,2023-03-27,China,Zhejiang,XBB.1.9.2,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2,23D (XBB.1.9),XBB
EPI_ISL_17494040,hCoV-19/Zhejiang/ZJCDC-066/2023,2023-03-27,China,Zhejiang,XBB.1.9.2,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2,23D (XBB.1.9),XBB
EPI_ISL_17493707,hCoV-19/Zhejiang/ZJCDC-054/2023,2023-03-27,China,Zhejiang,XBB.1.9.1,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1,23D (XBB.1.9),XBB
EPI_ISL_17684293,hCoV-19/Jiangsu/NJCDC-232/2023,2023-03-28,China,Jiangsu,GF.1,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.24.1,23A (XBB.1.5),XBB
EPI_ISL_17492819,hCoV-19/Zhejiang/ZJCD-C683/2023,2023-03-29,China,Zhejiang,XBB.1.9,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1,23D (XBB.1.9),XBB
EPI_ISL_17684319,hCoV-19/Jiangsu/ZJCDC-026/2023,2023-03-30,China,Jiangsu,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17789977,hCoV-19/Inner Mongolia/NMCDC-JW-003/2023,2023-03-30,China,Neimenggu,EG.4,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2.4,23D (XBB.1.9),XBB
EPI_ISL_17495390,hCoV-19/Zhejiang/ZJCDC-715/2023,2023-03-31,China,Zhejiang,XBB.1.9.1,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1,23D (XBB.1.9),XBB
EPI_ISL_17495387,hCoV-19/Zhejiang/ZJCDC-718/2023,2023-03-31,China,Zhejiang,XBB.1.16.1,VOI GRA (XBB.1.16+XBB.1.16.*) first detected in India,23B,XBB.1.16.1,23B (XBB.1.16),XBB
EPI_ISL_17765827,hCoV-19/Anhui/HFCDC-351/2023,2023-04-01,China,Anhui,GM.2,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.6.2,23E (XBB.2.3),XBB
EPI_ISL_17485548,hCoV-19/Fujian/FCDC-04S001/2023,2023-04-02,China,Fujian,EG.1.6,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2.1.6,23D (XBB.1.9),XBB
EPI_ISL_17492821,hCoV-19/Zhejiang/ZJCD-C681/2023,2023-04-02,China,Zhejiang,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17501488,hCoV-19/Zhejiang/ZJCDC-775/2023,2023-04-05,China,Zhejiang,XBB.1.9.2,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2,23D (XBB.1.9),XBB
EPI_ISL_17511957,hCoV-19/Shanghai/SCDC-PD04070004/2023,2023-04-05,China,Shanghai,XBB.1.16.1,VOI GRA (XBB.1.16+XBB.1.16.*) first detected in India,23B,XBB.1.16.1,23B (XBB.1.16),XBB
EPI_ISL_17511969,hCoV-19/Shanghai/SCDC-PD04110004/2023,2023-04-06,China,Shanghai,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17516932,hCoV-19/Zhejiang/ZJCDCP-846/2023,2023-04-06,China,Zhejiang,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17784965,hCoV-19/Beijing/BJCDC-0936/2023,2023-04-07,China,Beijing,GW.1,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.19.1.1,22F (XBB),XBB
EPI_ISL_17879913,hCoV-19/Anhui/WHCDC-134/2023,2023-04-07,China,Anhui,FL.5,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1,23D (XBB.1.9),XBB
EPI_ISL_17501547,hCoV-19/Zhejiang/ZJCDC-824/2023,2023-04-08,China,Zhejiang,XBB.1.5.63,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.63,23A (XBB.1.5),XBB
EPI_ISL_17501538,hCoV-19/Zhejiang/ZJCDC-814/2023,2023-04-08,China,Zhejiang,XBB.1.9.1,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1,23D (XBB.1.9),XBB
EPI_ISL_17830321,hCoV-19/Gansu/GSCDC-0232/2023,2023-04-09,China,Gansu,FL.2,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2,23D (XBB.1.9),XBB
EPI_ISL_17511905,hCoV-19/Shanghai/SCDC-HG0410-196/2023,2023-04-09,China,Shanghai,HJ.1,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.1.1,23A (XBB.1.5),XBB
EPI_ISL_17501475,hCoV-19/Zhejiang/ZJCDC-826/2023,2023-04-11,China,Zhejiang,XBB.1.16.4,VOI GRA (XBB.1.16+XBB.1.16.*) first detected in India,23B,XBB.1.16.4,23B (XBB.1.16),XBB
EPI_ISL_17501544,hCoV-19/Zhejiang/ZJCDC-837/2023,2023-04-11,China,Zhejiang,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17501568,hCoV-19/Zhejiang/ZJCDC-835/2023,2023-04-11,China,Zhejiang,EG.4,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2.4,23D (XBB.1.9),XBB
EPI_ISL_17547526,hCoV-19/Sichuan/SNCDC-CX003/2023,2023-04-11,China,Sichuan,XBB.1.16,VOI GRA (XBB.1.16+XBB.1.16.*) first detected in India,23B,XBB.1.16,23B (XBB.1.16),XBB
EPI_ISL_17785050,hCoV-19/Beijing/BJCDC-1080/2023,2023-04-12,China,Beijing,XBB.1.19.2,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.19.2,22F (XBB),XBB
EPI_ISL_17785027,hCoV-19/Beijing/BJCDC-1044/2023,2023-04-13,China,Beijing,GW.1,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.19.1.1,22F (XBB),XBB
EPI_ISL_17785024,hCoV-19/Beijing/BJCDC-1041/2023,2023-04-13,China,Beijing,GW.1,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.19.1.1,22F (XBB),XBB
EPI_ISL_17584674,hCoV-19/Guangdong/GDCDC_QY_0055/2023,2023-04-14,China,Guangdong,XBB.1.5.2,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.2,23A (XBB.1.5),XBB
EPI_ISL_17775504,hCoV-19/Xinjiang/XJCDCYL-054/2023,2023-04-14,China,Xinjiang,XBB.1.44,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.44,22F (XBB),XBB
EPI_ISL_17511795,hCoV-19/Anhui/XCCDC-075/2023,2023-04-14,China,Anhui,XBB.1.9.1,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1,23D (XBB.1.9),XBB
EPI_ISL_17547530,hCoV-19/Fujian/FCDC-FZLG01155/2023,2023-04-14,China,Fujian,XBB.2.3.6,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.6,23E (XBB.2.3),XBB
EPI_ISL_17637469,hCoV-19/Jiangsu/XZCDC-224/2023,2023-04-15,China,Jiangsu,EU.1.1,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.26.1.1,23A (XBB.1.5),XBB
EPI_ISL_17584967,hCoV-19/Qinghai/QCDC-QHSYY-140/2023,2023-04-15,China,Qinghai,FL.2,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2,23D (XBB.1.9),XBB
EPI_ISL_17775395,hCoV-19/Xinjiang/XJCDCHT-009/2023,2023-04-16,China,Xinjiang,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17637488,hCoV-19/Jiangsu/YCCDC-180/2023,2023-04-17,China,Jiangsu,FL.2,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2,23D (XBB.1.9),XBB
EPI_ISL_17830307,hCoV-19/Gansu/GSCDC-0205/2023,2023-04-17,China,Gansu,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17637486,hCoV-19/Jiangsu/YCCDC-178/2023,2023-04-18,China,Jiangsu,XBB.2.3.6,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.6,23E (XBB.2.3),XBB
EPI_ISL_17637464,hCoV-19/Jiangsu/WXCDC-154/2023,2023-04-19,China,Jiangsu,EG.4.2,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2.4.2,23D (XBB.1.9),XBB
EPI_ISL_17619321,hCoV-19/Shanghai/SCDC-XG04-2701/2023,2023-04-19,China,Shanghai,XBB.1.5.12,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17620314,hCoV-19/Yunnan/YNCDC-0389/2023,2023-04-20,China,Yunnan,GA.1,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.17.1.1,22F (XBB),XBB
EPI_ISL_17637386,hCoV-19/Jiangsu/NJCDC-269/2023,2023-04-20,China,Jiangsu,FL.2,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2,23D (XBB.1.9),XBB
EPI_ISL_17794347,hCoV-19/Jiangxi/JXGZ-199/2023,2023-04-21,China,Jiangxi,XBB.1.5.46,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.46,23A (XBB.1.5),XBB
EPI_ISL_17618349,hCoV-19/Shanghai/SCDC-HG0423-299/2023,2023-04-21,China,Shanghai,FL.4,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.4,23D (XBB.1.9),XBB
EPI_ISL_17698090,hCoV-19/Guangdong/GDCDC_GZ_0247/2023,2023-04-21,China,Guangdong,FL.2.3,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2.3,23D (XBB.1.9),XBB
EPI_ISL_17698004,hCoV-19/Guangdong/GDCDC_GZ_0180/2023,2023-04-22,China,Guangdong,FL.4.2,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.4.2,23D (XBB.1.9),XBB
EPI_ISL_17785360,hCoV-19/Anhui/TLCDC-17/2023,2023-04-22,China,Anhui,FP.4,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.11.1.4,22F (XBB),XBB
EPI_ISL_17684461,hCoV-19/Henan/PYCDC-XG023/2023,2023-04-22,China,Henan,XBB.1.24.3,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.24.3,22F (XBB),XBB
EPI_ISL_17584957,hCoV-19/Anhui/LACDC-044/2023,2023-04-22,China,Anhui,FL.1.3,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.1.3,23D (XBB.1.9),XBB
EPI_ISL_17637414,hCoV-19/Jiangsu/NJCDC-299/2023,2023-04-23,China,Jiangsu,XBB.1.16.1,VOI GRA (XBB.1.16+XBB.1.16.*) first detected in India,23B,XBB.1.16.1,23B (XBB.1.16),XBB
EPI_ISL_17545759,hCoV-19/Henan/KFCDC-0132/2023,2023-04-23,China,Henan,FY.3.2,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.22.1.3.2,22F (XBB),XBB
EPI_ISL_17801890,hCoV-19/Anhui/HNCDC-63/2023,2023-04-23,China,Anhui,XBB.2.3.6,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.6,23E (XBB.2.3),XBB
EPI_ISL_17801892,hCoV-19/Anhui/HNCDC-65/2023,2023-04-23,China,Anhui,XBB.2.3.6,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.6,23E (XBB.2.3),XBB
EPI_ISL_17801901,hCoV-19/Anhui/HNCDC-74/2023,2023-04-23,China,Anhui,FY.3,"VUM GRA (XBB+XBB.* excluding XBB.1.5, XBB.1.16, XBB.1.9.1, XBB.1.9.2, XBB.2.3) first detected in India",22F,XBB.1.22.1.3,22F (XBB),XBB
EPI_ISL_17808140,hCoV-19/Anhui/HNCDC-89/2023,2023-04-23,China,Anhui,XBB.2.3.6,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.6,23E (XBB.2.3),XBB
EPI_ISL_17697700,hCoV-19/Guangdong/GDCDC_SZ_0340/2023,2023-04-24,China,Guangdong,FL.2.3,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2.3,23D (XBB.1.9),XBB
EPI_ISL_17836400,hCoV-19/Xinjiang/XJCDCALT-25/2023,2023-04-24,China,Xinjiang,FL.2,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2,23D (XBB.1.9),XBB
EPI_ISL_17684228,hCoV-19/Shanxi/JCCDC-JCCX0127/2023,2023-04-24,China,Shanxi,HH.1,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.2.1,23E (XBB.2.3),XBB
EPI_ISL_17801894,hCoV-19/Anhui/HNCDC-67/2023,2023-04-24,China,Anhui,GJ.1.2,VUM GRA (XBB.2.3+XBB.2.3.*) first detected in India/USA,23E,XBB.2.3.3.1.2,23E (XBB.2.3),XBB
EPI_ISL_17775107,hCoV-19/Liaoning/LNCDC-121-2/2023,2023-04-24,China,Liaoning,XBB.1.5,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5,23A (XBB.1.5),XBB
EPI_ISL_17794477,hCoV-19/Jiangxi/JXJDZ-014/2023,2023-04-25,China,Jiangxi,FL.2.3,VUM GRA (XBB.1.9.1+XBB.1.9.1.*) first detected in Indonesia/Israel/Singapore,23D,XBB.1.9.1.2.3,23D (XBB.1.9),XBB
EPI_ISL_17784864,hCoV-19/Anhui/AQCDC-050/2023,2023-04-25,China,Anhui,EG.4.2,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2.4.2,23D (XBB.1.9),XBB
EPI_ISL_17689273,hCoV-19/Anhui/HSCDC-57/2023,2023-04-25,China,Anhui,XBB.1.9.2,VUM GRA (XBB.1.9.2+XBB1.9.2.*) first detected in Indonesia/Egypt,23D,XBB.1.9.2,23D (XBB.1.9),XBB
EPI_ISL_17795072,hCoV-19/Jiangsu/NJCDC-324/2023,2023-04-25,China,Jiangsu,GF.1,VOI GRA (XBB.1.5+XBB.1.5.*) first detected in Austria/India/Bangladesh,23A,XBB.1.5.24.1,23A (XBB.1.5),XBB
