Accession ID,Virus name,Collection date,country,Province,Pango lineage,Variant,clade,partiallyAliased,clade_display,Omicron sublineages
EPI_ISL_16634292,hCoV-19/Beijing/BJCDC-2255/2022,2022-10-09,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16634300,hCoV-19/Beijing/BJCDC-2261/2022,2022-10-11,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16634306,hCoV-19/Beijing/BJCDC-2265/2022,2022-10-12,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16922978,hCoV-19/Tianjin/TJCDC-1543/2022,2022-10-16,China,Tianjin,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16922979,hCoV-19/Tianjin/TJCDC-1544/2022,2022-10-16,China,Tianjin,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16641850,hCoV-19/Beijing/BJCDC-2301/2022,2022-10-16,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641863,hCoV-19/Beijing/BJCDC-2303/2022,2022-10-17,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641865,hCoV-19/Beijing/BJCDC-2350/2022,2022-10-17,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641867,hCoV-19/Beijing/BJCDC-2351/2022,2022-10-17,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641898,hCoV-19/Beijing/BJCDC-2382/2022,2022-10-20,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641897,hCoV-19/Beijing/BJCDC-2383/2022,2022-10-20,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641896,hCoV-19/Beijing/BJCDC-2381/2022,2022-10-20,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641894,hCoV-19/Beijing/BJCDC-2352/2022,2022-10-20,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641903,hCoV-19/Beijing/BJCDC-2385/2022,2022-10-21,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641901,hCoV-19/Beijing/BJCDC-2384/2022,2022-10-21,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641904,hCoV-19/Beijing/BJCDC-2386/2022,2022-10-21,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641915,hCoV-19/Beijing/BJCDC-2387/2022,2022-10-22,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641916,hCoV-19/Beijing/BJCDC-2397/2022,2022-10-22,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641912,hCoV-19/Beijing/BJCDC-2373/2022,2022-10-22,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641911,hCoV-19/Beijing/BJCDC-2372/2022,2022-10-22,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641917,hCoV-19/Beijing/BJCDC-2412/2022,2022-10-22,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641921,hCoV-19/Beijing/BJCDC-2371/2022,2022-10-23,China,Beijing,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16641926,hCoV-19/Beijing/BJCDC-2416/2022,2022-10-23,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641924,hCoV-19/Beijing/BJCDC-2396/2022,2022-10-23,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641923,hCoV-19/Beijing/BJCDC-2395/2022,2022-10-23,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641928,hCoV-19/Beijing/BJCDC-2388/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641935,hCoV-19/Beijing/BJCDC-2400/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641934,hCoV-19/Beijing/BJCDC-2401/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641937,hCoV-19/Beijing/BJCDC-2417/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641933,hCoV-19/Beijing/BJCDC-2394/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641936,hCoV-19/Beijing/BJCDC-2402/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641931,hCoV-19/Beijing/BJCDC-2392/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641930,hCoV-19/Beijing/BJCDC-2390/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641929,hCoV-19/Beijing/BJCDC-2389/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641932,hCoV-19/Beijing/BJCDC-2393/2022,2022-10-24,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641942,hCoV-19/Beijing/BJCDC-2398/2022,2022-10-25,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16641943,hCoV-19/Beijing/BJCDC-2399/2022,2022-10-25,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641956,hCoV-19/Beijing/BJCDC-2410/2022,2022-10-26,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641955,hCoV-19/Beijing/BJCDC-2407/2022,2022-10-26,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641954,hCoV-19/Beijing/BJCDC-2406/2022,2022-10-26,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641953,hCoV-19/Beijing/BJCDC-2404/2022,2022-10-26,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641957,hCoV-19/Beijing/BJCDC-2405/2022,2022-10-26,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641963,hCoV-19/Beijing/BJCDC-2442/2022,2022-10-27,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641962,hCoV-19/Beijing/BJCDC-2440/2022,2022-10-27,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641964,hCoV-19/Beijing/BJCDC-2443/2022,2022-10-27,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641969,hCoV-19/Beijing/BJCDC-2460/2022,2022-10-27,China,Beijing,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16641973,hCoV-19/Beijing/BJCDC-2462/2022,2022-10-28,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641977,hCoV-19/Beijing/BJCDC-2471/2022,2022-10-28,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641972,hCoV-19/Beijing/BJCDC-2461/2022,2022-10-28,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641978,hCoV-19/Beijing/BJCDC-2470/2022,2022-10-28,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641975,hCoV-19/Beijing/BJCDC-2467/2022,2022-10-28,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16641987,hCoV-19/Beijing/BJCDC-2465/2022,2022-10-29,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16923029,hCoV-19/Tianjin/TJCDC-1601/2022,2022-10-30,China,Tianjin,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16642005,hCoV-19/Beijing/BJCDC-2499/2022,2022-10-30,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16642013,hCoV-19/Beijing/BJCDC-2507/2022,2022-10-31,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16642012,hCoV-19/Beijing/BJCDC-2505/2022,2022-10-31,China,Beijing,DY.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642011,hCoV-19/Beijing/BJCDC-2504/2022,2022-10-31,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16642010,hCoV-19/Beijing/BJCDC-2492/2022,2022-10-31,China,Beijing,DY.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16350855,hCoV-19/Beijing/BJCDC-2595/2022,2022-11-01,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16350862,hCoV-19/Beijing/BJCDC-2548/2022,2022-11-02,China,Beijing,DY.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642060,hCoV-19/Beijing/BJCDC-2597/2022,2022-11-03,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642059,hCoV-19/Beijing/BJCDC-2596/2022,2022-11-03,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_17487086,hCoV-19/Hubei/HCDC-0010/2022,2022-11-05,China,Hubei,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16923041,hCoV-19/Tianjin/TJCDC-1613/2022,2022-11-05,China,Tianjin,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16617190,hCoV-19/Hubei/HCDC-YC10/2022,2022-11-05,China,Hubei,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16923047,hCoV-19/Tianjin/TJCDC-1621/2022,2022-11-07,China,Tianjin,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16923048,hCoV-19/Tianjin/TJCDC-1622/2022,2022-11-07,China,Tianjin,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16923068,hCoV-19/Tianjin/TJCDC-1631/2022,2022-11-08,China,Tianjin,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16923059,hCoV-19/Tianjin/TJCDC-1630/2022,2022-11-08,China,Tianjin,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16923046,hCoV-19/Tianjin/TJCDC-1625/2022,2022-11-08,China,Tianjin,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16642192,hCoV-19/Beijing/BJCDC-2728/2022,2022-11-11,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642191,hCoV-19/Beijing/BJCDC-2729/2022,2022-11-11,China,Beijing,DY.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642212,hCoV-19/Beijing/BJCDC-2755/2022,2022-11-12,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642210,hCoV-19/Beijing/BJCDC-2754/2022,2022-11-12,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642198,hCoV-19/Beijing/BJCDC-2741/2022,2022-11-12,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642237,hCoV-19/Beijing/BJCDC-2772/2022,2022-11-13,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16698244,hCoV-19/Chongqing/CQCDC-5474/2022,2022-11-13,China,Chongqing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16642219,hCoV-19/Beijing/BJCDC-2746/2022,2022-11-13,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16698222,hCoV-19/Chongqing/CQCDC-5382/2022,2022-11-13,China,Chongqing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16642226,hCoV-19/Beijing/BJCDC-2773/2022,2022-11-13,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642245,hCoV-19/Beijing/BJCDC-2867/2022,2022-11-14,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16698223,hCoV-19/Chongqing/CQCDC-5387/2022,2022-11-15,China,Chongqing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16642275,hCoV-19/Beijing/BJCDC-2828/2022,2022-11-15,China,Beijing,DY.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642278,hCoV-19/Beijing/BJCDC-2829/2022,2022-11-15,China,Beijing,DY.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642292,hCoV-19/Beijing/BJCDC-2804/2022,2022-11-16,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16642290,hCoV-19/Beijing/BJCDC-2795/2022,2022-11-16,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16604382,hCoV-19/Shandong/SDCDC-1826/2022,2022-11-17,China,Shandong,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16604374,hCoV-19/Shandong/SDCDC-1818/2022,2022-11-17,China,Shandong,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48,22B (BA.5),DY
EPI_ISL_16604377,hCoV-19/Shandong/SDCDC-1821/2022,2022-11-17,China,Shandong,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16604376,hCoV-19/Shandong/SDCDC-1820/2022,2022-11-17,China,Shandong,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16642318,hCoV-19/Beijing/BJCDC-2844/2022,2022-11-17,China,Beijing,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16604392,hCoV-19/Shandong/SDCDC-1836/2022,2022-11-17,China,Shandong,DY.2,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.2,22B (BA.5),DY
EPI_ISL_16264219,hCoV-19/Guangdong/IVDC-621/2022,2022-11-17,China,Guangdong,DY.3,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.3,22B (BA.5),DY
EPI_ISL_16604359,hCoV-19/Shandong/SDCDC-1803/2022,2022-11-17,China,Shandong,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16604360,hCoV-19/Shandong/SDCDC-1804/2022,2022-11-17,China,Shandong,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_18070537,hCoV-19/Shandong/WCDC-205/2022,2022-11-17,China,Shandong,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
EPI_ISL_16604365,hCoV-19/Shandong/SDCDC-1809/2022,2022-11-17,China,Shandong,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_16604358,hCoV-19/Shandong/SDCDC-1802/2022,2022-11-17,China,Shandong,DY.1,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.1,22B (BA.5),DY
EPI_ISL_17487832,hCoV-19/Hubei/HCDC-WH0015/2022,2022-11-18,China,Hubei,DY.4,Former VOC Omicron GRA (B.1.1.529+BA.*) first detected in Botswana/Hong Kong/South Africa,22B,BA.5.2.48.4,22B (BA.5),DY
