Accession ID,Virus name,Collection date,country,Province,Pango lineage,Variant,clade,partiallyAliased,clade_display,Omicron sublineages
EPI_ISL_17632964,hCoV-19/Sichuan/DYCDC-025/2023,2023-04-23,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17697598,hCoV-19/Guangdong/GDCDC_SZ_0301/2023,2023-04-24,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17697608,hCoV-19/Guangdong/GDCDC_SZ_0304/2023,2023-04-24,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17698095,hCoV-19/Guangdong/GDCDC_SZ_0302/2023,2023-04-24,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17698321,hCoV-19/Guangdong/GDCDC_SZ_0299/2023,2023-04-24,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17698314,hCoV-19/Guangdong/GDCDC_SZ_0298/2023,2023-04-24,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17698093,hCoV-19/Guangdong/GDCDC_SZ_0303/2023,2023-04-24,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17697975,hCoV-19/Guangdong/GDCDC_SZ_0300/2023,2023-04-24,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17664572,hCoV-19/Sichuan/YBCDC-XGCX130/2023,2023-04-24,China,Sichuan,EG.5.2.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23D,XBB.1.9.2.5.2.2,23D (XBB.1.9),EG.5
EPI_ISL_17697704,hCoV-19/Guangdong/GDCDC_SZ_0345/2023,2023-04-25,China,Guangdong,EG.5.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1,23F (EG.5.1),EG.5
EPI_ISL_17645413,hCoV-19/Sichuan/DYCDC-028/2023,2023-04-25,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17795570,hCoV-19/Jiangsu/SQCDC-092/2023,2023-04-26,China,Jiangsu,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17794652,hCoV-19/Jiangxi/JXNC-146/2023,2023-04-26,China,Jiangxi,EG.5.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1,23F (EG.5.1),EG.5
EPI_ISL_17697742,hCoV-19/Guangdong/GDCDC_SZ_0558/2023,2023-04-26,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17619150,hCoV-19/Shanghai/SCDC-XG04-3192/2023,2023-04-26,China,Shanghai,EG.5.2.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23D,XBB.1.9.2.5.2.2,23D (XBB.1.9),EG.5
EPI_ISL_17664627,hCoV-19/Sichuan/ZYSCDC-ZY0926/2023,2023-04-26,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17664608,hCoV-19/Sichuan/ZGCDC-XGZG175/2023,2023-04-26,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17645414,hCoV-19/Sichuan/DYCDC-029/2023,2023-04-26,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17625397,hCoV-19/Hubei/HCDC-1028/2023,2023-04-26,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17619152,hCoV-19/Shanghai/SCDC-XG04-3193/2023,2023-04-26,China,Shanghai,EG.5.2.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23D,XBB.1.9.2.5.2.2,23D (XBB.1.9),EG.5
EPI_ISL_17619084,hCoV-19/Shanghai/SCDC-XG04-3147/2023,2023-04-26,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718369,hCoV-19/Sichuan/DYCDC-049/2023,2023-04-27,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17645457,hCoV-19/Hubei/HCDC-1198/2023,2023-04-28,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17794649,hCoV-19/Jiangxi/JXNC-140/2023,2023-04-28,China,Jiangxi,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684419,hCoV-19/Hubei/HCDC-ES1480/2023,2023-04-28,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718386,hCoV-19/Sichuan/DYCDC-053/2023,2023-04-29,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718367,hCoV-19/Sichuan/DYCDC-051/2023,2023-04-29,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17697642,hCoV-19/Guangdong/GDCDC_SZ_0355/2023,2023-04-29,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17672047,hCoV-19/Hubei/HCDC-XT1244/2023,2023-04-29,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718383,hCoV-19/Sichuan/DYCDC-052/2023,2023-04-30,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17664569,hCoV-19/Sichuan/YBCDC-XGCX155/2023,2023-04-30,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17664558,hCoV-19/Sichuan/YBCDC-XGCX161/2023,2023-04-30,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17645713,hCoV-19/Shanghai/SCDC-HG0504-473/2023,2023-04-30,China,Shanghai,EG.5.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23D,XBB.1.9.2.5.2,23D (XBB.1.9),EG.5
EPI_ISL_17645405,hCoV-19/Sichuan/CDCDC-19-CX1176/2023,2023-05-01,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17678349,hCoV-19/Shanghai/SCDC-XG05-3867/2023,2023-05-01,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17697639,hCoV-19/Guangdong/GDCDC_ZHHG_0024/2023,2023-05-01,China,Guangdong,EG.5.1.4,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.4,23F (EG.5.1),EG.5
EPI_ISL_17698124,hCoV-19/Guangdong/GDCDC_YF_0120/2023,2023-05-01,China,Guangdong,EG.5.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1,23F (EG.5.1),EG.5
EPI_ISL_17765882,hCoV-19/Anhui/HFCDC-409/2023,2023-05-01,China,Anhui,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17765884,hCoV-19/Anhui/HFCDC-411/2023,2023-05-01,China,Anhui,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17765929,hCoV-19/Anhui/HFCDC-456/2023,2023-05-01,China,Anhui,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17697953,hCoV-19/Guangdong/GDCDC_SZ_0430/2023,2023-05-02,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17736000,hCoV-19/Sichuan/MSCDC-MS-12/2023,2023-05-02,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17625273,hCoV-19/Hubei/HCDC-1119/2023,2023-05-02,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17678448,hCoV-19/Shanghai/SCDC-XG05-4135/2023,2023-05-03,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17678445,hCoV-19/Shanghai/SCDC-XG05-4132/2023,2023-05-03,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17775370,hCoV-19/Xinjiang/XJCDCWLMQ-182/2023,2023-05-03,China,Xinjiang,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17678449,hCoV-19/Shanghai/SCDC-XG05-4136/2023,2023-05-03,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684429,hCoV-19/Hubei/HCDC-ES1490/2023,2023-05-03,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_18009749,hCoV-19/Beijing/BJCDC-1480/2023,2023-05-03,China,Beijing,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17697622,hCoV-19/Guangdong/GDCDC_HZ_0024/2023,2023-05-04,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_18009813,hCoV-19/Beijing/BJCDC-1544/2023,2023-05-04,China,Beijing,EG.5.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23D,XBB.1.9.2.5.2,23D (XBB.1.9),EG.5
EPI_ISL_18009883,hCoV-19/Beijing/BJCDC-1624/2023,2023-05-04,China,Beijing,EG.5.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1,23F (EG.5.1),EG.5
EPI_ISL_17730015,hCoV-19/Qinghai/QHCDC-QHSYY-148/2023,2023-05-04,China,Qinghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718364,hCoV-19/Sichuan/DYCDC-036/2023,2023-05-04,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17697833,hCoV-19/Guangdong/GDCDC_MM_0063/2023,2023-05-04,China,Guangdong,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684156,hCoV-19/Sichuan/LZCDC-53YYX/2023,2023-05-04,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684050,hCoV-19/Yunnan/YNCDC-0529/2023,2023-05-04,China,Yunnan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17645519,hCoV-19/Hubei/HCDC-1168/2023,2023-05-04,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17671906,hCoV-19/Hubei/HCDC-EZ1282/2023,2023-05-04,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17678430,hCoV-19/Shanghai/SCDC-XG05-4117/2023,2023-05-04,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684049,hCoV-19/Yunnan/YNCDC-0528/2023,2023-05-04,China,Yunnan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17645471,hCoV-19/Hubei/HCDC-1179/2023,2023-05-04,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684375,hCoV-19/Hubei/HCDC-SY1454/2023,2023-05-04,China,Hubei,EG.5.2.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23D,XBB.1.9.2.5.2.2,23D (XBB.1.9),EG.5
EPI_ISL_17684127,hCoV-19/Sichuan/YACDC-XGCX047/2023,2023-05-05,China,Sichuan,EG.5.2.2,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23D,XBB.1.9.2.5.2.2,23D (XBB.1.9),EG.5
EPI_ISL_17696846,hCoV-19/Shanghai/SCDC-HG0508-563/2023,2023-05-05,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17696845,hCoV-19/Shanghai/SCDC-HG0508-564/2023,2023-05-05,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684396,hCoV-19/Hubei/HCDC-SY1475/2023,2023-05-05,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17645682,hCoV-19/Heilongjiang/HLJCDC-1122/2023,2023-05-05,China,Heilongjiang,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17633000,hCoV-19/Yunnan/YNCDC-0477/2023,2023-05-05,China,Yunnan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684246,hCoV-19/Shanxi/JCCDC-JCCX0145/2023,2023-05-05,China,Shanxi,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17678421,hCoV-19/Shanghai/SCDC-XG05-4108/2023,2023-05-05,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17678418,hCoV-19/Shanghai/SCDC-XG05-4105/2023,2023-05-05,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17678416,hCoV-19/Shanghai/SCDC-XG05-4103/2023,2023-05-05,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_18009828,hCoV-19/Beijing/BJCDC-1559/2023,2023-05-05,China,Beijing,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17794936,hCoV-19/Jiangxi/JXYC-105/2023,2023-05-05,China,Jiangxi,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17714418,hCoV-19/Yunnan/YNCDC-0610/2023,2023-05-05,China,Yunnan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718400,hCoV-19/Sichuan/MYCDC-XGCX142/2023,2023-05-05,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718378,hCoV-19/Sichuan/DYCDC-039/2023,2023-05-06,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17784889,hCoV-19/Anhui/AQCDC-075/2023,2023-05-06,China,Anhui,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17794375,hCoV-19/Jiangxi/JXGZ-227/2023,2023-05-06,China,Jiangxi,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17672063,hCoV-19/Hubei/HCDC-YC1296/2023,2023-05-06,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718404,hCoV-19/Sichuan/NCCDC-30/2023,2023-05-06,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17725377,hCoV-19/Shanghai/SCDC-XG05-4950/2023,2023-05-07,China,Shanghai,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17775523,hCoV-19/Xinjiang/XJCDCKS-071/2023,2023-05-07,China,Xinjiang,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17714442,hCoV-19/Yunnan/YNCDC-0612/2023,2023-05-07,China,Yunnan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17714438,hCoV-19/Yunnan/YNCDC-0611/2023,2023-05-07,China,Yunnan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17652355,hCoV-19/Anhui/LACDC-059/2023,2023-05-07,China,Anhui,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17684032,hCoV-19/Yunnan/YNCDC-0511/2023,2023-05-07,China,Yunnan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17795802,hCoV-19/Henan/ZKCDC-51/2023,2023-05-08,China,Henan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17794485,hCoV-19/Jiangxi/JXJDZ-054/2023,2023-05-08,China,Jiangxi,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17698295,hCoV-19/Guangdong/GDCDC_YF_0131/2023,2023-05-08,China,Guangdong,EG.5.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1,23F (EG.5.1),EG.5
EPI_ISL_17714304,hCoV-19/Hubei/HCDC-ES1616/2023,2023-05-08,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17714305,hCoV-19/Hubei/HCDC-ES1615/2023,2023-05-08,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718397,hCoV-19/Sichuan/MYCDC-XGCX134/2023,2023-05-08,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17718454,hCoV-19/Sichuan/LSSCDC-0515-5/2023,2023-05-08,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17672033,hCoV-19/Hubei/HCDC-XY1396/2023,2023-05-08,China,Hubei,EG.5.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1,23F (EG.5.1),EG.5
EPI_ISL_17684409,hCoV-19/Hubei/HCDC-JM1411/2023,2023-05-08,China,Hubei,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
EPI_ISL_17696780,hCoV-19/Shanghai/SCDC-HG0509-634/2023,2023-05-08,China,Shanghai,EG.5.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1,23F (EG.5.1),EG.5
EPI_ISL_17684131,hCoV-19/Sichuan/YACDC-XGCX051/2023,2023-05-08,China,Sichuan,EG.5.1.1,VOI GRA (EG.5+EG.5.*) first detected in Indonesia/France,23F,XBB.1.9.2.5.1.1,23F (EG.5.1),EG.5
