source,target,weight,s_country,t_prov,s_date,t_date
EPI_ISL_13072532,EPI_ISL_16614654,1,Israel,Beijing,2022-05-22,2022-07-05
EPI_ISL_13552873,EPI_ISL_17197577,0,USA,Chongqing,2022-06-07,2022-07-06
EPI_ISL_15156521,EPI_ISL_16614661,1,Australia,Beijing,2022-08-01,2022-07-06
EPI_ISL_15523493,EPI_ISL_17197579,2,Germany,Chongqing,2022-06-30,2022-07-06
EPI_ISL_13470457,EPI_ISL_16922441,3,United Kingdom,Tianjin,2022-06-17,2022-07-07
EPI_ISL_12706001,EPI_ISL_17261618,1,South Africa,Zhejiang,2022-05-05,2022-07-08
EPI_ISL_13655607,EPI_ISL_17261617,0,USA,Zhejiang,2022-05-01,2022-07-08
EPI_ISL_12887715,EPI_ISL_17261615,0,USA,Zhejiang,2022-05-10,2022-07-08
EPI_ISL_12923386,EPI_ISL_17261600,0,Switzerland,Zhejiang,2022-05-11,2022-07-08
EPI_ISL_13099505,EPI_ISL_17261601,0,Spain,Zhejiang,2022-05-10,2022-07-08
EPI_ISL_15252389,EPI_ISL_17261619,0,Bahrain,Zhejiang,2022-06-02,2022-07-08
EPI_ISL_12863528,EPI_ISL_17261620,2,Portugal,Zhejiang,2022-05-08,2022-07-08
EPI_ISL_14685772,EPI_ISL_17261614,0,Vietnam,Zhejiang,2022-08-02,2022-07-08
EPI_ISL_14238619,EPI_ISL_17261606,1,Ireland,Zhejiang,2022-06-15,2022-07-08
EPI_ISL_13329723,EPI_ISL_17261608,2,France,Zhejiang,2022-06-07,2022-07-08
EPI_ISL_14026086,EPI_ISL_17261611,0,Romania,Zhejiang,2022-02-24,2022-07-08
EPI_ISL_13694394,EPI_ISL_16922448,0,United Kingdom,Tianjin,2022-02-22,2022-07-09
EPI_ISL_15826901,EPI_ISL_16614665,1,Saudi Arabia,Beijing,2022-02-16,2022-07-09
EPI_ISL_13340742,EPI_ISL_16614664,1,Spain,Beijing,2022-05-28,2022-07-09
EPI_ISL_14163269,EPI_ISL_13867424,0,Japan,Yunnan,2022-07-08,2022-07-10
EPI_ISL_13344859,EPI_ISL_16614667,3,Germany,Beijing,2022-06-08,2022-07-10
EPI_ISL_13140444,EPI_ISL_16922443,1,France,Tianjin,2022-05-30,2022-07-10
EPI_ISL_13252805,EPI_ISL_16614666,0,Ireland,Beijing,2022-05-24,2022-07-10
EPI_ISL_13507275,EPI_ISL_16922444,1,USA,Tianjin,2022-05-26,2022-07-11
EPI_ISL_14394868,EPI_ISL_17197590,2,Germany,Chongqing,2022-07-18,2022-07-12
EPI_ISL_14394089,EPI_ISL_16922445,1,Spain,Tianjin,2022-07-18,2022-07-12
EPI_ISL_12918160,EPI_ISL_17197581,1,United Kingdom,Chongqing,2022-05-08,2022-07-12
EPI_ISL_12918160,EPI_ISL_17197580,1,United Kingdom,Chongqing,2022-05-08,2022-07-12
EPI_ISL_14105282,EPI_ISL_16922450,1,USA,Tianjin,2022-07-12,2022-07-13
EPI_ISL_12918160,EPI_ISL_17197582,0,United Kingdom,Chongqing,2022-05-08,2022-07-13
EPI_ISL_12862932,EPI_ISL_16922451,1,France,Tianjin,2022-05-09,2022-07-14
EPI_ISL_14254950,EPI_ISL_16614670,2,South Korea,Beijing,2022-07-12,2022-07-14
EPI_ISL_15118063,EPI_ISL_16922454,1,Brazil,Tianjin,2022-05-25,2022-07-14
EPI_ISL_13831545,EPI_ISL_16922453,4,USA,Tianjin,2022-06-25,2022-07-14
EPI_ISL_14401323,EPI_ISL_16922455,0,Germany,Tianjin,2022-07-26,2022-07-15
EPI_ISL_15147763,EPI_ISL_16922456,0,Germany,Tianjin,2022-08-12,2022-07-15
EPI_ISL_14120618,EPI_ISL_16922458,0,Japan,Tianjin,2022-06-12,2022-07-16
EPI_ISL_13150735,EPI_ISL_17197583,1,Singapore,Chongqing,2022-05-30,2022-07-18
EPI_ISL_14260316,EPI_ISL_16922460,1,France,Tianjin,2022-06-20,2022-07-18
EPI_ISL_14055202,EPI_ISL_16922462,1,USA,Tianjin,2022-07-12,2022-07-18
EPI_ISL_17424895,EPI_ISL_16922463,1,Canary Islands,Tianjin,2022-07-06,2022-07-18
EPI_ISL_14340244,EPI_ISL_16922468,0,Japan,Tianjin,2022-07-09,2022-07-19
EPI_ISL_13432215,EPI_ISL_16922465,2,Netherlands,Tianjin,2022-06-05,2022-07-19
EPI_ISL_13695993,EPI_ISL_16922467,0,India,Tianjin,2022-06-07,2022-07-19
EPI_ISL_14255764,EPI_ISL_16614681,3,USA,Beijing,2022-06-06,2022-07-19
EPI_ISL_13775014,EPI_ISL_16922469,1,Ireland,Tianjin,2022-05-06,2022-07-21
EPI_ISL_15276434,EPI_ISL_16922489,1,New Zealand,Tianjin,2022-08-23,2022-07-21
EPI_ISL_14276826,EPI_ISL_16922471,0,USA,Tianjin,2022-06-28,2022-07-21
EPI_ISL_13300342,EPI_ISL_16922470,2,Italy,Tianjin,2022-06-07,2022-07-21
EPI_ISL_15364263,EPI_ISL_16614688,0,Pakistan,Beijing,2022-06-26,2022-07-22
EPI_ISL_14572880,EPI_ISL_16922484,1,United Kingdom,Tianjin,2022-08-02,2022-07-22
EPI_ISL_14618490,EPI_ISL_16922485,0,United Kingdom,Tianjin,2022-08-13,2022-07-22
EPI_ISL_12653062,EPI_ISL_16922486,2,USA,Tianjin,2022-05-06,2022-07-22
EPI_ISL_13080751,EPI_ISL_16922487,0,USA,Tianjin,2022-05-23,2022-07-22
EPI_ISL_14434512,EPI_ISL_16922479,0,Australia,Tianjin,2022-08-01,2022-07-22
EPI_ISL_13768486,EPI_ISL_16922488,2,United Kingdom,Tianjin,2022-07-02,2022-07-22
EPI_ISL_14327802,EPI_ISL_16922490,1,Libya,Tianjin,2022-05-22,2022-07-23
EPI_ISL_16984478,EPI_ISL_18070480,0,South Korea,Shandong,2022-07-18,2022-07-24
EPI_ISL_14525472,EPI_ISL_16614692,2,France,Beijing,2022-06-27,2022-07-24
EPI_ISL_12474467,EPI_ISL_16614693,0,South Africa,Beijing,2022-04-22,2022-07-25
EPI_ISL_13371740,EPI_ISL_16922491,2,Sweden,Tianjin,2022-06-07,2022-07-26
EPI_ISL_14952500,EPI_ISL_16922494,4,France,Tianjin,2022-05-25,2022-07-28
EPI_ISL_14998191,EPI_ISL_16922492,0,South Korea,Tianjin,2022-08-26,2022-07-28
EPI_ISL_14525472,EPI_ISL_16614703,4,France,Beijing,2022-06-27,2022-07-28
EPI_ISL_17955364,EPI_ISL_16614702,3,USA,Beijing,2022-08-25,2022-07-28
EPI_ISL_14246976,EPI_ISL_16614699,1,Israel,Beijing,2022-07-26,2022-07-28
EPI_ISL_13534917,EPI_ISL_16614705,2,Denmark,Beijing,2022-06-20,2022-07-29
EPI_ISL_14551229,EPI_ISL_16614707,0,Belgium,Beijing,2022-02-07,2022-07-30
EPI_ISL_13537030,EPI_ISL_16922495,0,India,Tianjin,2022-06-16,2022-07-30
EPI_ISL_14295797,EPI_ISL_16614706,0,Germany,Beijing,2022-07-31,2022-07-30
EPI_ISL_14320152,EPI_ISL_17104932,1,Japan,Guangxi,2022-07-23,2022-07-30
EPI_ISL_13421119,EPI_ISL_16614710,1,United Kingdom,Beijing,2022-06-02,2022-07-31
EPI_ISL_12721040,EPI_ISL_16614711,2,Portugal,Beijing,2022-05-03,2022-07-31
EPI_ISL_13060233,EPI_ISL_16614712,1,USA,Beijing,2022-05-06,2022-07-31
EPI_ISL_13882198,EPI_ISL_16614715,2,United Kingdom,Beijing,2022-06-27,2022-08-01
EPI_ISL_15721451,EPI_ISL_16922496,0,USA,Tianjin,2022-05-17,2022-08-01
EPI_ISL_15863890,EPI_ISL_16614714,2,Russia,Beijing,2022-07-11,2022-08-01
EPI_ISL_14017377,EPI_ISL_15940714,1,South Korea,Hainan,2022-06-29,2022-08-01
EPI_ISL_14026138,EPI_ISL_16614716,0,Romania,Beijing,2022-03-23,2022-08-01
EPI_ISL_13609763,EPI_ISL_16614719,2,Germany,Beijing,2022-06-21,2022-08-02
EPI_ISL_13574268,EPI_ISL_17197584,3,Bangladesh,Chongqing,2022-06-14,2022-08-02
EPI_ISL_14050873,EPI_ISL_15940715,1,Vietnam,Hainan,2022-07-08,2022-08-02
EPI_ISL_15738389,EPI_ISL_17197589,3,Germany,Chongqing,2022-10-04,2022-08-02
EPI_ISL_14752619,EPI_ISL_16614722,0,USA,Beijing,2022-08-21,2022-08-02
EPI_ISL_13277118,EPI_ISL_17197585,3,United Kingdom,Chongqing,2022-06-06,2022-08-03
EPI_ISL_13873502,EPI_ISL_16922497,0,France,Tianjin,2022-06-27,2022-08-04
EPI_ISL_15501047,EPI_ISL_16922498,1,Brazil,Tianjin,2022-06-24,2022-08-04
EPI_ISL_14423153,EPI_ISL_16614728,1,Russia,Beijing,2022-07-25,2022-08-05
EPI_ISL_15897568,EPI_ISL_16614734,3,Morocco,Beijing,2022-06-30,2022-08-05
EPI_ISL_16076935,EPI_ISL_16614732,0,Qatar,Beijing,2022-08-06,2022-08-05
EPI_ISL_14290525,EPI_ISL_16614730,0,India,Beijing,2022-07-06,2022-08-05
EPI_ISL_15189409,EPI_ISL_16614729,1,Russia,Beijing,2022-07-26,2022-08-05
EPI_ISL_15826989,EPI_ISL_16614727,0,Saudi Arabia,Beijing,2022-06-18,2022-08-05
EPI_ISL_13565610,EPI_ISL_16614737,0,Japan,Beijing,2022-05-29,2022-08-06
EPI_ISL_13355240,EPI_ISL_16614738,2,Philippines,Beijing,2022-05-26,2022-08-06
EPI_ISL_13379059,EPI_ISL_16614735,1,Germany,Beijing,2022-06-01,2022-08-06
EPI_ISL_14565416,EPI_ISL_16614740,5,USA,Beijing,2022-07-03,2022-08-06
EPI_ISL_14050873,EPI_ISL_15940747,1,Vietnam,Hainan,2022-07-08,2022-08-06
EPI_ISL_14952500,EPI_ISL_17197586,2,France,Chongqing,2022-05-25,2022-08-06
EPI_ISL_14050873,EPI_ISL_15940745,1,Vietnam,Hainan,2022-07-08,2022-08-06
EPI_ISL_13810716,EPI_ISL_16614744,0,USA,Beijing,2022-06-30,2022-08-07
EPI_ISL_16347947,EPI_ISL_16614754,1,Hong Kong,Beijing,2022-08-07,2022-08-07
EPI_ISL_13738730,EPI_ISL_16614755,1,South Korea,Beijing,2022-06-15,2022-08-07
EPI_ISL_14413190,EPI_ISL_16614745,1,Germany,Beijing,2022-07-01,2022-08-07
EPI_ISL_13655607,EPI_ISL_16614751,1,USA,Beijing,2022-05-01,2022-08-07
EPI_ISL_14287012,EPI_ISL_16614743,1,USA,Beijing,2022-06-17,2022-08-07
EPI_ISL_14542644,EPI_ISL_16614750,1,USA,Beijing,2022-07-20,2022-08-07
EPI_ISL_15863969,EPI_ISL_16614753,1,Russia,Beijing,2022-07-12,2022-08-07
EPI_ISL_13764971,EPI_ISL_16614746,2,New Zealand,Beijing,2022-06-18,2022-08-07
EPI_ISL_14923687,EPI_ISL_16614748,0,Russia,Beijing,2022-08-10,2022-08-07
EPI_ISL_15305594,EPI_ISL_16614759,0,France,Beijing,2022-06-07,2022-08-08
EPI_ISL_15862512,EPI_ISL_16614758,0,Russia,Beijing,2022-07-21,2022-08-08
EPI_ISL_13843512,EPI_ISL_16614760,0,Japan,Beijing,2022-06-11,2022-08-08
EPI_ISL_13873502,EPI_ISL_16922500,1,France,Tianjin,2022-06-27,2022-08-09
EPI_ISL_13967129,EPI_ISL_17197587,0,Singapore,Chongqing,2022-07-12,2022-08-09
EPI_ISL_14050873,EPI_ISL_15940973,1,Vietnam,Hainan,2022-07-08,2022-08-10
EPI_ISL_14967308,EPI_ISL_16614765,1,Japan,Beijing,2022-08-09,2022-08-10
EPI_ISL_14050873,EPI_ISL_15940813,1,Vietnam,Hainan,2022-07-08,2022-08-10
EPI_ISL_15252426,EPI_ISL_17261623,2,Bahrain,Zhejiang,2022-05-22,2022-08-11
EPI_ISL_15105139,EPI_ISL_16633998,1,Russia,Beijing,2022-08-17,2022-08-11
EPI_ISL_14424247,EPI_ISL_16633999,4,Germany,Beijing,2022-06-27,2022-08-11
EPI_ISL_14617752,EPI_ISL_16922504,2,France,Tianjin,2022-07-31,2022-08-11
EPI_ISL_13541599,EPI_ISL_16922503,1,France,Tianjin,2022-06-07,2022-08-11
EPI_ISL_14099713,EPI_ISL_17261624,0,Netherlands,Zhejiang,2022-05-15,2022-08-11
EPI_ISL_13988064,EPI_ISL_16614771,3,United Kingdom,Beijing,2022-07-08,2022-08-11
EPI_ISL_14068754,EPI_ISL_16614768,2,Denmark,Beijing,2022-07-19,2022-08-11
EPI_ISL_15151739,EPI_ISL_17261622,0,Japan,Zhejiang,2022-06-27,2022-08-11
EPI_ISL_13392489,EPI_ISL_16634007,0,Canada,Beijing,2022-06-08,2022-08-12
EPI_ISL_14731070,EPI_ISL_16634008,1,Russia,Beijing,2022-08-07,2022-08-12
EPI_ISL_14731070,EPI_ISL_16634009,2,Russia,Beijing,2022-08-07,2022-08-12
EPI_ISL_14978897,EPI_ISL_16634011,1,Germany,Beijing,2022-08-19,2022-08-12
EPI_ISL_15104904,EPI_ISL_16634004,0,United Kingdom,Beijing,2022-09-13,2022-08-12
EPI_ISL_13438716,EPI_ISL_16634002,4,New Zealand,Beijing,2022-06-10,2022-08-12
EPI_ISL_12673147,EPI_ISL_16922505,1,France,Tianjin,2022-05-02,2022-08-12
EPI_ISL_14870003,EPI_ISL_16634005,2,Bangladesh,Beijing,2022-06-07,2022-08-12
EPI_ISL_14401250,EPI_ISL_16634014,0,Qatar,Beijing,2022-06-06,2022-08-13
EPI_ISL_14984813,EPI_ISL_16634013,1,Russia,Beijing,2022-08-08,2022-08-13
EPI_ISL_13751166,EPI_ISL_16634012,2,USA,Beijing,2022-06-29,2022-08-13
EPI_ISL_13738576,EPI_ISL_16634015,2,South Korea,Beijing,2022-06-12,2022-08-13
EPI_ISL_14876021,EPI_ISL_16922507,2,Japan,Tianjin,2022-08-01,2022-08-13
EPI_ISL_13441458,EPI_ISL_16922508,1,South Korea,Tianjin,2022-06-07,2022-08-13
EPI_ISL_15828517,EPI_ISL_16634017,3,Russia,Beijing,2022-10-07,2022-08-13
EPI_ISL_13455321,EPI_ISL_16634018,0,Canada,Beijing,2022-06-01,2022-08-13
EPI_ISL_14401250,EPI_ISL_16634019,0,Qatar,Beijing,2022-06-06,2022-08-13
EPI_ISL_14565416,EPI_ISL_16634020,1,USA,Beijing,2022-07-03,2022-08-13
EPI_ISL_14480450,EPI_ISL_16634021,0,Canada,Beijing,2022-08-02,2022-08-13
EPI_ISL_14731070,EPI_ISL_16634024,1,Russia,Beijing,2022-08-07,2022-08-13
EPI_ISL_15736930,EPI_ISL_16634016,1,Germany,Beijing,2022-10-27,2022-08-13
EPI_ISL_15111892,EPI_ISL_16634038,4,Pakistan,Beijing,2022-08-18,2022-08-14
EPI_ISL_13794961,EPI_ISL_16634025,0,USA,Beijing,2022-06-21,2022-08-14
EPI_ISL_14424247,EPI_ISL_16634026,6,Germany,Beijing,2022-06-27,2022-08-14
EPI_ISL_14523083,EPI_ISL_16634039,2,Germany,Beijing,2022-08-03,2022-08-14
EPI_ISL_13282422,EPI_ISL_16922513,2,Luxembourg,Tianjin,2022-05-30,2022-08-15
EPI_ISL_13751166,EPI_ISL_16634044,1,USA,Beijing,2022-06-29,2022-08-15
EPI_ISL_14372823,EPI_ISL_16634045,1,Germany,Beijing,2022-05-25,2022-08-15
EPI_ISL_14254749,EPI_ISL_18070483,2,South Korea,Shandong,2022-07-09,2022-08-15
EPI_ISL_13435116,EPI_ISL_18070481,0,USA,Shandong,2022-06-03,2022-08-15
EPI_ISL_13326079,EPI_ISL_18070484,2,United Kingdom,Shandong,2022-05-31,2022-08-15
EPI_ISL_13738811,EPI_ISL_16634051,0,South Korea,Beijing,2022-06-16,2022-08-16
EPI_ISL_15360056,EPI_ISL_16922516,0,Japan,Tianjin,2022-08-20,2022-08-16
EPI_ISL_15862743,EPI_ISL_16634057,0,Russia,Beijing,2022-07-24,2022-08-16
EPI_ISL_14541086,EPI_ISL_17104933,0,Japan,Guangxi,2022-07-29,2022-08-17
EPI_ISL_15127118,EPI_ISL_16634070,1,Japan,Beijing,2022-07-13,2022-08-17
EPI_ISL_14178682,EPI_ISL_16634066,0,Spain,Beijing,2022-07-19,2022-08-17
EPI_ISL_14254803,EPI_ISL_16922517,0,South Korea,Tianjin,2022-07-10,2022-08-18
EPI_ISL_15502591,EPI_ISL_16922518,0,Japan,Tianjin,2022-09-12,2022-08-18
EPI_ISL_13567124,EPI_ISL_16922519,1,United Kingdom,Tianjin,2022-06-25,2022-08-18
EPI_ISL_16871577,EPI_ISL_18070490,2,Japan,Shandong,2022-07-24,2022-08-19
EPI_ISL_14255271,EPI_ISL_18070489,1,South Korea,Shandong,2022-07-14,2022-08-19
EPI_ISL_14255280,EPI_ISL_16634081,3,South Korea,Beijing,2022-07-14,2022-08-20
EPI_ISL_14711001,EPI_ISL_16634082,0,France,Beijing,2022-06-26,2022-08-20
EPI_ISL_13532293,EPI_ISL_16634077,0,Germany,Beijing,2022-06-21,2022-08-20
EPI_ISL_14886600,EPI_ISL_16634084,0,Germany,Beijing,2022-08-25,2022-08-24
EPI_ISL_15247484,EPI_ISL_16634093,0,Japan,Beijing,2022-08-24,2022-08-25
EPI_ISL_16553028,EPI_ISL_16634092,0,Austria,Beijing,2022-05-09,2022-08-25
EPI_ISL_15300590,EPI_ISL_16634091,1,France,Beijing,2022-05-30,2022-08-25
EPI_ISL_14720092,EPI_ISL_16634090,3,USA,Beijing,2022-07-13,2022-08-25
EPI_ISL_14719250,EPI_ISL_16634096,1,Japan,Beijing,2022-07-14,2022-08-26
EPI_ISL_15864524,EPI_ISL_16634097,3,Russia,Beijing,2022-07-18,2022-08-26
EPI_ISL_14120470,EPI_ISL_16634098,1,Japan,Beijing,2022-06-11,2022-08-26
EPI_ISL_15834725,EPI_ISL_16922520,0,Japan,Tianjin,2022-09-22,2022-08-27
EPI_ISL_13445323,EPI_ISL_16968305,0,Philippines,Guangdong,2022-06-08,2022-08-27
EPI_ISL_14255240,EPI_ISL_16922615,0,South Korea,Tianjin,2022-07-14,2022-08-27
EPI_ISL_15403743,EPI_ISL_16634101,0,Czech Republic,Beijing,2022-09-19,2022-08-27
EPI_ISL_14255240,EPI_ISL_16922613,2,South Korea,Tianjin,2022-07-14,2022-08-27
EPI_ISL_17581120,EPI_ISL_16922521,1,Hong Kong,Tianjin,2022-05-30,2022-08-27
EPI_ISL_15864524,EPI_ISL_16634104,1,Russia,Beijing,2022-07-18,2022-08-28
EPI_ISL_13514705,EPI_ISL_16634105,0,France,Beijing,2022-06-22,2022-08-28
EPI_ISL_14255240,EPI_ISL_16922623,1,South Korea,Tianjin,2022-07-14,2022-08-28
EPI_ISL_15455531,EPI_ISL_16634107,1,Guinea,Beijing,2022-08-24,2022-08-29
EPI_ISL_15491940,EPI_ISL_16634109,1,South Korea,Beijing,2022-09-30,2022-08-29
EPI_ISL_14537888,EPI_ISL_16634110,1,South Korea,Beijing,2022-07-26,2022-08-29
EPI_ISL_13094136,EPI_ISL_16922522,1,Singapore,Tianjin,2022-05-27,2022-08-29
EPI_ISL_14255240,EPI_ISL_16922627,1,South Korea,Tianjin,2022-07-14,2022-08-29
EPI_ISL_15345856,EPI_ISL_16634112,0,Japan,Beijing,2022-08-22,2022-08-30
EPI_ISL_14538417,EPI_ISL_18070493,0,South Korea,Shandong,2022-07-29,2022-08-30
EPI_ISL_14998594,EPI_ISL_18070495,0,South Korea,Shandong,2022-08-26,2022-08-30
EPI_ISL_14105014,EPI_ISL_16922526,6,USA,Tianjin,2022-07-11,2022-08-30
EPI_ISL_14255240,EPI_ISL_16922675,2,South Korea,Tianjin,2022-07-14,2022-08-30
EPI_ISL_14758207,EPI_ISL_18070491,2,Luxembourg,Shandong,2022-08-16,2022-08-30
EPI_ISL_16514234,EPI_ISL_16922527,1,South Korea,Tianjin,2022-12-31,2022-08-30
EPI_ISL_14255240,EPI_ISL_16922649,1,South Korea,Tianjin,2022-07-14,2022-08-30
EPI_ISL_14255240,EPI_ISL_16922645,1,South Korea,Tianjin,2022-07-14,2022-08-31
EPI_ISL_14968218,EPI_ISL_16922523,0,Japan,Tianjin,2022-07-20,2022-09-01
EPI_ISL_13442996,EPI_ISL_16350835,3,Denmark,Beijing,2022-06-18,2022-09-01
EPI_ISL_14255240,EPI_ISL_16922685,2,South Korea,Tianjin,2022-07-14,2022-09-01
EPI_ISL_14737083,EPI_ISL_16350833,0,USA,Beijing,2022-08-13,2022-09-01
EPI_ISL_14287012,EPI_ISL_16350834,0,USA,Beijing,2022-06-17,2022-09-01
EPI_ISL_15188471,EPI_ISL_16634118,1,Japan,Beijing,2022-08-23,2022-09-02
EPI_ISL_14255240,EPI_ISL_16922691,1,South Korea,Tianjin,2022-07-14,2022-09-02
EPI_ISL_14255240,EPI_ISL_16922689,1,South Korea,Tianjin,2022-07-14,2022-09-02
EPI_ISL_14255240,EPI_ISL_16922706,1,South Korea,Tianjin,2022-07-14,2022-09-02
EPI_ISL_14952500,EPI_ISL_16922524,2,France,Tianjin,2022-05-25,2022-09-02
EPI_ISL_13604741,EPI_ISL_16350838,0,Belgium,Beijing,2022-06-13,2022-09-02
EPI_ISL_15684482,EPI_ISL_16350839,1,Hong Kong,Beijing,2022-07-16,2022-09-02
EPI_ISL_14343360,EPI_ISL_16634117,2,Japan,Beijing,2022-07-17,2022-09-02
EPI_ISL_15080080,EPI_ISL_18070497,1,South Korea,Shandong,2022-09-02,2022-09-02
EPI_ISL_14177786,EPI_ISL_16350837,2,USA,Beijing,2022-07-20,2022-09-02
EPI_ISL_13564031,EPI_ISL_16634121,1,USA,Beijing,2022-06-16,2022-09-03
EPI_ISL_14810297,EPI_ISL_16634120,0,Hong Kong,Beijing,2022-08-21,2022-09-03
EPI_ISL_14576046,EPI_ISL_16634119,1,Turkey,Beijing,2022-07-19,2022-09-03
EPI_ISL_13469457,EPI_ISL_16634122,1,USA,Beijing,2022-06-08,2022-09-03
EPI_ISL_14922034,EPI_ISL_16922529,1,Ireland,Tianjin,2022-08-02,2022-09-04
EPI_ISL_17697137,EPI_ISL_16634127,2,South Korea,Beijing,2022-07-19,2022-09-04
EPI_ISL_13379059,EPI_ISL_16634129,1,Germany,Beijing,2022-06-01,2022-09-05
EPI_ISL_13504750,EPI_ISL_16350840,2,Canada,Beijing,2022-06-08,2022-09-05
EPI_ISL_15170008,EPI_ISL_16854410,0,Israel,Beijing,2022-09-07,2022-09-05
EPI_ISL_14255240,EPI_ISL_16922709,1,South Korea,Tianjin,2022-07-14,2022-09-05
EPI_ISL_15247811,EPI_ISL_16922530,0,Japan,Tianjin,2022-08-27,2022-09-05
EPI_ISL_13963788,EPI_ISL_16634130,0,Hong Kong,Beijing,2022-07-06,2022-09-05
EPI_ISL_15158500,EPI_ISL_16634147,0,France,Beijing,2022-09-15,2022-09-06
EPI_ISL_13564031,EPI_ISL_16634150,3,USA,Beijing,2022-06-16,2022-09-06
EPI_ISL_14813208,EPI_ISL_16922531,0,Portugal,Tianjin,2022-08-21,2022-09-06
EPI_ISL_13564031,EPI_ISL_16634172,2,USA,Beijing,2022-06-16,2022-09-08
EPI_ISL_13930964,EPI_ISL_16634168,1,Canada,Beijing,2022-07-06,2022-09-08
EPI_ISL_13469457,EPI_ISL_16634167,2,USA,Beijing,2022-06-08,2022-09-08
EPI_ISL_13543537,EPI_ISL_16634187,2,USA,Beijing,2022-06-15,2022-09-09
EPI_ISL_15803642,EPI_ISL_16922532,0,USA,Tianjin,2022-10-11,2022-09-09
EPI_ISL_14371838,EPI_ISL_16922725,3,Germany,Tianjin,2022-06-23,2022-09-10
EPI_ISL_14598162,EPI_ISL_16922545,2,Ireland,Tianjin,2022-06-28,2022-09-10
EPI_ISL_14538234,EPI_ISL_16634188,1,South Korea,Beijing,2022-07-27,2022-09-10
