source,target,weight
EPI_ISL_16922979,EPI_ISL_17501647,6
EPI_ISL_16922979,EPI_ISL_17309112,3
EPI_ISL_16922979,EPI_ISL_17501742,4
EPI_ISL_16922979,EPI_ISL_17494276,5
EPI_ISL_16922979,EPI_ISL_17494054,4
EPI_ISL_16922979,EPI_ISL_17501585,4
EPI_ISL_16922979,EPI_ISL_17563602,7
EPI_ISL_16922979,EPI_ISL_17714397,7
EPI_ISL_16922979,EPI_ISL_16854350,2
EPI_ISL_16922979,EPI_ISL_16634345,4
EPI_ISL_16922979,EPI_ISL_16698041,4
EPI_ISL_16922979,EPI_ISL_16636170,5
EPI_ISL_16922979,EPI_ISL_16635196,3
EPI_ISL_16922979,EPI_ISL_16635872,3
EPI_ISL_16922979,EPI_ISL_17501646,3
EPI_ISL_16922979,EPI_ISL_16922978,0
EPI_ISL_16922979,EPI_ISL_17487086,0
EPI_ISL_16922979,EPI_ISL_16617190,0
EPI_ISL_16922979,EPI_ISL_16598620,0
EPI_ISL_16922979,EPI_ISL_16635867,0
EPI_ISL_16922979,EPI_ISL_17273694,0
EPI_ISL_18070571,EPI_ISL_16641921,1
EPI_ISL_18070571,EPI_ISL_16610095,1
EPI_ISL_18070571,EPI_ISL_16702207,1
EPI_ISL_18070571,EPI_ISL_16702204,1
EPI_ISL_18070571,EPI_ISL_16702210,1
EPI_ISL_18070571,EPI_ISL_17488314,4
EPI_ISL_18070571,EPI_ISL_17501653,3
EPI_ISL_18070571,EPI_ISL_17072231,2
EPI_ISL_18070571,EPI_ISL_17789975,7
EPI_ISL_18070571,EPI_ISL_17998775,8
EPI_ISL_18070571,EPI_ISL_16698285,3
EPI_ISL_18070571,EPI_ISL_16825448,3
EPI_ISL_18070571,EPI_ISL_17488065,3
EPI_ISL_18070571,EPI_ISL_16702208,3
EPI_ISL_16636163,EPI_ISL_16635853,1
EPI_ISL_16636163,EPI_ISL_17501726,5
EPI_ISL_16636163,EPI_ISL_17501703,6
EPI_ISL_16635847,EPI_ISL_16636074,1
EPI_ISL_16635847,EPI_ISL_16610780,2
EPI_ISL_16635847,EPI_ISL_16635874,2
EPI_ISL_16635847,EPI_ISL_16635958,3
EPI_ISL_16635847,EPI_ISL_17492769,4
EPI_ISL_16635847,EPI_ISL_16970272,3
EPI_ISL_16635847,EPI_ISL_17494054,4
EPI_ISL_16635847,EPI_ISL_17545749,4
EPI_ISL_16610095,EPI_ISL_16641921,1
EPI_ISL_16610095,EPI_ISL_16597083,1
EPI_ISL_16610095,EPI_ISL_16616943,1
EPI_ISL_16610095,EPI_ISL_16635846,3
EPI_ISL_16610095,EPI_ISL_16458302,1
EPI_ISL_16610095,EPI_ISL_17494991,1
EPI_ISL_16610095,EPI_ISL_17495001,1
EPI_ISL_16610095,EPI_ISL_17031620,3
EPI_ISL_16610095,EPI_ISL_17501653,3
EPI_ISL_16610095,EPI_ISL_17494978,6
EPI_ISL_16610095,EPI_ISL_17494694,6
EPI_ISL_16610095,EPI_ISL_17830313,3
EPI_ISL_16610095,EPI_ISL_18447563,7
EPI_ISL_16610095,EPI_ISL_16634604,2
EPI_ISL_16610095,EPI_ISL_17493673,2
EPI_ISL_16610095,EPI_ISL_16698285,3
EPI_ISL_16610095,EPI_ISL_16825448,3
EPI_ISL_16610095,EPI_ISL_17488065,3
EPI_ISL_16698006,EPI_ISL_16880267,0
EPI_ISL_16698006,EPI_ISL_16869327,0
EPI_ISL_17488095,EPI_ISL_16641630,1
EPI_ISL_17488095,EPI_ISL_16641633,2
EPI_ISL_17488095,EPI_ISL_16646045,4
EPI_ISL_17488095,EPI_ISL_17494277,1
EPI_ISL_17488095,EPI_ISL_17487844,1
EPI_ISL_17488095,EPI_ISL_17100867,6
EPI_ISL_17488095,EPI_ISL_17493313,3
EPI_ISL_17488095,EPI_ISL_17494366,4
EPI_ISL_17488095,EPI_ISL_17493311,2
EPI_ISL_17488095,EPI_ISL_17494128,2
EPI_ISL_17488095,EPI_ISL_17547593,6
EPI_ISL_17488095,EPI_ISL_16698041,4
EPI_ISL_17488095,EPI_ISL_17683971,3
EPI_ISL_17488095,EPI_ISL_17488296,0
EPI_ISL_17495371,EPI_ISL_16636166,1
EPI_ISL_17495371,EPI_ISL_17501735,1
EPI_ISL_17495371,EPI_ISL_17501585,4
EPI_ISL_17495371,EPI_ISL_17492704,9
EPI_ISL_17501736,EPI_ISL_16635853,1
EPI_ISL_17485604,EPI_ISL_16616943,1
EPI_ISL_17485604,EPI_ISL_16921901,3
EPI_ISL_17501729,EPI_ISL_16636111,1
EPI_ISL_17501729,EPI_ISL_16636108,1
EPI_ISL_17501729,EPI_ISL_17501724,1
EPI_ISL_17501729,EPI_ISL_17501725,3
EPI_ISL_17501729,EPI_ISL_17775708,2
EPI_ISL_17501729,EPI_ISL_17501611,0
EPI_ISL_16712223,EPI_ISL_16634340,2
EPI_ISL_16712223,EPI_ISL_16911639,2
EPI_ISL_16712223,EPI_ISL_16970233,2
EPI_ISL_16712223,EPI_ISL_17501651,4
EPI_ISL_16636080,EPI_ISL_16636147,0
EPI_ISL_16636072,EPI_ISL_16635963,4
EPI_ISL_16636072,EPI_ISL_17501742,4
EPI_ISL_16636069,EPI_ISL_16646031,3
EPI_ISL_16636149,EPI_ISL_16923041,5
EPI_ISL_16636149,EPI_ISL_17493227,5
EPI_ISL_16636149,EPI_ISL_17501730,5
EPI_ISL_16635865,EPI_ISL_16636072,4
EPI_ISL_16635865,EPI_ISL_16635963,4
EPI_ISL_16635865,EPI_ISL_17501742,4
EPI_ISL_16635860,EPI_ISL_16635845,0
EPI_ISL_16635850,EPI_ISL_16636072,4
EPI_ISL_16635850,EPI_ISL_16635963,4
EPI_ISL_16635850,EPI_ISL_17501742,4
EPI_ISL_16635963,EPI_ISL_17501742,4
EPI_ISL_16635962,EPI_ISL_16646031,4
EPI_ISL_17495461,EPI_ISL_17075752,5
EPI_ISL_17501649,EPI_ISL_17501652,0
EPI_ISL_17501737,EPI_ISL_16635863,2
EPI_ISL_17501737,EPI_ISL_16635869,4
EPI_ISL_17501737,EPI_ISL_17501734,4
EPI_ISL_17492769,EPI_ISL_17309132,4
EPI_ISL_17492769,EPI_ISL_17494100,4
EPI_ISL_17492769,EPI_ISL_16436281,4
EPI_ISL_17492769,EPI_ISL_17493159,4
EPI_ISL_17492769,EPI_ISL_16436274,4
EPI_ISL_17492769,EPI_ISL_16436277,4
EPI_ISL_17492769,EPI_ISL_16636162,4
EPI_ISL_17492769,EPI_ISL_16636120,4
EPI_ISL_17492769,EPI_ISL_16614087,4
EPI_ISL_17492769,EPI_ISL_16646057,4
EPI_ISL_17492769,EPI_ISL_16598439,4
EPI_ISL_17492769,EPI_ISL_17494323,4
EPI_ISL_17492769,EPI_ISL_16758153,4
EPI_ISL_17494978,EPI_ISL_16635707,6
EPI_ISL_17494504,EPI_ISL_16709503,2
EPI_ISL_17493052,EPI_ISL_16646031,3
EPI_ISL_17493052,EPI_ISL_17253391,0
EPI_ISL_17501647,EPI_ISL_17494705,0
EPI_ISL_17309112,EPI_ISL_17489294,0
EPI_ISL_17494054,EPI_ISL_17309132,4
EPI_ISL_17494054,EPI_ISL_17494100,4
EPI_ISL_17494054,EPI_ISL_16436281,4
EPI_ISL_17494054,EPI_ISL_16636162,4
EPI_ISL_17494054,EPI_ISL_16636120,4
EPI_ISL_17494054,EPI_ISL_16614087,4
EPI_ISL_17494054,EPI_ISL_16598439,4
EPI_ISL_17494054,EPI_ISL_17494323,4
EPI_ISL_17501585,EPI_ISL_16635859,4
EPI_ISL_17501585,EPI_ISL_16604924,4
EPI_ISL_17714397,EPI_ISL_16646033,7
EPI_ISL_17714397,EPI_ISL_17485770,7
EPI_ISL_16854350,EPI_ISL_16641629,1
EPI_ISL_16634345,EPI_ISL_16634645,2
EPI_ISL_16634345,EPI_ISL_16635879,1
EPI_ISL_16634345,EPI_ISL_16670968,1
EPI_ISL_16634345,EPI_ISL_17494066,3
EPI_ISL_16634345,EPI_ISL_17488051,3
EPI_ISL_16634345,EPI_ISL_17490514,4
EPI_ISL_16634345,EPI_ISL_16390388,0
EPI_ISL_16698041,EPI_ISL_16636030,6
EPI_ISL_16698041,EPI_ISL_16636089,2
EPI_ISL_16636170,EPI_ISL_16698021,4
EPI_ISL_16636170,EPI_ISL_16880258,5
EPI_ISL_16635196,EPI_ISL_16604805,2
EPI_ISL_16635872,EPI_ISL_17501646,2
EPI_ISL_17501646,EPI_ISL_17494704,0
EPI_ISL_16634260,EPI_ISL_16634273,1
EPI_ISL_16634260,EPI_ISL_16641911,2
EPI_ISL_16634260,EPI_ISL_16641937,2
EPI_ISL_16634260,EPI_ISL_16634254,0
EPI_ISL_16634260,EPI_ISL_16634261,0
EPI_ISL_16634260,EPI_ISL_16634272,0
EPI_ISL_16634260,EPI_ISL_16634271,0
EPI_ISL_16634260,EPI_ISL_16634291,0
EPI_ISL_16634260,EPI_ISL_16634292,0
EPI_ISL_16634260,EPI_ISL_16634287,0
EPI_ISL_16634260,EPI_ISL_16634300,0
EPI_ISL_16634260,EPI_ISL_16634306,0
EPI_ISL_16634260,EPI_ISL_16641850,0
EPI_ISL_16634260,EPI_ISL_16641865,0
EPI_ISL_16634260,EPI_ISL_16641867,0
EPI_ISL_16634260,EPI_ISL_16641863,0
EPI_ISL_16634260,EPI_ISL_16641896,0
EPI_ISL_16634260,EPI_ISL_16641894,0
EPI_ISL_16634260,EPI_ISL_16641897,0
EPI_ISL_16634260,EPI_ISL_16641898,0
EPI_ISL_16634260,EPI_ISL_16641901,0
EPI_ISL_16634260,EPI_ISL_16641903,0
EPI_ISL_16634260,EPI_ISL_16641904,0
EPI_ISL_16634260,EPI_ISL_16641912,0
EPI_ISL_16634260,EPI_ISL_16641915,0
EPI_ISL_16634260,EPI_ISL_16641916,0
EPI_ISL_16634260,EPI_ISL_16641917,0
EPI_ISL_16634260,EPI_ISL_16641923,0
EPI_ISL_16634260,EPI_ISL_16641924,0
EPI_ISL_16634260,EPI_ISL_16641926,0
EPI_ISL_16634260,EPI_ISL_16641928,0
EPI_ISL_16634260,EPI_ISL_16641933,0
EPI_ISL_16634260,EPI_ISL_16641931,0
EPI_ISL_16634260,EPI_ISL_16641929,0
EPI_ISL_16634260,EPI_ISL_16641930,0
EPI_ISL_16634260,EPI_ISL_16641932,0
EPI_ISL_16634260,EPI_ISL_16641934,0
EPI_ISL_16634260,EPI_ISL_16641935,0
EPI_ISL_16634260,EPI_ISL_16641936,0
EPI_ISL_16634260,EPI_ISL_16641943,0
EPI_ISL_16634260,EPI_ISL_16641955,0
EPI_ISL_16634260,EPI_ISL_16641956,0
EPI_ISL_16634260,EPI_ISL_16641954,0
EPI_ISL_16634260,EPI_ISL_16641957,0
EPI_ISL_16634260,EPI_ISL_16641953,0
EPI_ISL_16634260,EPI_ISL_16641962,0
EPI_ISL_16634260,EPI_ISL_16641964,0
EPI_ISL_16634260,EPI_ISL_16641963,0
EPI_ISL_16634260,EPI_ISL_16641973,0
EPI_ISL_16634260,EPI_ISL_16641972,0
EPI_ISL_16634260,EPI_ISL_16641978,0
EPI_ISL_16634260,EPI_ISL_16641977,0
EPI_ISL_16634260,EPI_ISL_16641975,0
EPI_ISL_16634260,EPI_ISL_16641987,0
EPI_ISL_16634260,EPI_ISL_16642005,0
EPI_ISL_16634260,EPI_ISL_16642013,0
EPI_ISL_16634260,EPI_ISL_16642011,0
EPI_ISL_16634273,EPI_ISL_16641911,2
EPI_ISL_16634273,EPI_ISL_16641937,2
EPI_ISL_16923041,EPI_ISL_16634260,1
EPI_ISL_16923041,EPI_ISL_16641911,2
EPI_ISL_16923041,EPI_ISL_16641937,2
EPI_ISL_16923041,EPI_ISL_16923029,1
EPI_ISL_16923041,EPI_ISL_16616812,1
EPI_ISL_16923041,EPI_ISL_17088796,1
EPI_ISL_16923041,EPI_ISL_17088650,1
EPI_ISL_16923041,EPI_ISL_17088852,1
EPI_ISL_16923041,EPI_ISL_17088807,1
EPI_ISL_16923041,EPI_ISL_16633891,1
EPI_ISL_16923041,EPI_ISL_17487382,1
EPI_ISL_16923041,EPI_ISL_16634718,1
EPI_ISL_16923041,EPI_ISL_16635536,1
EPI_ISL_16923041,EPI_ISL_17487380,1
EPI_ISL_16923041,EPI_ISL_17487378,1
EPI_ISL_16923041,EPI_ISL_16604398,1
EPI_ISL_16923041,EPI_ISL_16636020,1
EPI_ISL_16923041,EPI_ISL_17487376,1
EPI_ISL_16923041,EPI_ISL_16617213,1
EPI_ISL_16923041,EPI_ISL_17487389,1
EPI_ISL_16923041,EPI_ISL_16617214,1
EPI_ISL_16923041,EPI_ISL_16617231,1
EPI_ISL_16923041,EPI_ISL_17487375,1
EPI_ISL_16923041,EPI_ISL_17487374,1
EPI_ISL_16923041,EPI_ISL_17487373,1
EPI_ISL_16923041,EPI_ISL_16635410,1
EPI_ISL_16923041,EPI_ISL_16520396,1
EPI_ISL_16923041,EPI_ISL_16636057,1
EPI_ISL_16923041,EPI_ISL_16636182,1
EPI_ISL_16923041,EPI_ISL_16636060,1
EPI_ISL_16923041,EPI_ISL_16636070,1
EPI_ISL_16923041,EPI_ISL_16636161,1
EPI_ISL_16923041,EPI_ISL_16604443,1
EPI_ISL_16923041,EPI_ISL_16757969,1
EPI_ISL_16923041,EPI_ISL_16636172,1
EPI_ISL_16923041,EPI_ISL_16481449,1
EPI_ISL_16923041,EPI_ISL_16616861,1
EPI_ISL_16923041,EPI_ISL_16635200,1
EPI_ISL_16923041,EPI_ISL_16635207,1
EPI_ISL_16923041,EPI_ISL_16604557,1
EPI_ISL_16923041,EPI_ISL_16635907,1
EPI_ISL_16923041,EPI_ISL_16635897,1
EPI_ISL_16923041,EPI_ISL_16635216,1
EPI_ISL_16923041,EPI_ISL_16635854,1
EPI_ISL_16923041,EPI_ISL_16646073,1
EPI_ISL_16923041,EPI_ISL_16608468,1
EPI_ISL_16923041,EPI_ISL_16635799,1
EPI_ISL_16923041,EPI_ISL_16616918,1
EPI_ISL_16923041,EPI_ISL_16610896,1
EPI_ISL_16923041,EPI_ISL_16617046,1
EPI_ISL_16923041,EPI_ISL_16598628,1
EPI_ISL_16923041,EPI_ISL_17487035,1
EPI_ISL_16923041,EPI_ISL_16597051,1
EPI_ISL_16923041,EPI_ISL_16698038,1
EPI_ISL_16923041,EPI_ISL_16873143,1
EPI_ISL_16923041,EPI_ISL_17487610,1
EPI_ISL_16923041,EPI_ISL_16758146,1
EPI_ISL_16923041,EPI_ISL_17487031,1
EPI_ISL_16923041,EPI_ISL_17493497,1
EPI_ISL_16923041,EPI_ISL_16937176,1
EPI_ISL_16923041,EPI_ISL_16977188,1
EPI_ISL_16923041,EPI_ISL_16977186,1
EPI_ISL_16923041,EPI_ISL_17487096,1
EPI_ISL_16923041,EPI_ISL_17487355,1
EPI_ISL_16923041,EPI_ISL_17493395,1
EPI_ISL_16923041,EPI_ISL_17501712,1
EPI_ISL_16923041,EPI_ISL_17494751,1
EPI_ISL_16923041,EPI_ISL_17775450,1
EPI_ISL_16923041,EPI_ISL_17536873,1
EPI_ISL_16923041,EPI_ISL_16711976,2
EPI_ISL_16923041,EPI_ISL_17487297,3
EPI_ISL_16923041,EPI_ISL_17487272,5
EPI_ISL_16923041,EPI_ISL_16636019,2
EPI_ISL_16923041,EPI_ISL_16617224,2
EPI_ISL_16923041,EPI_ISL_16608444,4
EPI_ISL_16923041,EPI_ISL_16636176,2
EPI_ISL_16923041,EPI_ISL_16636102,3
EPI_ISL_16923041,EPI_ISL_16616838,2
EPI_ISL_16923041,EPI_ISL_16481843,4
EPI_ISL_16923041,EPI_ISL_16635147,2
EPI_ISL_16923041,EPI_ISL_16617077,3
EPI_ISL_16923041,EPI_ISL_17104824,3
EPI_ISL_16923041,EPI_ISL_16636152,2
EPI_ISL_16923041,EPI_ISL_16636107,7
EPI_ISL_16923041,EPI_ISL_16636096,3
EPI_ISL_16923041,EPI_ISL_16390375,2
EPI_ISL_16923041,EPI_ISL_16617144,2
EPI_ISL_16923041,EPI_ISL_16617044,4
EPI_ISL_16923041,EPI_ISL_16711637,2
EPI_ISL_16923041,EPI_ISL_16635215,2
EPI_ISL_16923041,EPI_ISL_16636196,2
EPI_ISL_16923041,EPI_ISL_17031567,2
EPI_ISL_16923041,EPI_ISL_16604535,2
EPI_ISL_16923041,EPI_ISL_16635885,2
EPI_ISL_16923041,EPI_ISL_16561124,4
EPI_ISL_16923041,EPI_ISL_16740803,4
EPI_ISL_16923041,EPI_ISL_16635856,2
EPI_ISL_16923041,EPI_ISL_16573358,4
EPI_ISL_16923041,EPI_ISL_16757992,5
EPI_ISL_16923041,EPI_ISL_16610092,2
EPI_ISL_16923041,EPI_ISL_17487107,2
EPI_ISL_16923041,EPI_ISL_16617149,2
EPI_ISL_16923041,EPI_ISL_16679322,3
EPI_ISL_16923041,EPI_ISL_16679328,4
EPI_ISL_16923041,EPI_ISL_16573352,3
EPI_ISL_16923041,EPI_ISL_16635802,4
EPI_ISL_16923041,EPI_ISL_16635873,4
EPI_ISL_16923041,EPI_ISL_17031669,5
EPI_ISL_16923041,EPI_ISL_17487367,2
EPI_ISL_16923041,EPI_ISL_17487365,2
EPI_ISL_16923041,EPI_ISL_17490632,5
EPI_ISL_16923041,EPI_ISL_17490625,4
EPI_ISL_16923041,EPI_ISL_16633793,3
EPI_ISL_16923041,EPI_ISL_17488641,2
EPI_ISL_16923041,EPI_ISL_17488523,3
EPI_ISL_16923041,EPI_ISL_16854352,2
EPI_ISL_16923041,EPI_ISL_16698014,2
EPI_ISL_16923041,EPI_ISL_16825372,3
EPI_ISL_16923041,EPI_ISL_17170774,2
EPI_ISL_16923041,EPI_ISL_17488105,2
EPI_ISL_16923041,EPI_ISL_17075280,4
EPI_ISL_16923041,EPI_ISL_17170808,2
EPI_ISL_16923041,EPI_ISL_16849219,4
EPI_ISL_16923041,EPI_ISL_17488090,4
EPI_ISL_16923041,EPI_ISL_17487361,6
EPI_ISL_16923041,EPI_ISL_17488088,2
EPI_ISL_16923041,EPI_ISL_16977185,6
EPI_ISL_16923041,EPI_ISL_16926322,2
EPI_ISL_16923041,EPI_ISL_17031839,3
EPI_ISL_16923041,EPI_ISL_16977214,6
EPI_ISL_16923041,EPI_ISL_17185742,5
EPI_ISL_16923041,EPI_ISL_17068999,10
EPI_ISL_16923041,EPI_ISL_17027431,2
EPI_ISL_16923041,EPI_ISL_17492743,7
EPI_ISL_16923041,EPI_ISL_17489156,2
EPI_ISL_16923041,EPI_ISL_17487357,6
EPI_ISL_16923041,EPI_ISL_17205848,2
EPI_ISL_16923041,EPI_ISL_17104790,4
EPI_ISL_16923041,EPI_ISL_17489038,3
EPI_ISL_16923041,EPI_ISL_17261710,5
EPI_ISL_16923041,EPI_ISL_17205786,6
EPI_ISL_16923041,EPI_ISL_17489045,3
EPI_ISL_16923041,EPI_ISL_17488028,6
EPI_ISL_16923041,EPI_ISL_17501581,4
EPI_ISL_16923041,EPI_ISL_17495344,2
EPI_ISL_16923041,EPI_ISL_17494473,6
EPI_ISL_16923041,EPI_ISL_17262895,7
EPI_ISL_16923041,EPI_ISL_18330810,3
EPI_ISL_16923041,EPI_ISL_17261808,5
EPI_ISL_16923041,EPI_ISL_17493900,2
EPI_ISL_16923041,EPI_ISL_17775686,4
EPI_ISL_16923041,EPI_ISL_17489327,5
EPI_ISL_16923041,EPI_ISL_17490371,3
EPI_ISL_16923041,EPI_ISL_17563605,12
EPI_ISL_16923041,EPI_ISL_17563570,3
EPI_ISL_16923041,EPI_ISL_17563577,6
EPI_ISL_16923041,EPI_ISL_17492678,3
EPI_ISL_16923041,EPI_ISL_17684223,2
EPI_ISL_16923041,EPI_ISL_17545730,4
EPI_ISL_16923041,EPI_ISL_17615021,7
EPI_ISL_16923041,EPI_ISL_17619131,4
EPI_ISL_16923041,EPI_ISL_16712096,2
EPI_ISL_16923041,EPI_ISL_17199728,2
EPI_ISL_16923041,EPI_ISL_17494929,3
EPI_ISL_16923041,EPI_ISL_17501610,4
EPI_ISL_16923041,EPI_ISL_17494255,3
EPI_ISL_16923041,EPI_ISL_17307359,4
EPI_ISL_16923041,EPI_ISL_17785167,5
EPI_ISL_16923041,EPI_ISL_17785190,5
EPI_ISL_16923041,EPI_ISL_18049560,5
EPI_ISL_16923041,EPI_ISL_17501707,5
EPI_ISL_16923041,EPI_ISL_16635911,5
EPI_ISL_16923041,EPI_ISL_16636100,4
EPI_ISL_16923041,EPI_ISL_16636049,4
EPI_ISL_16923041,EPI_ISL_16698045,4
EPI_ISL_16923041,EPI_ISL_16698000,4
EPI_ISL_16923041,EPI_ISL_17100881,5
EPI_ISL_16923041,EPI_ISL_17494762,3
EPI_ISL_16923041,EPI_ISL_17494158,4
EPI_ISL_16923041,EPI_ISL_16923059,0
EPI_ISL_16923041,EPI_ISL_16923068,0
EPI_ISL_16923041,EPI_ISL_18070549,0
EPI_ISL_16923041,EPI_ISL_17088805,0
EPI_ISL_16923041,EPI_ISL_17088804,0
EPI_ISL_16923041,EPI_ISL_17088797,0
EPI_ISL_16923041,EPI_ISL_16712078,0
EPI_ISL_16923041,EPI_ISL_16617340,0
EPI_ISL_16923041,EPI_ISL_17487138,0
EPI_ISL_16923041,EPI_ISL_16617121,0
EPI_ISL_16923041,EPI_ISL_17487140,0
EPI_ISL_16923041,EPI_ISL_16712156,0
EPI_ISL_16923041,EPI_ISL_16617033,0
EPI_ISL_16923041,EPI_ISL_17487383,0
EPI_ISL_16923041,EPI_ISL_17487381,0
EPI_ISL_16923041,EPI_ISL_16617035,0
EPI_ISL_16923041,EPI_ISL_17487338,0
EPI_ISL_16923041,EPI_ISL_16617246,0
EPI_ISL_16923041,EPI_ISL_16617037,0
EPI_ISL_16923041,EPI_ISL_17487379,0
EPI_ISL_16923041,EPI_ISL_16636024,0
EPI_ISL_16923041,EPI_ISL_17487829,0
EPI_ISL_16923041,EPI_ISL_16616869,0
EPI_ISL_16923041,EPI_ISL_18070637,0
EPI_ISL_16923041,EPI_ISL_18070635,0
EPI_ISL_16923041,EPI_ISL_17487398,0
EPI_ISL_16923041,EPI_ISL_16617226,0
EPI_ISL_16923041,EPI_ISL_16617039,0
EPI_ISL_16923041,EPI_ISL_17487377,0
EPI_ISL_16923041,EPI_ISL_17487394,0
EPI_ISL_16923041,EPI_ISL_16617217,0
EPI_ISL_16923041,EPI_ISL_17487392,0
EPI_ISL_16923041,EPI_ISL_16617219,0
EPI_ISL_16923041,EPI_ISL_16617230,0
EPI_ISL_16923041,EPI_ISL_17487387,0
EPI_ISL_16923041,EPI_ISL_16635413,0
EPI_ISL_16923041,EPI_ISL_16636099,0
EPI_ISL_16923041,EPI_ISL_16616809,0
EPI_ISL_16923041,EPI_ISL_17487813,0
EPI_ISL_16923041,EPI_ISL_16711864,0
EPI_ISL_16923041,EPI_ISL_16636071,0
EPI_ISL_16923041,EPI_ISL_16617342,0
EPI_ISL_16923041,EPI_ISL_17487372,0
EPI_ISL_16923041,EPI_ISL_16636133,0
EPI_ISL_16923041,EPI_ISL_16635187,0
EPI_ISL_16923041,EPI_ISL_17487168,0
EPI_ISL_16923041,EPI_ISL_16617337,0
EPI_ISL_16923041,EPI_ISL_17088730,0
EPI_ISL_16923041,EPI_ISL_16635898,0
EPI_ISL_16923041,EPI_ISL_17488977,0
EPI_ISL_16923041,EPI_ISL_16561116,0
EPI_ISL_16923041,EPI_ISL_16709525,0
EPI_ISL_16923041,EPI_ISL_16536199,0
EPI_ISL_16923041,EPI_ISL_17489489,0
EPI_ISL_16923041,EPI_ISL_16610796,0
EPI_ISL_16923041,EPI_ISL_16712232,0
EPI_ISL_16923041,EPI_ISL_16711652,0
EPI_ISL_16923041,EPI_ISL_16635957,0
EPI_ISL_16923041,EPI_ISL_16635843,0
EPI_ISL_16923041,EPI_ISL_16617047,0
EPI_ISL_16923041,EPI_ISL_17487368,0
EPI_ISL_16923041,EPI_ISL_16711642,0
EPI_ISL_16923041,EPI_ISL_17487030,0
EPI_ISL_16923041,EPI_ISL_16709088,0
EPI_ISL_16923041,EPI_ISL_16899482,0
EPI_ISL_16923041,EPI_ISL_17493075,0
EPI_ISL_16923041,EPI_ISL_16697992,0
EPI_ISL_16923041,EPI_ISL_17489106,0
EPI_ISL_16923041,EPI_ISL_17072225,0
EPI_ISL_16923041,EPI_ISL_17501681,0
EPI_ISL_16923041,EPI_ISL_17501680,0
EPI_ISL_16923041,EPI_ISL_17487358,0
EPI_ISL_16923041,EPI_ISL_16986121,0
EPI_ISL_16923041,EPI_ISL_17487710,0
EPI_ISL_16923041,EPI_ISL_17104700,0
EPI_ISL_16923041,EPI_ISL_17492763,0
EPI_ISL_16923041,EPI_ISL_17563574,0
EPI_ISL_16923029,EPI_ISL_16604400,1
EPI_ISL_16923029,EPI_ISL_16709453,1
EPI_ISL_16923029,EPI_ISL_16955410,1
EPI_ISL_16923029,EPI_ISL_17495263,3
EPI_ISL_16923029,EPI_ISL_17490561,3
EPI_ISL_16923029,EPI_ISL_17493982,2
EPI_ISL_16923029,EPI_ISL_17485721,6
EPI_ISL_16923029,EPI_ISL_17951382,3
EPI_ISL_16923029,EPI_ISL_17951380,3
EPI_ISL_16923029,EPI_ISL_16923048,0
EPI_ISL_16923029,EPI_ISL_16923047,0
