source,target,weight,s_country,s_prov,t_prov,s_date,t_date
EPI_ISL_18320900,EPI_ISL_18494082,0,China,Xinjiang,Xinjiang,2023-08-23,2023-09-02
EPI_ISL_17618946,EPI_ISL_17625397,1,China,Shanghai,Hubei,2023-04-20,2023-04-26
EPI_ISL_17618946,EPI_ISL_17794649,1,China,Shanghai,Jiangxi,2023-04-20,2023-04-28
EPI_ISL_17618946,EPI_ISL_17678445,1,China,Shanghai,Shanghai,2023-04-20,2023-05-03
EPI_ISL_17618946,EPI_ISL_17696845,1,China,Shanghai,Shanghai,2023-04-20,2023-05-05
EPI_ISL_17618946,EPI_ISL_17678416,1,China,Shanghai,Shanghai,2023-04-20,2023-05-05
EPI_ISL_17618946,EPI_ISL_18009828,1,China,Shanghai,Beijing,2023-04-20,2023-05-05
EPI_ISL_17618946,EPI_ISL_17652355,1,China,Shanghai,Anhui,2023-04-20,2023-05-07
EPI_ISL_17618946,EPI_ISL_18049604,1,China,Shanghai,Beijing,2023-04-20,2023-05-09
EPI_ISL_17618946,EPI_ISL_17714379,1,China,Shanghai,Yunnan,2023-04-20,2023-05-09
EPI_ISL_17618946,EPI_ISL_17714435,1,China,Shanghai,Yunnan,2023-04-20,2023-05-10
EPI_ISL_17618946,EPI_ISL_17735936,1,China,Shanghai,Sichuan,2023-04-20,2023-05-10
EPI_ISL_17618946,EPI_ISL_17698159,1,China,Shanghai,Guangdong,2023-04-20,2023-05-10
EPI_ISL_17618946,EPI_ISL_17714289,1,China,Shanghai,Hubei,2023-04-20,2023-05-13
EPI_ISL_17618946,EPI_ISL_17714399,1,China,Shanghai,Yunnan,2023-04-20,2023-05-13
EPI_ISL_17618946,EPI_ISL_18049708,1,China,Shanghai,Beijing,2023-04-20,2023-05-14
EPI_ISL_17618946,EPI_ISL_17718431,1,China,Shanghai,Sichuan,2023-04-20,2023-05-14
EPI_ISL_17618946,EPI_ISL_17850587,1,China,Shanghai,Henan,2023-04-20,2023-05-14
EPI_ISL_17618946,EPI_ISL_17744640,1,China,Shanghai,Yunnan,2023-04-20,2023-05-14
EPI_ISL_17618946,EPI_ISL_17735964,1,China,Shanghai,Sichuan,2023-04-20,2023-05-14
EPI_ISL_17618946,EPI_ISL_18049544,1,China,Shanghai,Beijing,2023-04-20,2023-05-14
EPI_ISL_17618946,EPI_ISL_18049700,1,China,Shanghai,Beijing,2023-04-20,2023-05-15
EPI_ISL_17618946,EPI_ISL_17736014,1,China,Shanghai,Sichuan,2023-04-20,2023-05-16
EPI_ISL_17618946,EPI_ISL_17770237,1,China,Shanghai,Shanghai,2023-04-20,2023-05-17
EPI_ISL_17618946,EPI_ISL_17778562,1,China,Shanghai,Sichuan,2023-04-20,2023-05-18
EPI_ISL_17618946,EPI_ISL_18035652,1,China,Shanghai,Guangdong,2023-04-20,2023-05-18
EPI_ISL_17618946,EPI_ISL_18217133,1,China,Shanghai,Henan,2023-04-20,2023-05-19
EPI_ISL_17618946,EPI_ISL_18035846,1,China,Shanghai,Guangdong,2023-04-20,2023-05-21
EPI_ISL_17618946,EPI_ISL_17808328,1,China,Shanghai,Yunnan,2023-04-20,2023-05-22
EPI_ISL_17618946,EPI_ISL_17739647,1,China,Shanghai,Heilongjiang,2023-04-20,2023-05-22
EPI_ISL_17618946,EPI_ISL_17724938,1,China,Shanghai,Hubei,2023-04-20,2023-05-23
EPI_ISL_17618946,EPI_ISL_17739798,1,China,Shanghai,Heilongjiang,2023-04-20,2023-05-23
EPI_ISL_17618946,EPI_ISL_17978574,1,China,Shanghai,Sichuan,2023-04-20,2023-05-25
EPI_ISL_17618946,EPI_ISL_17962824,1,China,Shanghai,Sichuan,2023-04-20,2023-05-25
EPI_ISL_17618946,EPI_ISL_18034662,1,China,Shanghai,Guangdong,2023-04-20,2023-05-27
EPI_ISL_17618946,EPI_ISL_17795176,1,China,Shanghai,Shanghai,2023-04-20,2023-05-27
EPI_ISL_17618946,EPI_ISL_17778553,1,China,Shanghai,Sichuan,2023-04-20,2023-05-29
EPI_ISL_17618946,EPI_ISL_17785357,1,China,Shanghai,Shanxi,2023-04-20,2023-05-29
EPI_ISL_17618946,EPI_ISL_17795504,1,China,Shanghai,Shanghai,2023-04-20,2023-05-29
EPI_ISL_17618946,EPI_ISL_17795270,1,China,Shanghai,Shanghai,2023-04-20,2023-05-30
EPI_ISL_17618946,EPI_ISL_17794865,1,China,Shanghai,Jiangxi,2023-04-20,2023-05-31
EPI_ISL_17618946,EPI_ISL_17956798,1,China,Shanghai,Henan,2023-04-20,2023-06-01
EPI_ISL_17618946,EPI_ISL_17811045,1,China,Shanghai,Shanghai,2023-04-20,2023-06-02
EPI_ISL_17618946,EPI_ISL_18036226,1,China,Shanghai,Guangdong,2023-04-20,2023-06-02
EPI_ISL_17618946,EPI_ISL_17808394,1,China,Shanghai,Sichuan,2023-04-20,2023-06-03
EPI_ISL_17618946,EPI_ISL_18078250,1,China,Shanghai,Hubei,2023-04-20,2023-06-05
EPI_ISL_17618946,EPI_ISL_17836762,1,China,Shanghai,Shanghai,2023-04-20,2023-06-05
EPI_ISL_17618946,EPI_ISL_17978508,1,China,Shanghai,Hubei,2023-04-20,2023-06-06
EPI_ISL_17618946,EPI_ISL_17978514,1,China,Shanghai,Hubei,2023-04-20,2023-06-06
EPI_ISL_17618946,EPI_ISL_17998892,1,China,Shanghai,Xinjiang,2023-04-20,2023-06-06
EPI_ISL_17618946,EPI_ISL_17836572,1,China,Shanghai,Shanghai,2023-04-20,2023-06-06
EPI_ISL_17618946,EPI_ISL_17830379,1,China,Shanghai,Yunnan,2023-04-20,2023-06-06
EPI_ISL_17618946,EPI_ISL_17988139,1,China,Shanghai,Henan,2023-04-20,2023-06-07
EPI_ISL_17618946,EPI_ISL_17819880,1,China,Shanghai,Fujian,2023-04-20,2023-06-08
EPI_ISL_17618946,EPI_ISL_17972978,1,China,Shanghai,Shanxi,2023-04-20,2023-06-08
EPI_ISL_17618946,EPI_ISL_17988925,1,China,Shanghai,Sichuan,2023-04-20,2023-06-11
EPI_ISL_17618946,EPI_ISL_17978605,1,China,Shanghai,Xinjiang,2023-04-20,2023-06-11
EPI_ISL_17618946,EPI_ISL_17836433,1,China,Shanghai,Shanghai,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_17956756,1,China,Shanghai,Fujian,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_17836883,1,China,Shanghai,Shanghai,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_18036505,1,China,Shanghai,Guangdong,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_17978357,1,China,Shanghai,Sichuan,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_18012354,1,China,Shanghai,Henan,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_17989077,1,China,Shanghai,Sichuan,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_17978643,1,China,Shanghai,Xinjiang,2023-04-20,2023-06-13
EPI_ISL_17618946,EPI_ISL_17836475,1,China,Shanghai,Shanghai,2023-04-20,2023-06-13
EPI_ISL_17618946,EPI_ISL_17989035,1,China,Shanghai,Sichuan,2023-04-20,2023-06-13
EPI_ISL_17618946,EPI_ISL_17836846,1,China,Shanghai,Shanghai,2023-04-20,2023-06-13
EPI_ISL_17618946,EPI_ISL_17989027,1,China,Shanghai,Sichuan,2023-04-20,2023-06-14
EPI_ISL_17618946,EPI_ISL_17978348,1,China,Shanghai,Sichuan,2023-04-20,2023-06-15
EPI_ISL_17618946,EPI_ISL_17978356,1,China,Shanghai,Sichuan,2023-04-20,2023-06-15
EPI_ISL_17618946,EPI_ISL_17978350,1,China,Shanghai,Sichuan,2023-04-20,2023-06-18
EPI_ISL_17618946,EPI_ISL_17850499,1,China,Shanghai,Heilongjiang,2023-04-20,2023-06-18
EPI_ISL_17618946,EPI_ISL_17988148,1,China,Shanghai,Henan,2023-04-20,2023-06-19
EPI_ISL_17618946,EPI_ISL_17956688,1,China,Shanghai,Tianjin,2023-04-20,2023-06-19
EPI_ISL_17618946,EPI_ISL_17850514,1,China,Shanghai,Heilongjiang,2023-04-20,2023-06-19
EPI_ISL_17618946,EPI_ISL_17987558,1,China,Shanghai,Shanghai,2023-04-20,2023-06-19
EPI_ISL_17618946,EPI_ISL_17987573,1,China,Shanghai,Shanghai,2023-04-20,2023-06-19
EPI_ISL_17618946,EPI_ISL_17956781,1,China,Shanghai,Fujian,2023-04-20,2023-06-19
EPI_ISL_17618946,EPI_ISL_17972876,1,China,Shanghai,Liaoning,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_18495559,1,China,Shanghai,Gansu,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_18495556,1,China,Shanghai,Gansu,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_17987543,1,China,Shanghai,Shanghai,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_18050292,1,China,Shanghai,Henan,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_17850573,1,China,Shanghai,Heilongjiang,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_17988887,1,China,Shanghai,Sichuan,2023-04-20,2023-06-21
EPI_ISL_17618946,EPI_ISL_17987594,1,China,Shanghai,Shanghai,2023-04-20,2023-06-21
EPI_ISL_17618946,EPI_ISL_18213283,1,China,Shanghai,Henan,2023-04-20,2023-06-22
EPI_ISL_17618946,EPI_ISL_17999053,1,China,Shanghai,Xinjiang,2023-04-20,2023-06-23
EPI_ISL_17618946,EPI_ISL_17987629,1,China,Shanghai,Shanghai,2023-04-20,2023-06-24
EPI_ISL_17618946,EPI_ISL_18034870,1,China,Shanghai,Guangdong,2023-04-20,2023-06-27
EPI_ISL_17618946,EPI_ISL_17987683,1,China,Shanghai,Shanghai,2023-04-20,2023-06-27
EPI_ISL_17618946,EPI_ISL_18033910,1,China,Shanghai,Guangdong,2023-04-20,2023-06-27
EPI_ISL_17618946,EPI_ISL_18108764,1,China,Shanghai,Xinjiang,2023-04-20,2023-06-27
EPI_ISL_17618946,EPI_ISL_18108755,1,China,Shanghai,Xinjiang,2023-04-20,2023-06-27
EPI_ISL_17618946,EPI_ISL_18037384,1,China,Shanghai,Jiangsu,2023-04-20,2023-06-27
EPI_ISL_17618946,EPI_ISL_17994546,1,China,Shanghai,Shanghai,2023-04-20,2023-06-30
EPI_ISL_17618946,EPI_ISL_18037402,1,China,Shanghai,Jiangsu,2023-04-20,2023-06-30
EPI_ISL_17618946,EPI_ISL_18105353,1,China,Shanghai,Jiangsu,2023-04-20,2023-07-02
EPI_ISL_17618946,EPI_ISL_17988908,1,China,Shanghai,Sichuan,2023-04-20,2023-07-02
EPI_ISL_17618946,EPI_ISL_18055710,1,China,Shanghai,Heilongjiang,2023-04-20,2023-07-02
EPI_ISL_17618946,EPI_ISL_18055692,1,China,Shanghai,Heilongjiang,2023-04-20,2023-07-03
EPI_ISL_17618946,EPI_ISL_18105886,1,China,Shanghai,Jiangsu,2023-04-20,2023-07-03
EPI_ISL_17618946,EPI_ISL_17987906,1,China,Shanghai,Yunnan,2023-04-20,2023-07-03
EPI_ISL_17618946,EPI_ISL_18055689,1,China,Shanghai,Heilongjiang,2023-04-20,2023-07-03
EPI_ISL_17618946,EPI_ISL_18055791,1,China,Shanghai,Yunnan,2023-04-20,2023-07-04
EPI_ISL_17618946,EPI_ISL_17994485,1,China,Shanghai,Shanghai,2023-04-20,2023-07-04
EPI_ISL_17618946,EPI_ISL_17978550,1,China,Shanghai,Hubei,2023-04-20,2023-07-04
EPI_ISL_17618946,EPI_ISL_18058645,1,China,Shanghai,Anhui,2023-04-20,2023-07-06
EPI_ISL_17618946,EPI_ISL_18074269,1,China,Shanghai,Liaoning,2023-04-20,2023-07-06
EPI_ISL_17618946,EPI_ISL_18108676,1,China,Shanghai,Xinjiang,2023-04-20,2023-07-06
EPI_ISL_17618946,EPI_ISL_18108673,1,China,Shanghai,Xinjiang,2023-04-20,2023-07-06
EPI_ISL_17618946,EPI_ISL_18074582,1,China,Shanghai,Shanghai,2023-04-20,2023-07-06
EPI_ISL_17618946,EPI_ISL_17994428,1,China,Shanghai,Shanghai,2023-04-20,2023-07-08
EPI_ISL_17618946,EPI_ISL_18055745,1,China,Shanghai,Heilongjiang,2023-04-20,2023-07-08
EPI_ISL_17618946,EPI_ISL_18060841,1,China,Shanghai,Shanghai,2023-04-20,2023-07-09
EPI_ISL_17618946,EPI_ISL_18074736,1,China,Shanghai,Shanghai,2023-04-20,2023-07-10
EPI_ISL_17618946,EPI_ISL_18074625,1,China,Shanghai,Shanghai,2023-04-20,2023-07-11
EPI_ISL_17618946,EPI_ISL_18217148,1,China,Shanghai,Henan,2023-04-20,2023-07-11
EPI_ISL_17618946,EPI_ISL_18055819,1,China,Shanghai,Yunnan,2023-04-20,2023-07-12
EPI_ISL_17618946,EPI_ISL_18074742,1,China,Shanghai,Shanghai,2023-04-20,2023-07-12
EPI_ISL_17618946,EPI_ISL_18074274,1,China,Shanghai,Liaoning,2023-04-20,2023-07-13
EPI_ISL_17618946,EPI_ISL_18105697,1,China,Shanghai,Shanghai,2023-04-20,2023-07-13
EPI_ISL_17618946,EPI_ISL_18105673,1,China,Shanghai,Shanghai,2023-04-20,2023-07-13
EPI_ISL_17618946,EPI_ISL_18213324,1,China,Shanghai,Henan,2023-04-20,2023-07-13
EPI_ISL_17618946,EPI_ISL_18105390,1,China,Shanghai,Jiangsu,2023-04-20,2023-07-14
EPI_ISL_17618946,EPI_ISL_18074356,1,China,Shanghai,Shanghai,2023-04-20,2023-07-16
EPI_ISL_17618946,EPI_ISL_18049871,1,China,Shanghai,Sichuan,2023-04-20,2023-07-16
EPI_ISL_17618946,EPI_ISL_18105566,1,China,Shanghai,Shanghai,2023-04-20,2023-07-17
EPI_ISL_17618946,EPI_ISL_18049774,1,China,Shanghai,Gansu,2023-04-20,2023-07-17
EPI_ISL_17618946,EPI_ISL_18108844,1,China,Shanghai,Xinjiang,2023-04-20,2023-07-18
EPI_ISL_17618946,EPI_ISL_18074968,1,China,Shanghai,Yunnan,2023-04-20,2023-07-20
EPI_ISL_17618946,EPI_ISL_18438225,1,China,Shanghai,Beijing,2023-04-20,2023-07-21
EPI_ISL_17618946,EPI_ISL_18438204,1,China,Shanghai,Beijing,2023-04-20,2023-07-22
EPI_ISL_17618946,EPI_ISL_18133983,1,China,Shanghai,Sichuan,2023-04-20,2023-07-22
EPI_ISL_17618946,EPI_ISL_18074410,1,China,Shanghai,Shanghai,2023-04-20,2023-07-24
EPI_ISL_17618946,EPI_ISL_18095771,1,China,Shanghai,Henan,2023-04-20,2023-07-24
EPI_ISL_17618946,EPI_ISL_18495741,1,China,Shanghai,Gansu,2023-04-20,2023-07-24
EPI_ISL_17618946,EPI_ISL_18111201,1,China,Shanghai,Yunnan,2023-04-20,2023-07-25
EPI_ISL_17618946,EPI_ISL_18161016,1,China,Shanghai,Xinjiang,2023-04-20,2023-07-26
EPI_ISL_17618946,EPI_ISL_18495040,1,China,Shanghai,Henan,2023-04-20,2023-07-26
EPI_ISL_17618946,EPI_ISL_18105778,1,China,Shanghai,Shanghai,2023-04-20,2023-07-26
EPI_ISL_17618946,EPI_ISL_18438262,1,China,Shanghai,Beijing,2023-04-20,2023-07-27
EPI_ISL_17618946,EPI_ISL_18465225,1,China,Shanghai,Henan,2023-04-20,2023-07-28
EPI_ISL_17618946,EPI_ISL_18108492,1,China,Shanghai,Shanghai,2023-04-20,2023-07-30
EPI_ISL_17618946,EPI_ISL_18108572,1,China,Shanghai,Shanghai,2023-04-20,2023-07-31
EPI_ISL_17618946,EPI_ISL_18246165,1,China,Shanghai,Heilongjiang,2023-04-20,2023-07-31
EPI_ISL_17618946,EPI_ISL_18105625,1,China,Shanghai,Shanghai,2023-04-20,2023-07-31
EPI_ISL_17618946,EPI_ISL_18133966,1,China,Shanghai,Sichuan,2023-04-20,2023-07-31
EPI_ISL_17618946,EPI_ISL_18114749,1,China,Shanghai,Shanghai,2023-04-20,2023-08-01
EPI_ISL_17618946,EPI_ISL_18232520,1,China,Shanghai,Shanghai,2023-04-20,2023-08-03
EPI_ISL_17618946,EPI_ISL_18108319,1,China,Shanghai,Fujian,2023-04-20,2023-08-07
EPI_ISL_17618946,EPI_ISL_18166283,1,China,Shanghai,Yunnan,2023-04-20,2023-08-07
EPI_ISL_17618946,EPI_ISL_18245891,1,China,Shanghai,Heilongjiang,2023-04-20,2023-08-08
EPI_ISL_17618946,EPI_ISL_18166189,1,China,Shanghai,Sichuan,2023-04-20,2023-08-08
EPI_ISL_17618946,EPI_ISL_18232718,1,China,Shanghai,Sichuan,2023-04-20,2023-08-10
EPI_ISL_17618946,EPI_ISL_18127182,1,China,Shanghai,Fujian,2023-04-20,2023-08-12
EPI_ISL_17618946,EPI_ISL_18389051,1,China,Shanghai,Xinjiang,2023-04-20,2023-08-14
EPI_ISL_17618946,EPI_ISL_18232559,1,China,Shanghai,Shanghai,2023-04-20,2023-08-14
EPI_ISL_17618946,EPI_ISL_18389042,1,China,Shanghai,Xinjiang,2023-04-20,2023-08-15
EPI_ISL_17618946,EPI_ISL_18208448,1,China,Shanghai,Shanghai,2023-04-20,2023-08-25
EPI_ISL_17618946,EPI_ISL_18438287,1,China,Shanghai,Beijing,2023-04-20,2023-08-31
EPI_ISL_17618946,EPI_ISL_18438292,1,China,Shanghai,Beijing,2023-04-20,2023-08-31
EPI_ISL_17618946,EPI_ISL_18494086,1,China,Shanghai,Xinjiang,2023-04-20,2023-09-01
EPI_ISL_17618946,EPI_ISL_18401908,1,China,Shanghai,Shanxi,2023-04-20,2023-09-05
EPI_ISL_17618946,EPI_ISL_18376530,1,China,Shanghai,Sichuan,2023-04-20,2023-09-15
EPI_ISL_17618946,EPI_ISL_17684049,2,China,Shanghai,Yunnan,2023-04-20,2023-05-04
EPI_ISL_17618946,EPI_ISL_17725404,2,China,Shanghai,Shanghai,2023-04-20,2023-05-10
EPI_ISL_17618946,EPI_ISL_17988210,2,China,Shanghai,Jiangsu,2023-04-20,2023-05-15
EPI_ISL_17618946,EPI_ISL_17879888,2,China,Shanghai,Sichuan,2023-04-20,2023-05-15
EPI_ISL_17618946,EPI_ISL_18035739,3,China,Shanghai,Guangdong,2023-04-20,2023-05-19
EPI_ISL_17618946,EPI_ISL_18035975,2,China,Shanghai,Guangdong,2023-04-20,2023-05-24
EPI_ISL_17618946,EPI_ISL_18034183,2,China,Shanghai,Guangdong,2023-04-20,2023-05-25
EPI_ISL_17618946,EPI_ISL_17808348,2,China,Shanghai,Yunnan,2023-04-20,2023-05-28
EPI_ISL_17618946,EPI_ISL_17808385,2,China,Shanghai,Sichuan,2023-04-20,2023-05-28
EPI_ISL_17618946,EPI_ISL_17808430,2,China,Shanghai,Sichuan,2023-04-20,2023-05-29
EPI_ISL_17618946,EPI_ISL_17808068,4,China,Shanghai,Sichuan,2023-04-20,2023-05-29
EPI_ISL_17618946,EPI_ISL_17808241,2,China,Shanghai,Yunnan,2023-04-20,2023-05-29
EPI_ISL_17618946,EPI_ISL_18035263,2,China,Shanghai,Guangdong,2023-04-20,2023-05-29
EPI_ISL_17618946,EPI_ISL_18034339,2,China,Shanghai,Guangdong,2023-04-20,2023-05-31
EPI_ISL_17618946,EPI_ISL_17808278,3,China,Shanghai,Yunnan,2023-04-20,2023-05-31
EPI_ISL_17618946,EPI_ISL_17808108,3,China,Shanghai,Sichuan,2023-04-20,2023-06-01
EPI_ISL_17618946,EPI_ISL_17808115,2,China,Shanghai,Sichuan,2023-04-20,2023-06-01
EPI_ISL_17618946,EPI_ISL_17836753,2,China,Shanghai,Shanghai,2023-04-20,2023-06-02
EPI_ISL_17618946,EPI_ISL_17830474,3,China,Shanghai,Yunnan,2023-04-20,2023-06-03
EPI_ISL_17618946,EPI_ISL_17811092,2,China,Shanghai,Shanghai,2023-04-20,2023-06-03
EPI_ISL_17618946,EPI_ISL_17811075,2,China,Shanghai,Shanghai,2023-04-20,2023-06-03
EPI_ISL_17618946,EPI_ISL_18036274,5,China,Shanghai,Guangdong,2023-04-20,2023-06-03
EPI_ISL_17618946,EPI_ISL_17811121,2,China,Shanghai,Shanghai,2023-04-20,2023-06-04
EPI_ISL_17618946,EPI_ISL_17811112,2,China,Shanghai,Shanghai,2023-04-20,2023-06-04
EPI_ISL_17618946,EPI_ISL_17850350,3,China,Shanghai,Heilongjiang,2023-04-20,2023-06-05
EPI_ISL_17618946,EPI_ISL_17836685,3,China,Shanghai,Shanghai,2023-04-20,2023-06-05
EPI_ISL_17618946,EPI_ISL_18036352,4,China,Shanghai,Guangdong,2023-04-20,2023-06-06
EPI_ISL_17618946,EPI_ISL_18438247,2,China,Shanghai,Beijing,2023-04-20,2023-06-06
EPI_ISL_17618946,EPI_ISL_17962828,2,China,Shanghai,Sichuan,2023-04-20,2023-06-07
EPI_ISL_17618946,EPI_ISL_17836552,2,China,Shanghai,Shanghai,2023-04-20,2023-06-07
EPI_ISL_17618946,EPI_ISL_17980921,2,China,Shanghai,Shanxi,2023-04-20,2023-06-09
EPI_ISL_17618946,EPI_ISL_18495179,2,China,Shanghai,Shanxi,2023-04-20,2023-06-09
EPI_ISL_17618946,EPI_ISL_17999193,2,China,Shanghai,Yunnan,2023-04-20,2023-06-09
EPI_ISL_17618946,EPI_ISL_17836549,3,China,Shanghai,Shanghai,2023-04-20,2023-06-09
EPI_ISL_17618946,EPI_ISL_17850740,2,China,Shanghai,Sichuan,2023-04-20,2023-06-10
EPI_ISL_17618946,EPI_ISL_17850742,3,China,Shanghai,Sichuan,2023-04-20,2023-06-10
EPI_ISL_17618946,EPI_ISL_17836442,2,China,Shanghai,Shanghai,2023-04-20,2023-06-11
EPI_ISL_17618946,EPI_ISL_17999037,2,China,Shanghai,Xinjiang,2023-04-20,2023-06-11
EPI_ISL_17618946,EPI_ISL_17957052,2,China,Shanghai,Shanghai,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_18036513,4,China,Shanghai,Guangdong,2023-04-20,2023-06-12
EPI_ISL_17618946,EPI_ISL_17957077,2,China,Shanghai,Shanghai,2023-04-20,2023-06-13
EPI_ISL_17618946,EPI_ISL_17836474,2,China,Shanghai,Shanghai,2023-04-20,2023-06-13
EPI_ISL_17618946,EPI_ISL_17836894,3,China,Shanghai,Shanghai,2023-04-20,2023-06-13
EPI_ISL_17618946,EPI_ISL_18034750,3,China,Shanghai,Guangdong,2023-04-20,2023-06-13
EPI_ISL_17618946,EPI_ISL_18138025,5,China,Shanghai,Gansu,2023-04-20,2023-06-14
EPI_ISL_17618946,EPI_ISL_17957027,3,China,Shanghai,Shanghai,2023-04-20,2023-06-15
EPI_ISL_17618946,EPI_ISL_17957038,4,China,Shanghai,Shanghai,2023-04-20,2023-06-15
EPI_ISL_17618946,EPI_ISL_18036552,4,China,Shanghai,Guangdong,2023-04-20,2023-06-15
EPI_ISL_17618946,EPI_ISL_17962831,3,China,Shanghai,Sichuan,2023-04-20,2023-06-16
EPI_ISL_17618946,EPI_ISL_17988000,4,China,Shanghai,Henan,2023-04-20,2023-06-18
EPI_ISL_17618946,EPI_ISL_17850579,2,China,Shanghai,Heilongjiang,2023-04-20,2023-06-18
EPI_ISL_17618946,EPI_ISL_17987616,2,China,Shanghai,Shanghai,2023-04-20,2023-06-19
EPI_ISL_17618946,EPI_ISL_17989057,2,China,Shanghai,Sichuan,2023-04-20,2023-06-19
EPI_ISL_17618946,EPI_ISL_17956833,2,China,Shanghai,Shanghai,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_18105921,4,China,Shanghai,Jiangsu,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_17956709,2,China,Shanghai,Tianjin,2023-04-20,2023-06-20
EPI_ISL_17618946,EPI_ISL_17987593,3,China,Shanghai,Shanghai,2023-04-20,2023-06-21
EPI_ISL_17618946,EPI_ISL_18049813,2,China,Shanghai,Sichuan,2023-04-20,2023-06-21
EPI_ISL_17618946,EPI_ISL_18037358,2,China,Shanghai,Jiangsu,2023-04-20,2023-06-22
EPI_ISL_17618946,EPI_ISL_18040244,3,China,Shanghai,Qinghai,2023-04-20,2023-06-23
EPI_ISL_17618946,EPI_ISL_17956878,4,China,Shanghai,Shanghai,2023-04-20,2023-06-23
EPI_ISL_17618946,EPI_ISL_17956881,2,China,Shanghai,Shanghai,2023-04-20,2023-06-23
EPI_ISL_17618946,EPI_ISL_18033657,5,China,Shanghai,Guangdong,2023-04-20,2023-06-24
EPI_ISL_17618946,EPI_ISL_18034503,2,China,Shanghai,Guangdong,2023-04-20,2023-06-24
EPI_ISL_17618946,EPI_ISL_17987723,2,China,Shanghai,Shanghai,2023-04-20,2023-06-25
EPI_ISL_17618946,EPI_ISL_18074445,2,China,Shanghai,Shanghai,2023-04-20,2023-06-25
EPI_ISL_17618946,EPI_ISL_18036693,2,China,Shanghai,Guangdong,2023-04-20,2023-06-26
EPI_ISL_17618946,EPI_ISL_18034768,4,China,Shanghai,Guangdong,2023-04-20,2023-06-27
