source,target,weight,s_country,s_prov,t_prov,s_date,t_date
EPI_ISL_18070571,EPI_ISL_16702208,3,China,Shandong,Gansu,2022-11-28,2023-01-06
EPI_ISL_16636163,EPI_ISL_16635853,1,China,Xinjiang,Xinjiang,2022-12-26,2023-01-03
EPI_ISL_16636163,EPI_ISL_17501726,5,China,Xinjiang,Xinjiang,2022-12-26,2023-03-03
EPI_ISL_16635847,EPI_ISL_16636074,1,China,Xinjiang,Xinjiang,2023-01-02,2022-12-25
EPI_ISL_16635847,EPI_ISL_16610780,2,China,Xinjiang,Fujian,2023-01-02,2023-01-07
EPI_ISL_16635847,EPI_ISL_16635874,2,China,Xinjiang,Xinjiang,2023-01-02,2023-01-10
EPI_ISL_16635847,EPI_ISL_16635958,3,China,Xinjiang,Xinjiang,2023-01-02,2023-01-11
EPI_ISL_16635847,EPI_ISL_16970272,3,China,Xinjiang,Sichuan,2023-01-02,2023-02-13
EPI_ISL_16635847,EPI_ISL_17545749,4,China,Xinjiang,Sichuan,2023-01-02,2023-03-26
EPI_ISL_16610095,EPI_ISL_16597083,1,China,Anhui,Jiangxi,2023-01-05,2022-12-02
EPI_ISL_16610095,EPI_ISL_16635846,3,China,Anhui,Xinjiang,2023-01-05,2023-01-02
EPI_ISL_16610095,EPI_ISL_16458302,1,China,Anhui,Gansu,2023-01-05,2023-01-03
EPI_ISL_16610095,EPI_ISL_17494991,1,China,Anhui,Gansu,2023-01-05,2023-03-02
EPI_ISL_16610095,EPI_ISL_17495001,1,China,Anhui,Gansu,2023-01-05,2023-03-07
EPI_ISL_16610095,EPI_ISL_17031620,3,China,Anhui,Hebei,2023-01-05,2023-01-08
EPI_ISL_16610095,EPI_ISL_17501653,3,China,Anhui,Xinjiang,2023-01-05,2023-02-07
EPI_ISL_16610095,EPI_ISL_17494978,6,China,Anhui,Gansu,2023-01-05,2023-02-16
EPI_ISL_16610095,EPI_ISL_17494694,6,China,Anhui,Gansu,2023-01-05,2023-03-22
EPI_ISL_16610095,EPI_ISL_17830313,3,China,Anhui,Gansu,2023-01-05,2023-03-23
EPI_ISL_16610095,EPI_ISL_16634604,2,China,Anhui,Shanghai,2023-01-05,2022-12-03
EPI_ISL_16610095,EPI_ISL_17493673,2,China,Anhui,Anhui,2023-01-05,2023-01-23
EPI_ISL_16610095,EPI_ISL_16698285,3,China,Anhui,Chongqing,2023-01-05,2022-12-07
EPI_ISL_16610095,EPI_ISL_16825448,3,China,Anhui,Hainan,2023-01-05,2023-01-31
EPI_ISL_16610095,EPI_ISL_17488065,3,China,Anhui,Zhejiang,2023-01-05,2023-02-09
EPI_ISL_16698006,EPI_ISL_16880267,0,China,Xinjiang,Xinjiang,2023-01-22,2023-01-23
EPI_ISL_16698006,EPI_ISL_16869327,0,China,Xinjiang,Xinjiang,2023-01-22,2023-02-05
EPI_ISL_17488095,EPI_ISL_17494277,1,China,Zhejiang,Yunnan,2023-02-01,2023-03-09
EPI_ISL_17488095,EPI_ISL_17487844,1,China,Zhejiang,Zhejiang,2023-02-01,2023-03-17
EPI_ISL_17488095,EPI_ISL_16698041,4,China,Zhejiang,Xinjiang,2023-02-01,2023-01-15
EPI_ISL_17488095,EPI_ISL_17488296,0,China,Zhejiang,Zhejiang,2023-02-01,2023-02-03
EPI_ISL_17495371,EPI_ISL_16636166,1,China,Xinjiang,Xinjiang,2023-02-03,2022-12-28
EPI_ISL_17495371,EPI_ISL_17501735,1,China,Xinjiang,Xinjiang,2023-02-03,2023-02-16
EPI_ISL_17495371,EPI_ISL_17501585,4,China,Xinjiang,Xinjiang,2023-02-03,2023-03-23
EPI_ISL_17495371,EPI_ISL_17492704,9,China,Xinjiang,Heilongjiang,2023-02-03,2023-03-29
EPI_ISL_17501736,EPI_ISL_16635853,1,China,Xinjiang,Xinjiang,2023-02-09,2023-01-03
EPI_ISL_17485604,EPI_ISL_16921901,3,China,Jiangxi,Jiangsu,2023-02-11,2023-01-15
EPI_ISL_17501729,EPI_ISL_16636111,1,China,Xinjiang,Xinjiang,2023-02-24,2022-12-28
EPI_ISL_17501729,EPI_ISL_16636108,1,China,Xinjiang,Xinjiang,2023-02-24,2022-12-28
EPI_ISL_17501729,EPI_ISL_17501724,1,China,Xinjiang,Xinjiang,2023-02-24,2023-03-03
EPI_ISL_17501729,EPI_ISL_17501725,3,China,Xinjiang,Xinjiang,2023-02-24,2023-03-03
EPI_ISL_17501729,EPI_ISL_17775708,2,China,Xinjiang,Xinjiang,2023-02-24,2023-04-02
EPI_ISL_17501729,EPI_ISL_17501611,0,China,Xinjiang,Xinjiang,2023-02-24,2023-03-10
EPI_ISL_16712223,EPI_ISL_16634340,2,China,Guangdong,Shanghai,2022-12-21,2022-12-11
EPI_ISL_16712223,EPI_ISL_16911639,2,China,Guangdong,Shanxi,2022-12-21,2023-01-15
EPI_ISL_16712223,EPI_ISL_17501651,4,China,Guangdong,Xinjiang,2022-12-21,2023-02-07
EPI_ISL_16636080,EPI_ISL_16636147,0,China,Xinjiang,Xinjiang,2022-12-22,2022-12-28
EPI_ISL_16636072,EPI_ISL_16635963,4,China,Xinjiang,Xinjiang,2022-12-26,2023-01-10
EPI_ISL_16636072,EPI_ISL_17501742,4,China,Xinjiang,Hubei,2022-12-26,2023-03-13
EPI_ISL_16636149,EPI_ISL_17501730,5,China,Xinjiang,Xinjiang,2022-12-28,2023-02-24
EPI_ISL_16635865,EPI_ISL_16636072,4,China,Xinjiang,Xinjiang,2023-01-02,2022-12-26
EPI_ISL_16635865,EPI_ISL_16635963,4,China,Xinjiang,Xinjiang,2023-01-02,2023-01-10
EPI_ISL_16635865,EPI_ISL_17501742,4,China,Xinjiang,Hubei,2023-01-02,2023-03-13
EPI_ISL_16635860,EPI_ISL_16635845,0,China,Xinjiang,Xinjiang,2023-01-02,2023-01-02
EPI_ISL_16635850,EPI_ISL_16636072,4,China,Xinjiang,Xinjiang,2023-01-03,2022-12-26
EPI_ISL_16635850,EPI_ISL_16635963,4,China,Xinjiang,Xinjiang,2023-01-03,2023-01-10
EPI_ISL_16635850,EPI_ISL_17501742,4,China,Xinjiang,Hubei,2023-01-03,2023-03-13
EPI_ISL_16635963,EPI_ISL_17501742,4,China,Xinjiang,Hubei,2023-01-10,2023-03-13
EPI_ISL_17501649,EPI_ISL_17501652,0,China,Xinjiang,Xinjiang,2023-02-07,2023-02-07
EPI_ISL_17501737,EPI_ISL_16635863,2,China,Xinjiang,Xinjiang,2023-02-09,2023-01-04
EPI_ISL_17501737,EPI_ISL_16635869,4,China,Xinjiang,Xinjiang,2023-02-09,2023-01-09
EPI_ISL_17501737,EPI_ISL_17501734,4,China,Xinjiang,Xinjiang,2023-02-09,2023-02-16
EPI_ISL_17493052,EPI_ISL_17253391,0,China,Sichuan,Sichuan,2023-03-10,2023-03-10
EPI_ISL_17501647,EPI_ISL_17494705,0,China,Xinjiang,Xinjiang,2023-03-10,2023-03-10
EPI_ISL_17309112,EPI_ISL_17489294,0,China,Sichuan,Sichuan,2023-03-10,2023-03-10
EPI_ISL_16634345,EPI_ISL_16634645,2,China,Shanghai,Shanghai,2022-12-12,2022-12-03
EPI_ISL_16634345,EPI_ISL_16635879,1,China,Shanghai,Xinjiang,2022-12-12,2023-01-02
EPI_ISL_16634345,EPI_ISL_16670968,1,China,Shanghai,Jiangsu,2022-12-12,2023-01-04
EPI_ISL_16634345,EPI_ISL_17494066,3,China,Shanghai,Jiangxi,2022-12-12,2023-02-24
EPI_ISL_16634345,EPI_ISL_17488051,3,China,Shanghai,Zhejiang,2022-12-12,2023-02-25
EPI_ISL_16634345,EPI_ISL_17490514,4,China,Shanghai,Hebei,2022-12-12,2023-03-13
EPI_ISL_16634345,EPI_ISL_16390388,0,China,Shanghai,Hunan,2022-12-12,2022-12-31
EPI_ISL_16698041,EPI_ISL_16636030,6,China,Xinjiang,Xinjiang,2023-01-15,2022-12-25
EPI_ISL_16698041,EPI_ISL_16636089,2,China,Xinjiang,Xinjiang,2023-01-15,2022-12-27
EPI_ISL_16636170,EPI_ISL_16698021,4,China,Xinjiang,Xinjiang,2022-12-27,2023-01-22
EPI_ISL_16636170,EPI_ISL_16880258,5,China,Xinjiang,Xinjiang,2022-12-27,2023-01-31
EPI_ISL_16635196,EPI_ISL_16604805,2,China,Liaoning,Shandong,2022-12-29,2022-12-21
EPI_ISL_16635872,EPI_ISL_17501646,2,China,Xinjiang,Xinjiang,2023-01-09,2023-03-10
EPI_ISL_17501646,EPI_ISL_17494704,0,China,Xinjiang,Xinjiang,2023-03-10,2023-03-10
EPI_ISL_16634260,EPI_ISL_16634273,1,China,Beijing,Beijing,2022-10-07,2022-10-08
EPI_ISL_16634260,EPI_ISL_16641911,2,China,Beijing,Beijing,2022-10-07,2022-10-22
EPI_ISL_16634260,EPI_ISL_16641937,2,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16634254,0,China,Beijing,Beijing,2022-10-07,2022-10-07
EPI_ISL_16634260,EPI_ISL_16634261,0,China,Beijing,Beijing,2022-10-07,2022-10-07
EPI_ISL_16634260,EPI_ISL_16634272,0,China,Beijing,Beijing,2022-10-07,2022-10-08
EPI_ISL_16634260,EPI_ISL_16634271,0,China,Beijing,Beijing,2022-10-07,2022-10-08
EPI_ISL_16634260,EPI_ISL_16634291,0,China,Beijing,Beijing,2022-10-07,2022-10-09
EPI_ISL_16634260,EPI_ISL_16634292,0,China,Beijing,Beijing,2022-10-07,2022-10-09
EPI_ISL_16634260,EPI_ISL_16634287,0,China,Beijing,Beijing,2022-10-07,2022-10-09
EPI_ISL_16634260,EPI_ISL_16634300,0,China,Beijing,Beijing,2022-10-07,2022-10-11
EPI_ISL_16634260,EPI_ISL_16634306,0,China,Beijing,Beijing,2022-10-07,2022-10-12
EPI_ISL_16634260,EPI_ISL_16641850,0,China,Beijing,Beijing,2022-10-07,2022-10-16
EPI_ISL_16634260,EPI_ISL_16641865,0,China,Beijing,Beijing,2022-10-07,2022-10-17
EPI_ISL_16634260,EPI_ISL_16641867,0,China,Beijing,Beijing,2022-10-07,2022-10-17
EPI_ISL_16634260,EPI_ISL_16641863,0,China,Beijing,Beijing,2022-10-07,2022-10-17
EPI_ISL_16634260,EPI_ISL_16641896,0,China,Beijing,Beijing,2022-10-07,2022-10-20
EPI_ISL_16634260,EPI_ISL_16641894,0,China,Beijing,Beijing,2022-10-07,2022-10-20
EPI_ISL_16634260,EPI_ISL_16641897,0,China,Beijing,Beijing,2022-10-07,2022-10-20
EPI_ISL_16634260,EPI_ISL_16641898,0,China,Beijing,Beijing,2022-10-07,2022-10-20
EPI_ISL_16634260,EPI_ISL_16641901,0,China,Beijing,Beijing,2022-10-07,2022-10-21
EPI_ISL_16634260,EPI_ISL_16641903,0,China,Beijing,Beijing,2022-10-07,2022-10-21
EPI_ISL_16634260,EPI_ISL_16641904,0,China,Beijing,Beijing,2022-10-07,2022-10-21
EPI_ISL_16634260,EPI_ISL_16641912,0,China,Beijing,Beijing,2022-10-07,2022-10-22
EPI_ISL_16634260,EPI_ISL_16641915,0,China,Beijing,Beijing,2022-10-07,2022-10-22
EPI_ISL_16634260,EPI_ISL_16641916,0,China,Beijing,Beijing,2022-10-07,2022-10-22
EPI_ISL_16634260,EPI_ISL_16641917,0,China,Beijing,Beijing,2022-10-07,2022-10-22
EPI_ISL_16634260,EPI_ISL_16641923,0,China,Beijing,Beijing,2022-10-07,2022-10-23
EPI_ISL_16634260,EPI_ISL_16641924,0,China,Beijing,Beijing,2022-10-07,2022-10-23
EPI_ISL_16634260,EPI_ISL_16641926,0,China,Beijing,Beijing,2022-10-07,2022-10-23
EPI_ISL_16634260,EPI_ISL_16641928,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641933,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641931,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641929,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641930,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641932,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641934,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641935,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641936,0,China,Beijing,Beijing,2022-10-07,2022-10-24
EPI_ISL_16634260,EPI_ISL_16641943,0,China,Beijing,Beijing,2022-10-07,2022-10-25
EPI_ISL_16634260,EPI_ISL_16641955,0,China,Beijing,Beijing,2022-10-07,2022-10-26
EPI_ISL_16634260,EPI_ISL_16641956,0,China,Beijing,Beijing,2022-10-07,2022-10-26
EPI_ISL_16634260,EPI_ISL_16641954,0,China,Beijing,Beijing,2022-10-07,2022-10-26
EPI_ISL_16634260,EPI_ISL_16641957,0,China,Beijing,Beijing,2022-10-07,2022-10-26
EPI_ISL_16634260,EPI_ISL_16641953,0,China,Beijing,Beijing,2022-10-07,2022-10-26
EPI_ISL_16634260,EPI_ISL_16641962,0,China,Beijing,Beijing,2022-10-07,2022-10-27
EPI_ISL_16634260,EPI_ISL_16641964,0,China,Beijing,Beijing,2022-10-07,2022-10-27
EPI_ISL_16634260,EPI_ISL_16641963,0,China,Beijing,Beijing,2022-10-07,2022-10-27
EPI_ISL_16634260,EPI_ISL_16641973,0,China,Beijing,Beijing,2022-10-07,2022-10-28
EPI_ISL_16634260,EPI_ISL_16641972,0,China,Beijing,Beijing,2022-10-07,2022-10-28
EPI_ISL_16634260,EPI_ISL_16641978,0,China,Beijing,Beijing,2022-10-07,2022-10-28
EPI_ISL_16634260,EPI_ISL_16641977,0,China,Beijing,Beijing,2022-10-07,2022-10-28
EPI_ISL_16634260,EPI_ISL_16641975,0,China,Beijing,Beijing,2022-10-07,2022-10-28
EPI_ISL_16634260,EPI_ISL_16641987,0,China,Beijing,Beijing,2022-10-07,2022-10-29
EPI_ISL_16634260,EPI_ISL_16642005,0,China,Beijing,Beijing,2022-10-07,2022-10-30
EPI_ISL_16634260,EPI_ISL_16642013,0,China,Beijing,Beijing,2022-10-07,2022-10-31
EPI_ISL_16634260,EPI_ISL_16642011,0,China,Beijing,Beijing,2022-10-07,2022-10-31
EPI_ISL_16634273,EPI_ISL_16641911,2,China,Beijing,Beijing,2022-10-08,2022-10-22
EPI_ISL_16634273,EPI_ISL_16641937,2,China,Beijing,Beijing,2022-10-08,2022-10-24
EPI_ISL_16923041,EPI_ISL_16634260,1,China,Tianjin,Beijing,2022-11-05,2022-10-07
EPI_ISL_16923041,EPI_ISL_16641911,2,China,Tianjin,Beijing,2022-11-05,2022-10-22
EPI_ISL_16923041,EPI_ISL_16641937,2,China,Tianjin,Beijing,2022-11-05,2022-10-24
EPI_ISL_16923041,EPI_ISL_16923029,1,China,Tianjin,Tianjin,2022-11-05,2022-10-30
EPI_ISL_16923041,EPI_ISL_17088796,1,China,Tianjin,Guangxi,2022-11-05,2022-11-20
EPI_ISL_16923041,EPI_ISL_17088650,1,China,Tianjin,Guangxi,2022-11-05,2022-11-25
EPI_ISL_16923041,EPI_ISL_17088852,1,China,Tianjin,Guangxi,2022-11-05,2022-11-28
EPI_ISL_16923041,EPI_ISL_17088807,1,China,Tianjin,Guangxi,2022-11-05,2022-12-04
EPI_ISL_16923041,EPI_ISL_16633891,1,China,Tianjin,Anhui,2022-11-05,2022-12-07
EPI_ISL_16923041,EPI_ISL_17487382,1,China,Tianjin,Hubei,2022-11-05,2022-12-09
EPI_ISL_16923041,EPI_ISL_16634718,1,China,Tianjin,Shanghai,2022-11-05,2022-12-09
EPI_ISL_16923041,EPI_ISL_16635536,1,China,Tianjin,Zhejiang,2022-11-05,2022-12-12
EPI_ISL_16923041,EPI_ISL_17487380,1,China,Tianjin,Hubei,2022-11-05,2022-12-12
EPI_ISL_16923041,EPI_ISL_17487378,1,China,Tianjin,Hubei,2022-11-05,2022-12-12
EPI_ISL_16923041,EPI_ISL_16604398,1,China,Tianjin,Shandong,2022-11-05,2022-12-14
EPI_ISL_16923041,EPI_ISL_16636020,1,China,Tianjin,Xinjiang,2022-11-05,2022-12-16
EPI_ISL_16923041,EPI_ISL_17487376,1,China,Tianjin,Hubei,2022-11-05,2022-12-16
EPI_ISL_16923041,EPI_ISL_16617213,1,China,Tianjin,Hubei,2022-11-05,2022-12-16
EPI_ISL_16923041,EPI_ISL_17487389,1,China,Tianjin,Hubei,2022-11-05,2022-12-17
EPI_ISL_16923041,EPI_ISL_16617214,1,China,Tianjin,Hubei,2022-11-05,2022-12-17
EPI_ISL_16923041,EPI_ISL_16617231,1,China,Tianjin,Hubei,2022-11-05,2022-12-17
EPI_ISL_16923041,EPI_ISL_17487375,1,China,Tianjin,Hubei,2022-11-05,2022-12-18
EPI_ISL_16923041,EPI_ISL_17487374,1,China,Tianjin,Hubei,2022-11-05,2022-12-18
EPI_ISL_16923041,EPI_ISL_17487373,1,China,Tianjin,Hubei,2022-11-05,2022-12-18
EPI_ISL_16923041,EPI_ISL_16635410,1,China,Tianjin,Zhejiang,2022-11-05,2022-12-19
EPI_ISL_16923041,EPI_ISL_16520396,1,China,Tianjin,Beijing,2022-11-05,2022-12-19
EPI_ISL_16923041,EPI_ISL_16636057,1,China,Tianjin,Xinjiang,2022-11-05,2022-12-21
EPI_ISL_16923041,EPI_ISL_16636182,1,China,Tianjin,Guizhou,2022-11-05,2022-12-21
EPI_ISL_16923041,EPI_ISL_16636070,1,China,Tianjin,Xinjiang,2022-11-05,2022-12-25
EPI_ISL_16923041,EPI_ISL_16636161,1,China,Tianjin,Xinjiang,2022-11-05,2022-12-26
EPI_ISL_16923041,EPI_ISL_16604443,1,China,Tianjin,Shandong,2022-11-05,2022-12-26
EPI_ISL_16923041,EPI_ISL_16757969,1,China,Tianjin,Shandong,2022-11-05,2022-12-26
EPI_ISL_16923041,EPI_ISL_16636172,1,China,Tianjin,Xinjiang,2022-11-05,2022-12-27
EPI_ISL_16923041,EPI_ISL_16481449,1,China,Tianjin,Zhejiang,2022-11-05,2022-12-28
EPI_ISL_16923041,EPI_ISL_16616861,1,China,Tianjin,Hubei,2022-11-05,2022-12-29
EPI_ISL_16923041,EPI_ISL_16635200,1,China,Tianjin,Liaoning,2022-11-05,2022-12-29
EPI_ISL_16923041,EPI_ISL_16635207,1,China,Tianjin,Liaoning,2022-11-05,2022-12-30
EPI_ISL_16923041,EPI_ISL_16604557,1,China,Tianjin,Shandong,2022-11-05,2022-12-30
EPI_ISL_16923041,EPI_ISL_16635907,1,China,Tianjin,Xinjiang,2022-11-05,2023-01-02
EPI_ISL_16923041,EPI_ISL_16635897,1,China,Tianjin,Xinjiang,2022-11-05,2023-01-02
EPI_ISL_16923041,EPI_ISL_16635216,1,China,Tianjin,Liaoning,2022-11-05,2023-01-02
EPI_ISL_16923041,EPI_ISL_16635854,1,China,Tianjin,Xinjiang,2022-11-05,2023-01-04
EPI_ISL_16923041,EPI_ISL_16646073,1,China,Tianjin,Yunnan,2022-11-05,2023-01-05
EPI_ISL_16923041,EPI_ISL_16608468,1,China,Tianjin,Henan,2022-11-05,2023-01-05
EPI_ISL_16923041,EPI_ISL_16635799,1,China,Tianjin,Zhejiang,2022-11-05,2023-01-09
EPI_ISL_16923041,EPI_ISL_16616918,1,China,Tianjin,Hubei,2022-11-05,2023-01-10
EPI_ISL_16923041,EPI_ISL_16610896,1,China,Tianjin,Anhui,2022-11-05,2023-01-11
EPI_ISL_16923041,EPI_ISL_16617046,1,China,Tianjin,Hubei,2022-11-05,2023-01-11
EPI_ISL_16923041,EPI_ISL_16598628,1,China,Tianjin,Anhui,2022-11-05,2023-01-12
