source,target,weight,s_country,t_prov,s_date,t_date
EPI_ISL_18273561,EPI_ISL_18108347,3,United Kingdom,Shanghai,2023-09-07,2023-07-25
EPI_ISL_18139825,EPI_ISL_18108346,6,South Korea,Shanghai,2023-07-27,2023-07-25
EPI_ISL_18278758,EPI_ISL_18108892,1,USA,Xinjiang,2023-08-29,2023-07-25
EPI_ISL_17662326,EPI_ISL_18108539,6,Canada,Shanghai,2023-05-05,2023-07-27
EPI_ISL_18256007,EPI_ISL_18108479,1,Spain,Shanghai,2023-08-25,2023-07-28
EPI_ISL_18225451,EPI_ISL_18161022,3,Australia,Xinjiang,2023-08-29,2023-07-28
EPI_ISL_18369177,EPI_ISL_18161053,3,USA,Xinjiang,2023-09-26,2023-07-28
EPI_ISL_18231763,EPI_ISL_18161054,1,New Zealand,Xinjiang,2023-08-19,2023-07-28
EPI_ISL_18461114,EPI_ISL_18166147,4,South Korea,Sichuan,2023-09-30,2023-07-29
EPI_ISL_18328691,EPI_ISL_18133807,1,USA,Anhui,2023-09-06,2023-07-30
EPI_ISL_18402043,EPI_ISL_18277168,2,Japan,Anhui,2023-09-26,2023-07-31
EPI_ISL_18453526,EPI_ISL_18138078,3,USA,Shanghai,2023-09-08,2023-07-31
EPI_ISL_18503454,EPI_ISL_18108617,2,Australia,Shanghai,2023-10-30,2023-07-31
EPI_ISL_18214769,EPI_ISL_18108625,0,Japan,Shanghai,2023-08-04,2023-07-31
EPI_ISL_18466307,EPI_ISL_18078262,1,Croatia,Hubei,2023-10-04,2023-07-31
EPI_ISL_18236638,EPI_ISL_18078161,3,South Korea,Fujian,2023-08-12,2023-07-31
EPI_ISL_18454213,EPI_ISL_18324118,1,Japan,Xinjiang,2023-10-13,2023-08-01
EPI_ISL_18496067,EPI_ISL_18108607,1,Japan,Shanghai,2023-10-23,2023-08-01
EPI_ISL_18324299,EPI_ISL_18108598,1,Japan,Shanghai,2023-09-05,2023-08-01
EPI_ISL_18244322,EPI_ISL_18245979,2,Denmark,Heilongjiang,2023-07-31,2023-08-01
EPI_ISL_18139825,EPI_ISL_18105559,1,South Korea,Hubei,2023-07-27,2023-08-01
EPI_ISL_18407656,EPI_ISL_18292650,4,USA,Anhui,2023-09-28,2023-08-01
EPI_ISL_18331069,EPI_ISL_18146058,1,Japan,Hubei,2023-09-12,2023-08-01
EPI_ISL_18047603,EPI_ISL_18246143,6,South Korea,Heilongjiang,2023-07-09,2023-08-01
EPI_ISL_18405125,EPI_ISL_18138175,1,Germany,Shanghai,2023-09-28,2023-08-01
EPI_ISL_18453526,EPI_ISL_18166234,3,USA,Yunnan,2023-09-08,2023-08-02
EPI_ISL_18399567,EPI_ISL_18166290,4,Sweden,Yunnan,2023-10-06,2023-08-03
EPI_ISL_18315957,EPI_ISL_18078267,0,USA,Hubei,2023-09-02,2023-08-03
EPI_ISL_18331069,EPI_ISL_18246228,2,Japan,Liaoning,2023-09-12,2023-08-03
EPI_ISL_18047423,EPI_ISL_18108325,3,South Korea,Fujian,2023-07-08,2023-08-03
EPI_ISL_18239506,EPI_ISL_18111156,5,South Korea,Yunnan,2023-08-18,2023-08-04
EPI_ISL_18273561,EPI_ISL_18105543,4,United Kingdom,Hubei,2023-09-07,2023-08-04
EPI_ISL_18408689,EPI_ISL_18289913,1,South Korea,Henan,2023-09-18,2023-08-05
EPI_ISL_18139764,EPI_ISL_18217118,1,South Korea,Guizhou,2023-07-24,2023-08-05
EPI_ISL_18343390,EPI_ISL_18254172,4,Germany,Henan,2023-09-19,2023-08-05
EPI_ISL_18047603,EPI_ISL_18138089,1,South Korea,Shanghai,2023-07-09,2023-08-05
EPI_ISL_18306754,EPI_ISL_18324106,3,Hong Kong,Xinjiang,2023-08-29,2023-08-05
EPI_ISL_18278758,EPI_ISL_18232511,2,USA,Shanghai,2023-08-29,2023-08-06
EPI_ISL_18453526,EPI_ISL_18114750,6,USA,Shanghai,2023-09-08,2023-08-06
EPI_ISL_18279008,EPI_ISL_18138172,2,Singapore,Shanghai,2023-08-14,2023-08-06
EPI_ISL_18124847,EPI_ISL_18138149,0,USA,Shanghai,2023-08-13,2023-08-06
EPI_ISL_18324506,EPI_ISL_18114765,2,Australia,Shanghai,2023-09-10,2023-08-07
EPI_ISL_18503454,EPI_ISL_18114704,2,Australia,Shanghai,2023-10-30,2023-08-07
EPI_ISL_18391945,EPI_ISL_18232751,3,Japan,Sichuan,2023-09-27,2023-08-08
EPI_ISL_18138560,EPI_ISL_18324127,1,USA,Xinjiang,2023-08-12,2023-08-08
EPI_ISL_18225451,EPI_ISL_18268499,0,Australia,Shanghai,2023-08-29,2023-08-08
EPI_ISL_17662326,EPI_ISL_18324097,3,Canada,Xinjiang,2023-05-05,2023-08-08
EPI_ISL_18325016,EPI_ISL_18245903,1,Japan,Heilongjiang,2023-08-25,2023-08-08
EPI_ISL_17662326,EPI_ISL_18138189,3,Canada,Shanghai,2023-05-05,2023-08-08
EPI_ISL_18347733,EPI_ISL_18146086,4,Australia,Hubei,2023-09-24,2023-08-09
EPI_ISL_18300598,EPI_ISL_18146071,3,Australia,Hubei,2023-09-06,2023-08-09
EPI_ISL_18381987,EPI_ISL_18138104,1,South Korea,Shanghai,2023-09-18,2023-08-09
EPI_ISL_17662326,EPI_ISL_18495761,6,Canada,Gansu,2023-05-05,2023-08-09
EPI_ISL_18138560,EPI_ISL_18324101,6,USA,Xinjiang,2023-08-12,2023-08-10
EPI_ISL_18431364,EPI_ISL_18208563,0,Canada,Shanghai,2023-09-28,2023-08-10
EPI_ISL_18147277,EPI_ISL_18232740,0,USA,Sichuan,2023-08-19,2023-08-10
EPI_ISL_18208204,EPI_ISL_18438269,2,Japan,Beijing,2023-08-14,2023-08-10
EPI_ISL_18139825,EPI_ISL_18217181,1,South Korea,Hubei,2023-07-27,2023-08-10
EPI_ISL_18399967,EPI_ISL_18208543,0,USA,Shanghai,2023-09-28,2023-08-11
EPI_ISL_18473448,EPI_ISL_18208585,2,Singapore,Shanghai,2023-10-27,2023-08-11
EPI_ISL_18417357,EPI_ISL_18166398,5,Russia,Yunnan,2023-08-28,2023-08-11
EPI_ISL_18141095,EPI_ISL_18114886,0,Singapore,Shanghai,2023-08-19,2023-08-11
EPI_ISL_18231693,EPI_ISL_18114829,2,New Zealand,Shanghai,2023-08-27,2023-08-11
EPI_ISL_18452669,EPI_ISL_18145981,1,Canada,Hubei,2023-10-10,2023-08-11
EPI_ISL_18220240,EPI_ISL_18284761,2,France,Hubei,2023-08-14,2023-08-11
EPI_ISL_18151047,EPI_ISL_18114894,0,Canada,Shanghai,2023-08-20,2023-08-11
EPI_ISL_18082827,EPI_ISL_18114823,7,Singapore,Shanghai,2023-07-03,2023-08-11
EPI_ISL_18278758,EPI_ISL_18495367,2,USA,Shanxi,2023-08-29,2023-08-11
EPI_ISL_18293416,EPI_ISL_18138117,2,South Korea,Shanghai,2023-08-28,2023-08-12
EPI_ISL_18324659,EPI_ISL_18389001,4,Thailand,Xinjiang,2023-09-04,2023-08-12
EPI_ISL_18138560,EPI_ISL_18324093,3,USA,Xinjiang,2023-08-12,2023-08-12
EPI_ISL_18352558,EPI_ISL_18208552,2,Australia,Shanghai,2023-09-18,2023-08-12
EPI_ISL_18312904,EPI_ISL_18166257,1,South Korea,Yunnan,2023-09-04,2023-08-13
EPI_ISL_18278758,EPI_ISL_18268228,3,USA,Qinghai,2023-08-29,2023-08-13
EPI_ISL_18472870,EPI_ISL_18138040,2,Japan,Shanghai,2023-10-19,2023-08-14
EPI_ISL_18067366,EPI_ISL_18138289,0,South Korea,Shanghai,2023-07-04,2023-08-14
EPI_ISL_18306220,EPI_ISL_18146012,2,Japan,Hubei,2023-09-07,2023-08-14
EPI_ISL_18324506,EPI_ISL_18138287,3,Australia,Shanghai,2023-09-10,2023-08-14
EPI_ISL_18459307,EPI_ISL_18289763,7,New Zealand,Anhui,2023-10-02,2023-08-14
EPI_ISL_18500124,EPI_ISL_18217199,3,Malaysia,Hubei,2023-10-23,2023-08-14
EPI_ISL_18416722,EPI_ISL_18208534,4,Russia,Shanghai,2023-10-02,2023-08-14
EPI_ISL_17662326,EPI_ISL_18388996,4,Canada,Xinjiang,2023-05-05,2023-08-14
EPI_ISL_18361336,EPI_ISL_18389016,3,Australia,Xinjiang,2023-09-23,2023-08-14
EPI_ISL_18139825,EPI_ISL_18388978,5,South Korea,Xinjiang,2023-07-27,2023-08-14
EPI_ISL_18452669,EPI_ISL_18388993,1,Canada,Xinjiang,2023-10-10,2023-08-14
EPI_ISL_18331069,EPI_ISL_18389049,3,Japan,Xinjiang,2023-09-12,2023-08-15
EPI_ISL_18147251,EPI_ISL_18146008,3,USA,Hubei,2023-08-18,2023-08-15
EPI_ISL_18118435,EPI_ISL_18146025,2,Spain,Hubei,2023-08-01,2023-08-15
EPI_ISL_18387849,EPI_ISL_18241565,2,France,Yunnan,2023-09-28,2023-08-15
EPI_ISL_18453526,EPI_ISL_18232746,6,USA,Sichuan,2023-09-08,2023-08-15
EPI_ISL_18236561,EPI_ISL_18138051,0,South Korea,Shanghai,2023-08-10,2023-08-15
EPI_ISL_18257636,EPI_ISL_18401848,1,Thailand,Shanxi,2023-08-21,2023-08-15
EPI_ISL_18402558,EPI_ISL_18166202,0,Japan,Yunnan,2023-09-21,2023-08-16
EPI_ISL_18139825,EPI_ISL_18166245,2,South Korea,Yunnan,2023-07-27,2023-08-16
EPI_ISL_18410778,EPI_ISL_18138066,3,USA,Shanghai,2023-09-13,2023-08-16
EPI_ISL_18139825,EPI_ISL_18254192,4,South Korea,Hubei,2023-07-27,2023-08-16
EPI_ISL_17996114,EPI_ISL_18146029,3,USA,Hubei,2023-07-07,2023-08-16
EPI_ISL_18388660,EPI_ISL_18208636,2,France,Shanghai,2023-10-02,2023-08-16
EPI_ISL_18047603,EPI_ISL_18389006,2,South Korea,Xinjiang,2023-07-09,2023-08-17
EPI_ISL_18419664,EPI_ISL_18232734,0,Malaysia,Sichuan,2023-10-10,2023-08-17
EPI_ISL_18139825,EPI_ISL_18217222,2,South Korea,Hubei,2023-07-27,2023-08-17
EPI_ISL_18047603,EPI_ISL_18388983,4,South Korea,Xinjiang,2023-07-09,2023-08-17
EPI_ISL_18453526,EPI_ISL_18241549,6,USA,Yunnan,2023-09-08,2023-08-17
EPI_ISL_17996114,EPI_ISL_18217229,2,USA,Hubei,2023-07-07,2023-08-18
EPI_ISL_18453526,EPI_ISL_18495394,2,USA,Shanxi,2023-09-08,2023-08-18
EPI_ISL_18288826,EPI_ISL_18208361,4,USA,Shanghai,2023-08-29,2023-08-18
EPI_ISL_17662326,EPI_ISL_18166273,2,Canada,Yunnan,2023-05-05,2023-08-18
EPI_ISL_18500124,EPI_ISL_18241460,8,Malaysia,Yunnan,2023-10-23,2023-08-18
EPI_ISL_18324899,EPI_ISL_18208362,1,Australia,Shanghai,2023-09-05,2023-08-18
EPI_ISL_18158229,EPI_ISL_18208359,0,Denmark,Shanghai,2023-08-14,2023-08-18
EPI_ISL_18331069,EPI_ISL_18268212,4,Japan,Liaoning,2023-09-12,2023-08-18
EPI_ISL_18273561,EPI_ISL_18495398,4,United Kingdom,Shanxi,2023-09-07,2023-08-18
EPI_ISL_18047386,EPI_ISL_18246326,2,South Korea,Sichuan,2023-07-08,2023-08-19
EPI_ISL_18500110,EPI_ISL_18246338,5,Malaysia,Sichuan,2023-10-11,2023-08-19
EPI_ISL_18435484,EPI_ISL_18246322,1,USA,Sichuan,2023-08-29,2023-08-19
EPI_ISL_18384796,EPI_ISL_18246257,0,Japan,Sichuan,2023-09-30,2023-08-19
EPI_ISL_18208204,EPI_ISL_18246243,1,Japan,Sichuan,2023-08-14,2023-08-20
EPI_ISL_18461028,EPI_ISL_18268213,2,South Korea,Liaoning,2023-10-03,2023-08-20
EPI_ISL_18324506,EPI_ISL_18241511,3,Australia,Yunnan,2023-09-10,2023-08-20
EPI_ISL_18437881,EPI_ISL_18166209,1,Switzerland,Yunnan,2023-10-08,2023-08-20
EPI_ISL_18147251,EPI_ISL_18232572,1,USA,Shanghai,2023-08-18,2023-08-20
EPI_ISL_18452669,EPI_ISL_18320945,1,Canada,Xinjiang,2023-10-10,2023-08-21
EPI_ISL_18278758,EPI_ISL_18320912,0,USA,Xinjiang,2023-08-29,2023-08-21
EPI_ISL_18139825,EPI_ISL_18320942,4,South Korea,Xinjiang,2023-07-27,2023-08-21
EPI_ISL_17662326,EPI_ISL_18245975,2,Canada,Heilongjiang,2023-05-05,2023-08-21
EPI_ISL_18300598,EPI_ISL_18208400,5,Australia,Shanghai,2023-09-06,2023-08-21
EPI_ISL_18411509,EPI_ISL_18208407,2,Australia,Shanghai,2023-09-25,2023-08-21
EPI_ISL_18417336,EPI_ISL_18217179,0,Russia,Hubei,2023-09-13,2023-08-21
EPI_ISL_18165840,EPI_ISL_18208646,2,South Korea,Shanghai,2023-08-10,2023-08-21
EPI_ISL_18399010,EPI_ISL_18208599,0,Croatia,Shanghai,2023-09-16,2023-08-21
EPI_ISL_18453526,EPI_ISL_18208399,4,USA,Shanghai,2023-09-08,2023-08-21
EPI_ISL_18243963,EPI_ISL_18208398,0,Hong Kong,Shanghai,2023-08-25,2023-08-21
EPI_ISL_18278981,EPI_ISL_18268417,1,Singapore,Shanghai,2023-08-14,2023-08-22
EPI_ISL_18293398,EPI_ISL_18438219,2,South Korea,Beijing,2023-08-27,2023-08-22
EPI_ISL_18278758,EPI_ISL_18241462,1,USA,Yunnan,2023-08-29,2023-08-22
EPI_ISL_18047603,EPI_ISL_18246341,5,South Korea,Sichuan,2023-07-09,2023-08-22
EPI_ISL_18488357,EPI_ISL_18246049,2,New Zealand,Heilongjiang,2023-10-22,2023-08-22
EPI_ISL_18453526,EPI_ISL_18213221,7,USA,Fujian,2023-09-08,2023-08-22
EPI_ISL_18139825,EPI_ISL_18146052,4,South Korea,Hubei,2023-07-27,2023-08-22
EPI_ISL_18410955,EPI_ISL_18217227,0,Australia,Hubei,2023-09-24,2023-08-22
EPI_ISL_18500110,EPI_ISL_18401854,4,Malaysia,Shanxi,2023-10-11,2023-08-22
EPI_ISL_17996114,EPI_ISL_18146061,1,USA,Hubei,2023-07-07,2023-08-22
EPI_ISL_18239506,EPI_ISL_18232598,3,South Korea,Shanghai,2023-08-18,2023-08-22
EPI_ISL_18361910,EPI_ISL_18438153,2,Singapore,Beijing,2023-10-02,2023-08-22
EPI_ISL_18278758,EPI_ISL_18438168,5,USA,Beijing,2023-08-29,2023-08-22
EPI_ISL_18118435,EPI_ISL_18388972,10,Spain,Xinjiang,2023-08-01,2023-08-22
EPI_ISL_18457105,EPI_ISL_18268211,2,Canada,Liaoning,2023-10-21,2023-08-22
EPI_ISL_18243407,EPI_ISL_18438210,1,Singapore,Beijing,2023-09-04,2023-08-23
EPI_ISL_18500110,EPI_ISL_18246344,1,Malaysia,Sichuan,2023-10-11,2023-08-23
EPI_ISL_18288826,EPI_ISL_18304202,2,USA,Fujian,2023-08-29,2023-08-23
EPI_ISL_18399010,EPI_ISL_18241490,1,Croatia,Yunnan,2023-09-16,2023-08-23
EPI_ISL_18275996,EPI_ISL_18208629,2,USA,Shanghai,2023-08-29,2023-08-23
EPI_ISL_18047386,EPI_ISL_18284719,3,South Korea,Hubei,2023-07-08,2023-08-24
EPI_ISL_18139825,EPI_ISL_18320943,2,South Korea,Xinjiang,2023-07-27,2023-08-24
EPI_ISL_18278981,EPI_ISL_18401778,1,Singapore,Shanxi,2023-08-14,2023-08-24
EPI_ISL_18453526,EPI_ISL_18292796,6,USA,Yunnan,2023-09-08,2023-08-24
EPI_ISL_18239086,EPI_ISL_18438148,5,USA,Beijing,2023-08-28,2023-08-24
EPI_ISL_18117316,EPI_ISL_18320920,3,South Korea,Xinjiang,2023-07-24,2023-08-24
EPI_ISL_18067366,EPI_ISL_18320936,1,South Korea,Xinjiang,2023-07-04,2023-08-24
EPI_ISL_18361403,EPI_ISL_18292705,3,Australia,Yunnan,2023-09-29,2023-08-24
EPI_ISL_18352558,EPI_ISL_18166119,2,Australia,Gansu,2023-09-18,2023-08-24
EPI_ISL_18140429,EPI_ISL_18268194,3,South Korea,Liaoning,2023-08-04,2023-08-24
EPI_ISL_18328691,EPI_ISL_18246092,4,USA,Heilongjiang,2023-09-06,2023-08-24
EPI_ISL_18382662,EPI_ISL_18285032,4,South Korea,Sichuan,2023-09-18,2023-08-25
EPI_ISL_18138560,EPI_ISL_18320955,4,USA,Xinjiang,2023-08-12,2023-08-25
EPI_ISL_18338808,EPI_ISL_18208454,4,Sweden,Shanghai,2023-09-19,2023-08-25
EPI_ISL_18239506,EPI_ISL_18208455,3,South Korea,Shanghai,2023-08-18,2023-08-25
EPI_ISL_18139825,EPI_ISL_18268425,5,South Korea,Shanghai,2023-07-27,2023-08-25
EPI_ISL_18047386,EPI_ISL_18245854,4,South Korea,Fujian,2023-07-08,2023-08-25
EPI_ISL_18256007,EPI_ISL_18213365,4,Spain,Qinghai,2023-08-25,2023-08-26
EPI_ISL_18371599,EPI_ISL_18208470,2,Japan,Shanghai,2023-08-18,2023-08-26
EPI_ISL_18139764,EPI_ISL_18246247,7,South Korea,Sichuan,2023-07-24,2023-08-26
EPI_ISL_18474267,EPI_ISL_18438244,5,Italy,Beijing,2023-10-05,2023-08-27
EPI_ISL_18370219,EPI_ISL_18292788,0,USA,Yunnan,2023-09-19,2023-08-27
EPI_ISL_17662326,EPI_ISL_18320956,5,Canada,Xinjiang,2023-05-05,2023-08-27
EPI_ISL_18294182,EPI_ISL_18292712,1,Japan,Yunnan,2023-08-31,2023-08-27
EPI_ISL_18361723,EPI_ISL_18232643,1,Singapore,Shanghai,2023-09-29,2023-08-27
EPI_ISL_18047603,EPI_ISL_18241527,6,South Korea,Yunnan,2023-07-09,2023-08-27
EPI_ISL_18416722,EPI_ISL_18213338,4,Russia,Qinghai,2023-10-02,2023-08-27
EPI_ISL_18457441,EPI_ISL_18292703,2,Japan,Yunnan,2023-10-11,2023-08-28
EPI_ISL_18499154,EPI_ISL_18254208,2,USA,Hubei,2023-10-20,2023-08-28
EPI_ISL_18293398,EPI_ISL_18384379,0,South Korea,Heilongjiang,2023-08-27,2023-08-28
EPI_ISL_18278758,EPI_ISL_18213251,2,USA,Fujian,2023-08-29,2023-08-28
EPI_ISL_18350062,EPI_ISL_18246376,3,Australia,Sichuan,2023-09-06,2023-08-28
EPI_ISL_18233126,EPI_ISL_18320693,2,Singapore,Liaoning,2023-08-25,2023-08-28
EPI_ISL_18208204,EPI_ISL_18320706,1,Japan,Liaoning,2023-08-14,2023-08-28
EPI_ISL_18139825,EPI_ISL_18254226,3,South Korea,Hubei,2023-07-27,2023-08-28
EPI_ISL_18338587,EPI_ISL_18232610,4,USA,Shanghai,2023-09-22,2023-08-28
EPI_ISL_18419665,EPI_ISL_18384374,7,Malaysia,Heilongjiang,2023-10-10,2023-08-28
EPI_ISL_18326182,EPI_ISL_18268449,0,South Africa,Shanghai,2023-08-22,2023-08-28
EPI_ISL_18382662,EPI_ISL_18384409,1,South Korea,Heilongjiang,2023-09-18,2023-08-28
EPI_ISL_18067366,EPI_ISL_18268448,2,South Korea,Shanghai,2023-07-04,2023-08-28
EPI_ISL_18453526,EPI_ISL_18246382,2,USA,Sichuan,2023-09-08,2023-08-28
EPI_ISL_18382342,EPI_ISL_18292757,1,Japan,Yunnan,2023-09-04,2023-08-28
EPI_ISL_18459307,EPI_ISL_18268447,2,New Zealand,Shanghai,2023-10-02,2023-08-28
EPI_ISL_18314729,EPI_ISL_18494085,1,Greece,Xinjiang,2023-08-28,2023-08-29
EPI_ISL_17996114,EPI_ISL_18268163,8,USA,Hubei,2023-07-07,2023-08-29
EPI_ISL_18408933,EPI_ISL_18284784,6,South Korea,Sichuan,2023-09-25,2023-08-29
EPI_ISL_18278758,EPI_ISL_18495588,4,USA,Gansu,2023-08-29,2023-08-29
EPI_ISL_18233136,EPI_ISL_18401870,1,Singapore,Shanxi,2023-08-25,2023-08-29
EPI_ISL_18417336,EPI_ISL_18292841,2,Russia,Yunnan,2023-09-13,2023-08-29
EPI_ISL_18382342,EPI_ISL_18246378,3,Japan,Sichuan,2023-09-04,2023-08-29
EPI_ISL_18500124,EPI_ISL_18292838,2,Malaysia,Yunnan,2023-10-23,2023-08-29
EPI_ISL_18235953,EPI_ISL_18232663,1,Japan,Shanghai,2023-08-22,2023-08-29
EPI_ISL_18139825,EPI_ISL_18494163,4,South Korea,Xinjiang,2023-07-27,2023-08-29
EPI_ISL_18492780,EPI_ISL_18268383,2,Canada,Shanghai,2023-10-24,2023-08-29
EPI_ISL_18139764,EPI_ISL_18246381,3,South Korea,Sichuan,2023-07-24,2023-08-29
EPI_ISL_18453526,EPI_ISL_18384398,5,USA,Heilongjiang,2023-09-08,2023-08-29
EPI_ISL_18047386,EPI_ISL_18268453,3,South Korea,Shanghai,2023-07-08,2023-08-29
EPI_ISL_18140429,EPI_ISL_18289767,4,South Korea,Anhui,2023-08-04,2023-08-29
EPI_ISL_18147251,EPI_ISL_18494114,1,USA,Xinjiang,2023-08-18,2023-08-29
EPI_ISL_18139825,EPI_ISL_18254184,5,South Korea,Hubei,2023-07-27,2023-08-30
EPI_ISL_18326182,EPI_ISL_18284789,3,South Africa,Sichuan,2023-08-22,2023-08-30
EPI_ISL_18251127,EPI_ISL_18494159,8,Canada,Xinjiang,2023-09-01,2023-08-30
EPI_ISL_18293552,EPI_ISL_18284954,4,South Korea,Shanghai,2023-08-28,2023-08-30
EPI_ISL_18139825,EPI_ISL_18285034,9,South Korea,Sichuan,2023-07-27,2023-08-30
EPI_ISL_18342463,EPI_ISL_18292819,2,Japan,Yunnan,2023-09-07,2023-08-30
EPI_ISL_18492780,EPI_ISL_18313160,2,Canada,Hubei,2023-10-24,2023-08-30
EPI_ISL_18492780,EPI_ISL_18284779,2,Canada,Sichuan,2023-10-24,2023-08-30
EPI_ISL_18278758,EPI_ISL_18268348,3,USA,Shanghai,2023-08-29,2023-08-30
EPI_ISL_18324556,EPI_ISL_18261484,1,Australia,Sichuan,2023-09-13,2023-08-30
EPI_ISL_18352558,EPI_ISL_18330255,5,Australia,Hubei,2023-09-18,2023-08-30
EPI_ISL_18331069,EPI_ISL_18268407,3,Japan,Shanghai,2023-09-12,2023-08-30
EPI_ISL_18278758,EPI_ISL_18330252,4,USA,Hubei,2023-08-29,2023-08-30
EPI_ISL_18492780,EPI_ISL_18330253,2,Canada,Hubei,2023-10-24,2023-08-30
EPI_ISL_18324520,EPI_ISL_18284786,2,Australia,Sichuan,2023-09-13,2023-08-30
EPI_ISL_18331069,EPI_ISL_18285060,5,Japan,Sichuan,2023-09-12,2023-08-30
EPI_ISL_18300745,EPI_ISL_18438289,4,Australia,Beijing,2023-09-15,2023-08-31
EPI_ISL_18067366,EPI_ISL_18438066,1,South Korea,Beijing,2023-07-04,2023-08-31
EPI_ISL_18208204,EPI_ISL_18438298,2,Japan,Beijing,2023-08-14,2023-08-31
EPI_ISL_18382662,EPI_ISL_18284958,0,South Korea,Shanghai,2023-09-18,2023-08-31
EPI_ISL_18491133,EPI_ISL_18438293,2,Greece,Beijing,2023-09-11,2023-08-31
EPI_ISL_18256007,EPI_ISL_18438297,3,Spain,Beijing,2023-08-25,2023-08-31
EPI_ISL_18354453,EPI_ISL_18401900,0,Australia,Shanxi,2023-09-10,2023-08-31
EPI_ISL_18139825,EPI_ISL_18268289,9,South Korea,Shanghai,2023-07-27,2023-08-31
EPI_ISL_18337313,EPI_ISL_18268353,6,Denmark,Shanghai,2023-09-04,2023-08-31
EPI_ISL_18292102,EPI_ISL_18284783,2,New Zealand,Sichuan,2023-09-11,2023-08-31
EPI_ISL_18147251,EPI_ISL_18495584,7,USA,Gansu,2023-08-18,2023-08-31
