source,target,weight,s_country,s_prov,t_prov,s_date,t_date
EPI_ISL_17850417,EPI_ISL_18105613,4,China,Heilongjiang,Shanghai,2023-06-12,2023-07-30
EPI_ISL_17850417,EPI_ISL_18284815,5,China,Heilongjiang,Shanghai,2023-06-12,2023-09-07
EPI_ISL_17850417,EPI_ISL_18465083,8,China,Heilongjiang,Heilongjiang,2023-06-12,2023-09-18
EPI_ISL_18114823,EPI_ISL_18268190,10,China,Shanghai,Liaoning,2023-08-11,2023-08-16
EPI_ISL_18245975,EPI_ISL_18108738,4,China,Heilongjiang,Xinjiang,2023-08-21,2023-06-26
EPI_ISL_18245975,EPI_ISL_18268497,4,China,Heilongjiang,Shanghai,2023-08-21,2023-08-08
EPI_ISL_18232592,EPI_ISL_18138232,3,China,Shanghai,Shanghai,2023-08-22,2023-08-10
EPI_ISL_18465138,EPI_ISL_18401808,11,China,Heilongjiang,Shanxi,2023-10-03,2023-08-21
EPI_ISL_18330284,EPI_ISL_18246223,5,China,Liaoning,Liaoning,2023-09-11,2023-08-07
EPI_ISL_18401808,EPI_ISL_18401886,7,China,Shanxi,Shanxi,2023-08-21,2023-09-09
EPI_ISL_18401808,EPI_ISL_18401782,0,China,Shanxi,Shanxi,2023-08-21,2023-08-29
EPI_ISL_18268163,EPI_ISL_18409395,7,China,Hubei,Yunnan,2023-08-29,2023-09-12
EPI_ISL_18217230,EPI_ISL_18217225,2,China,Hubei,Hubei,2023-08-17,2023-08-17
EPI_ISL_17775434,EPI_ISL_17775649,1,China,Xinjiang,Xinjiang,2023-05-13,2023-05-15
EPI_ISL_17775434,EPI_ISL_17785251,1,China,Xinjiang,Xinjiang,2023-05-13,2023-05-19
EPI_ISL_17775434,EPI_ISL_17999011,1,China,Xinjiang,Xinjiang,2023-05-13,2023-05-23
EPI_ISL_17775434,EPI_ISL_17836276,1,China,Xinjiang,Xinjiang,2023-05-13,2023-05-24
EPI_ISL_17775434,EPI_ISL_18049449,1,China,Xinjiang,Beijing,2023-05-13,2023-06-03
EPI_ISL_17775434,EPI_ISL_17999004,1,China,Xinjiang,Xinjiang,2023-05-13,2023-06-09
EPI_ISL_17775434,EPI_ISL_17998905,1,China,Xinjiang,Xinjiang,2023-05-13,2023-06-13
EPI_ISL_17775434,EPI_ISL_18108738,1,China,Xinjiang,Xinjiang,2023-05-13,2023-06-26
EPI_ISL_17775434,EPI_ISL_18108853,1,China,Xinjiang,Xinjiang,2023-05-13,2023-07-05
EPI_ISL_17775434,EPI_ISL_18108668,1,China,Xinjiang,Xinjiang,2023-05-13,2023-07-07
EPI_ISL_17775434,EPI_ISL_18105458,1,China,Xinjiang,Xinjiang,2023-05-13,2023-07-13
EPI_ISL_17775434,EPI_ISL_18105465,1,China,Xinjiang,Xinjiang,2023-05-13,2023-07-13
EPI_ISL_17775434,EPI_ISL_18108894,1,China,Xinjiang,Xinjiang,2023-05-13,2023-07-21
EPI_ISL_17775434,EPI_ISL_18160989,1,China,Xinjiang,Xinjiang,2023-05-13,2023-07-23
EPI_ISL_17775434,EPI_ISL_18324067,1,China,Xinjiang,Xinjiang,2023-05-13,2023-08-06
EPI_ISL_17775434,EPI_ISL_18388974,1,China,Xinjiang,Xinjiang,2023-05-13,2023-08-22
EPI_ISL_17775434,EPI_ISL_18208420,1,China,Xinjiang,Shanghai,2023-05-13,2023-08-23
EPI_ISL_17775434,EPI_ISL_18505701,1,China,Xinjiang,Xinjiang,2023-05-13,2023-09-01
EPI_ISL_17775434,EPI_ISL_17775700,2,China,Xinjiang,Xinjiang,2023-05-13,2023-05-16
EPI_ISL_17775434,EPI_ISL_17998969,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-05
EPI_ISL_17775434,EPI_ISL_17998933,5,China,Xinjiang,Xinjiang,2023-05-13,2023-06-05
EPI_ISL_17775434,EPI_ISL_17998940,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-06
EPI_ISL_17775434,EPI_ISL_17998894,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-07
EPI_ISL_17775434,EPI_ISL_17978655,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-13
EPI_ISL_17775434,EPI_ISL_17998955,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-14
EPI_ISL_17775434,EPI_ISL_17978592,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-15
EPI_ISL_17775434,EPI_ISL_17978633,3,China,Xinjiang,Xinjiang,2023-05-13,2023-06-15
EPI_ISL_17775434,EPI_ISL_18108836,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-16
EPI_ISL_17775434,EPI_ISL_17978636,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-16
EPI_ISL_17775434,EPI_ISL_17957096,2,China,Xinjiang,Shanghai,2023-05-13,2023-06-18
EPI_ISL_17775434,EPI_ISL_17956737,4,China,Xinjiang,Tianjin,2023-05-13,2023-06-19
EPI_ISL_17775434,EPI_ISL_17837028,2,China,Xinjiang,Hubei,2023-05-13,2023-06-20
EPI_ISL_17775434,EPI_ISL_17999055,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-23
EPI_ISL_17775434,EPI_ISL_18108808,2,China,Xinjiang,Xinjiang,2023-05-13,2023-06-27
EPI_ISL_17775434,EPI_ISL_18033908,3,China,Xinjiang,Guangdong,2023-05-13,2023-06-29
EPI_ISL_17775434,EPI_ISL_18108813,3,China,Xinjiang,Xinjiang,2023-05-13,2023-06-29
EPI_ISL_17775434,EPI_ISL_18108651,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-02
EPI_ISL_17775434,EPI_ISL_18108637,3,China,Xinjiang,Xinjiang,2023-05-13,2023-07-03
EPI_ISL_17775434,EPI_ISL_18108712,5,China,Xinjiang,Xinjiang,2023-05-13,2023-07-04
EPI_ISL_17775434,EPI_ISL_18108642,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-04
EPI_ISL_17775434,EPI_ISL_18074602,2,China,Xinjiang,Shanghai,2023-05-13,2023-07-06
EPI_ISL_17775434,EPI_ISL_18108678,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-06
EPI_ISL_17775434,EPI_ISL_18108638,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-06
EPI_ISL_17775434,EPI_ISL_18108769,4,China,Xinjiang,Xinjiang,2023-05-13,2023-07-07
EPI_ISL_17775434,EPI_ISL_18108771,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-07
EPI_ISL_17775434,EPI_ISL_18074319,2,China,Xinjiang,Shanghai,2023-05-13,2023-07-10
EPI_ISL_17775434,EPI_ISL_18108662,4,China,Xinjiang,Xinjiang,2023-05-13,2023-07-11
EPI_ISL_17775434,EPI_ISL_18105412,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-12
EPI_ISL_17775434,EPI_ISL_18105437,4,China,Xinjiang,Xinjiang,2023-05-13,2023-07-13
EPI_ISL_17775434,EPI_ISL_18105434,3,China,Xinjiang,Xinjiang,2023-05-13,2023-07-13
EPI_ISL_17775434,EPI_ISL_18108717,4,China,Xinjiang,Xinjiang,2023-05-13,2023-07-16
EPI_ISL_17775434,EPI_ISL_18161025,5,China,Xinjiang,Xinjiang,2023-05-13,2023-07-17
EPI_ISL_17775434,EPI_ISL_18105435,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-17
EPI_ISL_17775434,EPI_ISL_18108797,5,China,Xinjiang,Xinjiang,2023-05-13,2023-07-18
EPI_ISL_17775434,EPI_ISL_18060786,4,China,Xinjiang,Shanghai,2023-05-13,2023-07-18
EPI_ISL_17775434,EPI_ISL_18108718,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-18
EPI_ISL_17775434,EPI_ISL_18108695,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-19
EPI_ISL_17775434,EPI_ISL_18161027,5,China,Xinjiang,Xinjiang,2023-05-13,2023-07-20
EPI_ISL_17775434,EPI_ISL_18438163,2,China,Xinjiang,Beijing,2023-05-13,2023-07-21
EPI_ISL_17775434,EPI_ISL_18108697,3,China,Xinjiang,Xinjiang,2023-05-13,2023-07-23
EPI_ISL_17775434,EPI_ISL_18108665,4,China,Xinjiang,Xinjiang,2023-05-13,2023-07-23
EPI_ISL_17775434,EPI_ISL_18161028,3,China,Xinjiang,Xinjiang,2023-05-13,2023-07-24
EPI_ISL_17775434,EPI_ISL_18161015,4,China,Xinjiang,Xinjiang,2023-05-13,2023-07-25
EPI_ISL_17775434,EPI_ISL_18161061,4,China,Xinjiang,Xinjiang,2023-05-13,2023-07-28
EPI_ISL_17775434,EPI_ISL_18161020,7,China,Xinjiang,Xinjiang,2023-05-13,2023-07-29
EPI_ISL_17775434,EPI_ISL_18495751,6,China,Xinjiang,Gansu,2023-05-13,2023-08-01
EPI_ISL_17775434,EPI_ISL_18324098,2,China,Xinjiang,Xinjiang,2023-05-13,2023-08-07
EPI_ISL_17775434,EPI_ISL_18324070,3,China,Xinjiang,Xinjiang,2023-05-13,2023-08-07
EPI_ISL_17775434,EPI_ISL_18324056,2,China,Xinjiang,Xinjiang,2023-05-13,2023-08-08
EPI_ISL_17775434,EPI_ISL_18268191,7,China,Xinjiang,Liaoning,2023-05-13,2023-08-10
EPI_ISL_17775434,EPI_ISL_18324057,3,China,Xinjiang,Xinjiang,2023-05-13,2023-08-12
EPI_ISL_17775434,EPI_ISL_18324122,5,China,Xinjiang,Xinjiang,2023-05-13,2023-08-13
EPI_ISL_17775434,EPI_ISL_18114668,6,China,Xinjiang,Gansu,2023-05-13,2023-08-15
EPI_ISL_17775434,EPI_ISL_18388986,5,China,Xinjiang,Xinjiang,2023-05-13,2023-08-16
EPI_ISL_17775434,EPI_ISL_18145989,5,China,Xinjiang,Hubei,2023-05-13,2023-08-16
EPI_ISL_17775434,EPI_ISL_18232744,2,China,Xinjiang,Sichuan,2023-05-13,2023-08-16
EPI_ISL_17775434,EPI_ISL_18389021,7,China,Xinjiang,Xinjiang,2023-05-13,2023-08-17
EPI_ISL_17775434,EPI_ISL_18241571,4,China,Xinjiang,Yunnan,2023-05-13,2023-08-18
EPI_ISL_17775434,EPI_ISL_18389022,6,China,Xinjiang,Xinjiang,2023-05-13,2023-08-18
EPI_ISL_17775434,EPI_ISL_18389028,4,China,Xinjiang,Xinjiang,2023-05-13,2023-08-19
EPI_ISL_17775434,EPI_ISL_18213366,4,China,Xinjiang,Qinghai,2023-05-13,2023-08-19
EPI_ISL_17775434,EPI_ISL_18320959,4,China,Xinjiang,Xinjiang,2023-05-13,2023-08-21
EPI_ISL_17775434,EPI_ISL_18246330,7,China,Xinjiang,Sichuan,2023-05-13,2023-08-21
EPI_ISL_17775434,EPI_ISL_18320903,5,China,Xinjiang,Xinjiang,2023-05-13,2023-08-22
EPI_ISL_17775434,EPI_ISL_18320905,2,China,Xinjiang,Xinjiang,2023-05-13,2023-08-23
EPI_ISL_17775434,EPI_ISL_18292776,2,China,Xinjiang,Yunnan,2023-05-13,2023-08-24
EPI_ISL_17775434,EPI_ISL_18320919,3,China,Xinjiang,Xinjiang,2023-05-13,2023-08-25
EPI_ISL_17775434,EPI_ISL_18254238,4,China,Xinjiang,Hubei,2023-05-13,2023-08-26
EPI_ISL_17775434,EPI_ISL_18494155,4,China,Xinjiang,Xinjiang,2023-05-13,2023-08-28
EPI_ISL_17775434,EPI_ISL_18320707,2,China,Xinjiang,Liaoning,2023-05-13,2023-08-28
EPI_ISL_17775434,EPI_ISL_18485284,3,China,Xinjiang,Hubei,2023-05-13,2023-08-28
EPI_ISL_17775434,EPI_ISL_18494142,5,China,Xinjiang,Xinjiang,2023-05-13,2023-08-30
EPI_ISL_17775434,EPI_ISL_18324215,5,China,Xinjiang,Yunnan,2023-05-13,2023-08-30
EPI_ISL_17775434,EPI_ISL_18494124,5,China,Xinjiang,Xinjiang,2023-05-13,2023-09-01
EPI_ISL_17775434,EPI_ISL_18505771,5,China,Xinjiang,Xinjiang,2023-05-13,2023-09-05
EPI_ISL_17775434,EPI_ISL_18505625,6,China,Xinjiang,Xinjiang,2023-05-13,2023-09-07
EPI_ISL_17775434,EPI_ISL_18505731,6,China,Xinjiang,Xinjiang,2023-05-13,2023-09-07
EPI_ISL_17775434,EPI_ISL_18313092,4,China,Xinjiang,Gansu,2023-05-13,2023-09-09
EPI_ISL_17775434,EPI_ISL_18505635,5,China,Xinjiang,Xinjiang,2023-05-13,2023-09-11
EPI_ISL_17775434,EPI_ISL_18505634,4,China,Xinjiang,Xinjiang,2023-05-13,2023-09-12
EPI_ISL_17775434,EPI_ISL_18505606,7,China,Xinjiang,Xinjiang,2023-05-13,2023-09-12
EPI_ISL_17775434,EPI_ISL_18505636,5,China,Xinjiang,Xinjiang,2023-05-13,2023-09-13
EPI_ISL_17775434,EPI_ISL_18505639,5,China,Xinjiang,Xinjiang,2023-05-13,2023-09-14
EPI_ISL_17775434,EPI_ISL_18447768,2,China,Xinjiang,Xinjiang,2023-05-13,2023-09-16
EPI_ISL_17775434,EPI_ISL_18447805,8,China,Xinjiang,Xinjiang,2023-05-13,2023-09-19
EPI_ISL_17775434,EPI_ISL_18447762,8,China,Xinjiang,Xinjiang,2023-05-13,2023-09-22
EPI_ISL_17775434,EPI_ISL_18495102,5,China,Xinjiang,Xinjiang,2023-05-13,2023-09-26
EPI_ISL_17775434,EPI_ISL_18457490,5,China,Xinjiang,Sichuan,2023-05-13,2023-09-27
EPI_ISL_17775434,EPI_ISL_18505842,6,China,Xinjiang,Xinjiang,2023-05-13,2023-10-09
EPI_ISL_17775434,EPI_ISL_18495481,4,China,Xinjiang,Shanxi,2023-05-13,2023-10-13
EPI_ISL_17775434,EPI_ISL_18108636,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-02
EPI_ISL_17775434,EPI_ISL_18108644,2,China,Xinjiang,Xinjiang,2023-05-13,2023-07-01
EPI_ISL_17775434,EPI_ISL_18494126,4,China,Xinjiang,Xinjiang,2023-05-13,2023-08-28
EPI_ISL_17775434,EPI_ISL_18324099,3,China,Xinjiang,Xinjiang,2023-05-13,2023-08-09
EPI_ISL_17775434,EPI_ISL_18389000,4,China,Xinjiang,Xinjiang,2023-05-13,2023-08-14
EPI_ISL_17775434,EPI_ISL_18389029,8,China,Xinjiang,Xinjiang,2023-05-13,2023-08-15
EPI_ISL_17775434,EPI_ISL_18320944,8,China,Xinjiang,Xinjiang,2023-05-13,2023-08-23
EPI_ISL_17775434,EPI_ISL_18241437,3,China,Xinjiang,Gansu,2023-05-13,2023-08-30
EPI_ISL_17775434,EPI_ISL_18330344,3,China,Xinjiang,Qinghai,2023-05-13,2023-09-23
EPI_ISL_17775434,EPI_ISL_18494134,4,China,Xinjiang,Xinjiang,2023-05-13,2023-08-31
EPI_ISL_17775434,EPI_ISL_18447775,7,China,Xinjiang,Xinjiang,2023-05-13,2023-09-18
EPI_ISL_17775434,EPI_ISL_17775386,0,China,Xinjiang,Xinjiang,2023-05-13,2023-05-20
EPI_ISL_17775434,EPI_ISL_17785258,0,China,Xinjiang,Xinjiang,2023-05-13,2023-05-24
EPI_ISL_17775434,EPI_ISL_17836405,0,China,Xinjiang,Xinjiang,2023-05-13,2023-05-26
EPI_ISL_17775434,EPI_ISL_17998992,0,China,Xinjiang,Xinjiang,2023-05-13,2023-06-07
EPI_ISL_17775434,EPI_ISL_17850433,0,China,Xinjiang,Heilongjiang,2023-05-13,2023-06-12
EPI_ISL_17775434,EPI_ISL_17978596,0,China,Xinjiang,Xinjiang,2023-05-13,2023-06-14
EPI_ISL_17775434,EPI_ISL_18108829,0,China,Xinjiang,Xinjiang,2023-05-13,2023-06-19
EPI_ISL_17775434,EPI_ISL_18105967,0,China,Xinjiang,Jiangsu,2023-05-13,2023-06-27
EPI_ISL_17775434,EPI_ISL_18105409,0,China,Xinjiang,Xinjiang,2023-05-13,2023-07-07
EPI_ISL_17775434,EPI_ISL_18389055,0,China,Xinjiang,Xinjiang,2023-05-13,2023-08-16
EPI_ISL_17785251,EPI_ISL_18254183,1,China,Xinjiang,Hubei,2023-05-19,2023-09-04
EPI_ISL_17785251,EPI_ISL_18108769,4,China,Xinjiang,Xinjiang,2023-05-19,2023-07-07
EPI_ISL_17785251,EPI_ISL_18232582,5,China,Xinjiang,Shanghai,2023-05-19,2023-08-17
EPI_ISL_17785251,EPI_ISL_17775469,0,China,Xinjiang,Xinjiang,2023-05-19,2023-05-22
EPI_ISL_17836276,EPI_ISL_18505783,6,China,Xinjiang,Xinjiang,2023-05-24,2023-09-05
EPI_ISL_18049449,EPI_ISL_17998940,2,China,Beijing,Xinjiang,2023-06-03,2023-06-06
EPI_ISL_17998905,EPI_ISL_18108665,4,China,Xinjiang,Xinjiang,2023-06-13,2023-07-23
EPI_ISL_18108738,EPI_ISL_17987972,4,China,Xinjiang,Gansu,2023-06-26,2023-06-19
EPI_ISL_18108738,EPI_ISL_18108853,1,China,Xinjiang,Xinjiang,2023-06-26,2023-07-05
EPI_ISL_18108738,EPI_ISL_18324064,1,China,Xinjiang,Xinjiang,2023-06-26,2023-08-06
EPI_ISL_18108738,EPI_ISL_18389058,1,China,Xinjiang,Xinjiang,2023-06-26,2023-08-17
EPI_ISL_18108738,EPI_ISL_18108654,4,China,Xinjiang,Xinjiang,2023-06-26,2023-07-02
EPI_ISL_18108738,EPI_ISL_18108637,3,China,Xinjiang,Xinjiang,2023-06-26,2023-07-03
EPI_ISL_18108738,EPI_ISL_18108769,4,China,Xinjiang,Xinjiang,2023-06-26,2023-07-07
EPI_ISL_18108738,EPI_ISL_18108878,4,China,Xinjiang,Xinjiang,2023-06-26,2023-07-17
EPI_ISL_18108738,EPI_ISL_18108665,4,China,Xinjiang,Xinjiang,2023-06-26,2023-07-23
EPI_ISL_18108738,EPI_ISL_18160992,2,China,Xinjiang,Xinjiang,2023-06-26,2023-07-27
EPI_ISL_18108738,EPI_ISL_18078201,4,China,Xinjiang,Qinghai,2023-06-26,2023-07-31
EPI_ISL_18108738,EPI_ISL_18320903,5,China,Xinjiang,Xinjiang,2023-06-26,2023-08-22
EPI_ISL_18108738,EPI_ISL_18494155,4,China,Xinjiang,Xinjiang,2023-06-26,2023-08-28
EPI_ISL_18108738,EPI_ISL_18268248,4,China,Xinjiang,Qinghai,2023-06-26,2023-08-14
EPI_ISL_18108738,EPI_ISL_18105467,5,China,Xinjiang,Xinjiang,2023-06-26,2023-07-14
EPI_ISL_18108740,EPI_ISL_17998955,2,China,Xinjiang,Xinjiang,2023-06-26,2023-06-14
EPI_ISL_18108740,EPI_ISL_17956737,4,China,Xinjiang,Tianjin,2023-06-26,2023-06-19
EPI_ISL_18108740,EPI_ISL_18108861,2,China,Xinjiang,Xinjiang,2023-06-26,2023-07-01
EPI_ISL_18108740,EPI_ISL_18108637,3,China,Xinjiang,Xinjiang,2023-06-26,2023-07-03
EPI_ISL_18108740,EPI_ISL_18161020,7,China,Xinjiang,Xinjiang,2023-06-26,2023-07-29
EPI_ISL_18108740,EPI_ISL_18241502,4,China,Xinjiang,Yunnan,2023-06-26,2023-08-18
EPI_ISL_18108740,EPI_ISL_18494124,5,China,Xinjiang,Xinjiang,2023-06-26,2023-09-01
EPI_ISL_18108740,EPI_ISL_18465208,6,China,Xinjiang,Henan,2023-06-26,2023-09-05
EPI_ISL_18108740,EPI_ISL_18505606,7,China,Xinjiang,Xinjiang,2023-06-26,2023-09-12
EPI_ISL_18108740,EPI_ISL_18495613,7,China,Xinjiang,Gansu,2023-06-26,2023-09-11
EPI_ISL_18108740,EPI_ISL_18389000,4,China,Xinjiang,Xinjiang,2023-06-26,2023-08-14
EPI_ISL_18108740,EPI_ISL_18494134,4,China,Xinjiang,Xinjiang,2023-06-26,2023-08-31
EPI_ISL_18108740,EPI_ISL_18108737,0,China,Xinjiang,Xinjiang,2023-06-26,2023-06-27
EPI_ISL_18108853,EPI_ISL_18078201,4,China,Xinjiang,Qinghai,2023-07-05,2023-07-31
EPI_ISL_18105458,EPI_ISL_17978655,2,China,Xinjiang,Xinjiang,2023-07-13,2023-06-13
EPI_ISL_18105458,EPI_ISL_18161015,4,China,Xinjiang,Xinjiang,2023-07-13,2023-07-25
EPI_ISL_18105458,EPI_ISL_18324070,3,China,Xinjiang,Xinjiang,2023-07-13,2023-08-07
EPI_ISL_18105458,EPI_ISL_18145989,5,China,Xinjiang,Hubei,2023-07-13,2023-08-16
EPI_ISL_18105458,EPI_ISL_18320903,5,China,Xinjiang,Xinjiang,2023-07-13,2023-08-22
EPI_ISL_18105458,EPI_ISL_18320919,3,China,Xinjiang,Xinjiang,2023-07-13,2023-08-25
EPI_ISL_18105458,EPI_ISL_18494155,4,China,Xinjiang,Xinjiang,2023-07-13,2023-08-28
EPI_ISL_18105458,EPI_ISL_18485284,3,China,Xinjiang,Hubei,2023-07-13,2023-08-28
EPI_ISL_18105458,EPI_ISL_18494142,5,China,Xinjiang,Xinjiang,2023-07-13,2023-08-30
EPI_ISL_18105458,EPI_ISL_18505595,5,China,Xinjiang,Xinjiang,2023-07-13,2023-09-11
EPI_ISL_18105458,EPI_ISL_18505639,5,China,Xinjiang,Xinjiang,2023-07-13,2023-09-14
EPI_ISL_18105458,EPI_ISL_18505842,6,China,Xinjiang,Xinjiang,2023-07-13,2023-10-09
EPI_ISL_18105458,EPI_ISL_18495481,4,China,Xinjiang,Shanxi,2023-07-13,2023-10-13
EPI_ISL_18105458,EPI_ISL_18241437,3,China,Xinjiang,Gansu,2023-07-13,2023-08-30
EPI_ISL_18105465,EPI_ISL_18324057,3,China,Xinjiang,Xinjiang,2023-07-13,2023-08-12
EPI_ISL_18105465,EPI_ISL_18505687,5,China,Xinjiang,Xinjiang,2023-07-13,2023-09-14
EPI_ISL_18108894,EPI_ISL_18495751,6,China,Xinjiang,Gansu,2023-07-21,2023-08-01
EPI_ISL_18324067,EPI_ISL_18324115,2,China,Xinjiang,Xinjiang,2023-08-06,2023-08-05
EPI_ISL_18324067,EPI_ISL_18320961,3,China,Xinjiang,Xinjiang,2023-08-06,2023-08-24
EPI_ISL_18268499,EPI_ISL_18108769,4,China,Shanghai,Xinjiang,2023-08-08,2023-07-07
EPI_ISL_18268499,EPI_ISL_18254238,4,China,Shanghai,Hubei,2023-08-08,2023-08-26
EPI_ISL_18268499,EPI_ISL_18232767,0,China,Shanghai,Sichuan,2023-08-08,2023-08-14
EPI_ISL_18388974,EPI_ISL_18505695,1,China,Xinjiang,Xinjiang,2023-08-22,2023-09-01
EPI_ISL_18388974,EPI_ISL_18505701,1,China,Xinjiang,Xinjiang,2023-08-22,2023-09-01
EPI_ISL_18505701,EPI_ISL_18505695,1,China,Xinjiang,Xinjiang,2023-09-01,2023-09-01
EPI_ISL_17998969,EPI_ISL_18108763,2,China,Xinjiang,Xinjiang,2023-06-05,2023-07-18
EPI_ISL_17998894,EPI_ISL_17978636,2,China,Xinjiang,Xinjiang,2023-06-07,2023-06-16
EPI_ISL_17998894,EPI_ISL_18505635,5,China,Xinjiang,Xinjiang,2023-06-07,2023-09-11
