source,target,weight,s_country,t_prov,s_date,t_date
EPI_ISL_16494579,EPI_ISL_16642184,0,Japan,Beijing,2022-12-31,2022-11-10
EPI_ISL_17581680,EPI_ISL_16642204,1,Hong Kong,Beijing,2022-12-09,2022-11-12
EPI_ISL_17581680,EPI_ISL_16642225,1,Hong Kong,Beijing,2022-12-09,2022-11-13
EPI_ISL_16417438,EPI_ISL_16642273,0,USA,Beijing,2022-12-19,2022-11-15
EPI_ISL_17581680,EPI_ISL_16642280,1,Hong Kong,Beijing,2022-12-09,2022-11-15
EPI_ISL_16494608,EPI_ISL_16642277,0,Japan,Beijing,2023-01-01,2022-11-15
EPI_ISL_16653681,EPI_ISL_16642276,0,USA,Beijing,2022-12-26,2022-11-15
EPI_ISL_17581680,EPI_ISL_16642289,1,Hong Kong,Beijing,2022-12-09,2022-11-16
EPI_ISL_17581680,EPI_ISL_16642314,1,Hong Kong,Beijing,2022-12-09,2022-11-17
EPI_ISL_16567565,EPI_ISL_16642319,1,France,Beijing,2022-12-18,2022-11-17
EPI_ISL_16354100,EPI_ISL_16642324,0,Italy,Beijing,2022-12-29,2022-11-18
EPI_ISL_17581680,EPI_ISL_16642332,1,Hong Kong,Beijing,2022-12-09,2022-11-19
EPI_ISL_16567565,EPI_ISL_16642366,2,France,Beijing,2022-12-18,2022-11-20
EPI_ISL_16386557,EPI_ISL_16642358,1,USA,Beijing,2022-12-13,2022-11-20
EPI_ISL_17581680,EPI_ISL_16642370,1,Hong Kong,Beijing,2022-12-09,2022-11-21
EPI_ISL_13960758,EPI_ISL_16642376,3,Israel,Beijing,2022-07-07,2022-11-21
EPI_ISL_16693227,EPI_ISL_16642399,1,Japan,Beijing,2022-12-27,2022-11-21
EPI_ISL_17581680,EPI_ISL_16642404,1,Hong Kong,Beijing,2022-12-09,2022-11-21
EPI_ISL_16514174,EPI_ISL_16642389,1,South Korea,Beijing,2022-12-31,2022-11-21
EPI_ISL_17581680,EPI_ISL_16642390,1,Hong Kong,Beijing,2022-12-09,2022-11-21
EPI_ISL_17581680,EPI_ISL_16642396,1,Hong Kong,Beijing,2022-12-09,2022-11-21
EPI_ISL_16567565,EPI_ISL_16642401,1,France,Beijing,2022-12-18,2022-11-21
EPI_ISL_16843657,EPI_ISL_16642386,0,Japan,Beijing,2022-12-30,2022-11-21
EPI_ISL_17581680,EPI_ISL_16642383,1,Hong Kong,Beijing,2022-12-09,2022-11-21
EPI_ISL_16514174,EPI_ISL_16642410,0,South Korea,Beijing,2022-12-31,2022-11-22
EPI_ISL_16693227,EPI_ISL_16642412,2,Japan,Beijing,2022-12-27,2022-11-22
EPI_ISL_17581680,EPI_ISL_16642414,1,Hong Kong,Beijing,2022-12-09,2022-11-22
EPI_ISL_17581680,EPI_ISL_16854487,1,Hong Kong,Beijing,2022-12-09,2022-11-23
EPI_ISL_17581680,EPI_ISL_16854493,1,Hong Kong,Beijing,2022-12-09,2022-11-23
EPI_ISL_15133123,EPI_ISL_16327378,2,Germany,Shanghai,2022-09-03,2022-11-23
EPI_ISL_15102547,EPI_ISL_16327362,0,USA,Shanghai,2022-09-04,2022-11-23
EPI_ISL_16567565,EPI_ISL_16854518,1,France,Beijing,2022-12-18,2022-11-23
EPI_ISL_16576933,EPI_ISL_16854516,1,Japan,Beijing,2023-01-08,2022-11-23
EPI_ISL_17581680,EPI_ISL_16854514,1,Hong Kong,Beijing,2022-12-09,2022-11-23
EPI_ISL_16693227,EPI_ISL_16854512,1,Japan,Beijing,2022-12-27,2022-11-23
EPI_ISL_16567565,EPI_ISL_16854511,1,France,Beijing,2022-12-18,2022-11-23
EPI_ISL_16567565,EPI_ISL_16854510,1,France,Beijing,2022-12-18,2022-11-23
EPI_ISL_15732604,EPI_ISL_16854500,1,Australia,Beijing,2022-11-03,2022-11-23
EPI_ISL_17581680,EPI_ISL_16854521,1,Hong Kong,Beijing,2022-12-09,2022-11-24
EPI_ISL_16543761,EPI_ISL_18070565,1,USA,Shandong,2022-12-30,2022-11-25
EPI_ISL_15859766,EPI_ISL_16327328,2,USA,Shanghai,2022-11-05,2022-11-25
EPI_ISL_17581680,EPI_ISL_16357572,1,Hong Kong,Beijing,2022-12-09,2022-11-25
EPI_ISL_16524065,EPI_ISL_16277977,1,Hong Kong,Neimenggu,2023-01-02,2022-11-26
EPI_ISL_17581680,EPI_ISL_16357586,1,Hong Kong,Beijing,2022-12-09,2022-11-26
EPI_ISL_15102547,EPI_ISL_16327363,0,USA,Shanghai,2022-09-04,2022-11-26
EPI_ISL_16506503,EPI_ISL_16698227,0,South Korea,Chongqing,2022-12-30,2022-11-27
EPI_ISL_16567565,EPI_ISL_18070575,1,France,Shandong,2022-12-18,2022-11-28
EPI_ISL_16524065,EPI_ISL_18070568,1,Hong Kong,Shandong,2023-01-02,2022-11-28
EPI_ISL_16574044,EPI_ISL_16327448,1,USA,Shanghai,2022-12-30,2022-11-29
EPI_ISL_16758875,EPI_ISL_16604343,0,South Korea,Shandong,2023-01-12,2022-11-29
EPI_ISL_15414819,EPI_ISL_16327423,1,USA,Shanghai,2022-10-07,2022-11-29
EPI_ISL_16417413,EPI_ISL_18070600,0,USA,Shandong,2022-12-17,2022-11-30
EPI_ISL_16506665,EPI_ISL_17088659,0,South Korea,Guangxi,2022-12-23,2022-11-30
EPI_ISL_16711448,EPI_ISL_16350959,0,Canada,Beijing,2022-12-28,2022-11-30
EPI_ISL_16259497,EPI_ISL_17487353,2,Singapore,Hubei,2022-12-16,2022-11-30
EPI_ISL_15827551,EPI_ISL_16327462,2,USA,Shanghai,2022-11-04,2022-11-30
EPI_ISL_16494576,EPI_ISL_16599079,1,Japan,Anhui,2022-12-31,2022-12-01
EPI_ISL_16901182,EPI_ISL_16635129,0,South Korea,Liaoning,2023-01-18,2022-12-01
EPI_ISL_16891871,EPI_ISL_17487694,2,Canada,Hubei,2022-12-25,2022-12-01
EPI_ISL_16534532,EPI_ISL_16599067,0,Singapore,Anhui,2023-01-05,2022-12-01
EPI_ISL_16352271,EPI_ISL_16599064,0,Singapore,Anhui,2022-12-23,2022-12-01
EPI_ISL_16259497,EPI_ISL_16634427,1,Singapore,Shanghai,2022-12-16,2022-12-01
EPI_ISL_16568854,EPI_ISL_16634423,1,South Korea,Shanghai,2023-01-07,2022-12-01
EPI_ISL_16653681,EPI_ISL_16634419,1,USA,Shanghai,2022-12-26,2022-12-01
EPI_ISL_16576933,EPI_ISL_16634351,1,Japan,Shanghai,2023-01-08,2022-12-01
EPI_ISL_16352292,EPI_ISL_16634469,0,Singapore,Shanghai,2022-12-22,2022-12-01
EPI_ISL_16378844,EPI_ISL_16599037,0,Singapore,Anhui,2022-12-26,2022-12-01
EPI_ISL_16974663,EPI_ISL_17487406,1,Japan,Hubei,2023-01-23,2022-12-02
EPI_ISL_16667219,EPI_ISL_16634663,0,USA,Shanghai,2023-01-03,2022-12-02
EPI_ISL_17581680,EPI_ISL_16871405,1,Hong Kong,Beijing,2022-12-09,2022-12-02
EPI_ISL_16574044,EPI_ISL_16634559,0,USA,Shanghai,2022-12-30,2022-12-02
EPI_ISL_16134170,EPI_ISL_16327491,1,USA,Shanghai,2022-11-28,2022-12-02
EPI_ISL_16891871,EPI_ISL_17088722,1,Canada,Guangxi,2022-12-25,2022-12-03
EPI_ISL_16352292,EPI_ISL_16634615,0,Singapore,Shanghai,2022-12-22,2022-12-03
EPI_ISL_16494637,EPI_ISL_18070604,1,Japan,Shandong,2023-01-03,2022-12-03
EPI_ISL_16674631,EPI_ISL_16712087,3,Japan,Guangdong,2023-01-14,2022-12-04
EPI_ISL_16417115,EPI_ISL_17489519,0,South Korea,Fujian,2022-12-14,2022-12-04
EPI_ISL_17581680,EPI_ISL_16306955,1,Hong Kong,Beijing,2022-12-09,2022-12-05
EPI_ISL_17581680,EPI_ISL_16306958,1,Hong Kong,Beijing,2022-12-09,2022-12-05
EPI_ISL_16653681,EPI_ISL_16610692,2,USA,Fujian,2022-12-26,2022-12-05
EPI_ISL_17581680,EPI_ISL_16635430,2,Hong Kong,Zhejiang,2022-12-09,2022-12-05
EPI_ISL_17581680,EPI_ISL_16306943,1,Hong Kong,Beijing,2022-12-09,2022-12-05
EPI_ISL_16522211,EPI_ISL_16634698,1,Japan,Shanghai,2023-01-04,2022-12-06
EPI_ISL_16454854,EPI_ISL_16634699,0,Japan,Shanghai,2022-12-20,2022-12-06
EPI_ISL_16417438,EPI_ISL_18505548,2,USA,Shanghai,2022-12-19,2022-12-06
EPI_ISL_17581680,EPI_ISL_16284010,1,Hong Kong,Beijing,2022-12-09,2022-12-06
EPI_ISL_17581680,EPI_ISL_16284005,1,Hong Kong,Beijing,2022-12-09,2022-12-06
EPI_ISL_17581680,EPI_ISL_16283992,1,Hong Kong,Beijing,2022-12-09,2022-12-06
EPI_ISL_16653681,EPI_ISL_16283997,1,USA,Beijing,2022-12-26,2022-12-06
EPI_ISL_16693227,EPI_ISL_16283999,2,Japan,Beijing,2022-12-27,2022-12-06
EPI_ISL_17581680,EPI_ISL_16284000,1,Hong Kong,Beijing,2022-12-09,2022-12-06
EPI_ISL_17581680,EPI_ISL_16284001,1,Hong Kong,Beijing,2022-12-09,2022-12-06
EPI_ISL_16428118,EPI_ISL_16633889,2,Japan,Anhui,2022-12-30,2022-12-07
EPI_ISL_15300169,EPI_ISL_16327540,5,France,Shanghai,2022-08-22,2022-12-07
EPI_ISL_16524065,EPI_ISL_16636174,1,Hong Kong,Guizhou,2023-01-02,2022-12-07
EPI_ISL_15147701,EPI_ISL_16634728,5,Germany,Shanghai,2022-08-17,2022-12-07
EPI_ISL_16290282,EPI_ISL_16327573,2,Norway,Shanghai,2022-12-03,2022-12-08
EPI_ISL_17581680,EPI_ISL_16306962,1,Hong Kong,Beijing,2022-12-09,2022-12-08
EPI_ISL_17581680,EPI_ISL_16350868,1,Hong Kong,Beijing,2022-12-09,2022-12-08
EPI_ISL_17581680,EPI_ISL_16350886,1,Hong Kong,Beijing,2022-12-09,2022-12-08
EPI_ISL_15744388,EPI_ISL_16327556,0,USA,Shanghai,2022-10-28,2022-12-09
EPI_ISL_16494622,EPI_ISL_16350900,2,Japan,Beijing,2023-01-01,2022-12-09
EPI_ISL_16653681,EPI_ISL_16350892,1,USA,Beijing,2022-12-26,2022-12-09
EPI_ISL_17581680,EPI_ISL_16350889,1,Hong Kong,Beijing,2022-12-09,2022-12-09
EPI_ISL_17581680,EPI_ISL_16350904,1,Hong Kong,Beijing,2022-12-09,2022-12-09
EPI_ISL_16259482,EPI_ISL_16327526,3,Singapore,Shanghai,2022-12-16,2022-12-10
EPI_ISL_15482743,EPI_ISL_16327513,1,USA,Shanghai,2022-10-10,2022-12-10
EPI_ISL_17581680,EPI_ISL_17086556,3,Hong Kong,Guangxi,2022-12-09,2022-12-11
EPI_ISL_16760136,EPI_ISL_16610702,0,Netherlands,Fujian,2023-01-05,2022-12-11
EPI_ISL_16494604,EPI_ISL_16350909,0,Japan,Beijing,2023-01-01,2022-12-11
EPI_ISL_16506507,EPI_ISL_16277970,1,South Korea,Beijing,2023-01-04,2022-12-11
EPI_ISL_17581680,EPI_ISL_16350916,1,Hong Kong,Beijing,2022-12-09,2022-12-12
EPI_ISL_16506507,EPI_ISL_16350917,2,South Korea,Beijing,2023-01-04,2022-12-12
EPI_ISL_16506503,EPI_ISL_16350918,2,South Korea,Beijing,2022-12-30,2022-12-12
EPI_ISL_17581680,EPI_ISL_16635517,1,Hong Kong,Zhejiang,2022-12-09,2022-12-12
EPI_ISL_14705683,EPI_ISL_16910778,2,Netherlands,Heilongjiang,2022-07-24,2022-12-12
EPI_ISL_16294486,EPI_ISL_16327602,1,Netherlands,Shanghai,2022-12-12,2022-12-12
EPI_ISL_15586593,EPI_ISL_16327589,3,Canada,Shanghai,2022-10-20,2022-12-12
EPI_ISL_17581680,EPI_ISL_16635651,1,Hong Kong,Zhejiang,2022-12-09,2022-12-13
EPI_ISL_17045678,EPI_ISL_16283956,1,USA,Fujian,2023-01-26,2022-12-13
EPI_ISL_16524065,EPI_ISL_17086561,1,Hong Kong,Guangxi,2023-01-02,2022-12-13
EPI_ISL_17581680,EPI_ISL_16350921,1,Hong Kong,Beijing,2022-12-09,2022-12-13
EPI_ISL_16653681,EPI_ISL_17031544,2,USA,Hebei,2022-12-26,2022-12-13
EPI_ISL_16506507,EPI_ISL_17487828,1,South Korea,Hubei,2023-01-04,2022-12-14
EPI_ISL_16376696,EPI_ISL_16711810,0,Hong Kong,Guangdong,2022-12-26,2022-12-14
EPI_ISL_16428118,EPI_ISL_16617315,1,Japan,Hubei,2022-12-30,2022-12-14
EPI_ISL_15482743,EPI_ISL_16327581,1,USA,Shanghai,2022-10-10,2022-12-14
EPI_ISL_15129158,EPI_ISL_16327612,5,Germany,Shanghai,2022-09-09,2022-12-15
EPI_ISL_16506507,EPI_ISL_16350925,1,South Korea,Beijing,2023-01-04,2022-12-15
EPI_ISL_16891871,EPI_ISL_16635487,1,Canada,Zhejiang,2022-12-25,2022-12-15
EPI_ISL_16567565,EPI_ISL_16634780,2,France,Shanghai,2022-12-18,2022-12-15
EPI_ISL_16524065,EPI_ISL_16635668,1,Hong Kong,Zhejiang,2023-01-02,2022-12-15
EPI_ISL_16506507,EPI_ISL_16595767,1,South Korea,Anhui,2023-01-04,2022-12-16
EPI_ISL_17581680,EPI_ISL_18070631,1,Hong Kong,Shandong,2022-12-09,2022-12-16
EPI_ISL_16301185,EPI_ISL_16327585,1,Japan,Shanghai,2022-11-25,2022-12-16
EPI_ISL_16693691,EPI_ISL_16327642,1,Japan,Shanghai,2022-12-21,2022-12-16
EPI_ISL_16569621,EPI_ISL_17736092,2,USA,Zhejiang,2022-12-20,2022-12-16
EPI_ISL_16711448,EPI_ISL_16283961,2,Canada,Fujian,2022-12-28,2022-12-17
EPI_ISL_17581680,EPI_ISL_16617215,2,Hong Kong,Hubei,2022-12-09,2022-12-17
EPI_ISL_16576933,EPI_ISL_16617220,2,Japan,Hubei,2023-01-08,2022-12-17
EPI_ISL_16576948,EPI_ISL_16635664,0,Japan,Zhejiang,2023-01-10,2022-12-18
EPI_ISL_16711448,EPI_ISL_16520387,1,Canada,Beijing,2022-12-28,2022-12-18
EPI_ISL_17581680,EPI_ISL_16520388,2,Hong Kong,Beijing,2022-12-09,2022-12-18
EPI_ISL_16123316,EPI_ISL_16910787,1,Japan,Heilongjiang,2022-11-08,2022-12-18
EPI_ISL_16711448,EPI_ISL_16468031,1,Canada,Beijing,2022-12-28,2022-12-19
EPI_ISL_16707883,EPI_ISL_16348516,1,Canada,Beijing,2022-12-28,2022-12-19
EPI_ISL_16809566,EPI_ISL_16635521,0,Japan,Zhejiang,2023-01-11,2022-12-19
EPI_ISL_17581680,EPI_ISL_17086570,1,Hong Kong,Guangxi,2022-12-09,2022-12-19
EPI_ISL_16693227,EPI_ISL_16283970,1,Japan,Fujian,2022-12-27,2022-12-19
EPI_ISL_16524065,EPI_ISL_16283964,1,Hong Kong,Fujian,2023-01-02,2022-12-19
EPI_ISL_16891871,EPI_ISL_17088660,1,Canada,Guangxi,2022-12-25,2022-12-19
EPI_ISL_16693227,EPI_ISL_16635532,1,Japan,Zhejiang,2022-12-27,2022-12-19
EPI_ISL_16693227,EPI_ISL_16635555,1,Japan,Zhejiang,2022-12-27,2022-12-19
EPI_ISL_17581680,EPI_ISL_16520394,2,Hong Kong,Beijing,2022-12-09,2022-12-19
EPI_ISL_16569621,EPI_ISL_16520379,3,USA,Beijing,2022-12-20,2022-12-19
EPI_ISL_16567565,EPI_ISL_16520440,2,France,Beijing,2022-12-18,2022-12-19
EPI_ISL_16693227,EPI_ISL_16468055,2,Japan,Beijing,2022-12-27,2022-12-19
EPI_ISL_16569621,EPI_ISL_16468046,1,USA,Beijing,2022-12-20,2022-12-19
EPI_ISL_17581680,EPI_ISL_16634767,1,Hong Kong,Shanghai,2022-12-09,2022-12-19
EPI_ISL_16494637,EPI_ISL_16468050,2,Japan,Beijing,2023-01-03,2022-12-19
EPI_ISL_16576933,EPI_ISL_16468051,1,Japan,Beijing,2023-01-08,2022-12-19
EPI_ISL_16494637,EPI_ISL_16520367,1,Japan,Beijing,2023-01-03,2022-12-19
EPI_ISL_16506502,EPI_ISL_16634852,3,South Korea,Shanghai,2022-12-29,2022-12-20
EPI_ISL_16693227,EPI_ISL_16283967,1,Japan,Fujian,2022-12-27,2022-12-20
EPI_ISL_16891871,EPI_ISL_17086584,1,Canada,Guangxi,2022-12-25,2022-12-20
EPI_ISL_16891871,EPI_ISL_17086583,1,Canada,Guangxi,2022-12-25,2022-12-20
EPI_ISL_17262586,EPI_ISL_16635552,0,Japan,Zhejiang,2023-02-24,2022-12-20
EPI_ISL_17581680,EPI_ISL_16350929,2,Hong Kong,Beijing,2022-12-09,2022-12-20
EPI_ISL_16891871,EPI_ISL_17086568,2,Canada,Guangxi,2022-12-25,2022-12-20
EPI_ISL_16576933,EPI_ISL_16350937,1,Japan,Beijing,2023-01-08,2022-12-20
EPI_ISL_16567565,EPI_ISL_16350941,2,France,Beijing,2022-12-18,2022-12-20
EPI_ISL_16693227,EPI_ISL_16350942,3,Japan,Beijing,2022-12-27,2022-12-20
EPI_ISL_16494579,EPI_ISL_16350944,1,Japan,Beijing,2022-12-31,2022-12-20
EPI_ISL_16431223,EPI_ISL_16711696,0,Italy,Guangdong,2023-01-04,2022-12-20
EPI_ISL_16891871,EPI_ISL_17086563,1,Canada,Guangxi,2022-12-25,2022-12-21
EPI_ISL_16891871,EPI_ISL_17086564,1,Canada,Guangxi,2022-12-25,2022-12-21
EPI_ISL_16543761,EPI_ISL_17493019,2,USA,Shaanxi,2022-12-30,2022-12-21
EPI_ISL_14064817,EPI_ISL_16636178,6,Iceland,Guizhou,2022-07-20,2022-12-21
EPI_ISL_16506503,EPI_ISL_17371206,2,South Korea,Shanghai,2022-12-30,2022-12-21
EPI_ISL_16494579,EPI_ISL_16604479,1,Japan,Shandong,2022-12-31,2022-12-21
EPI_ISL_16693227,EPI_ISL_16635349,2,Japan,Zhejiang,2022-12-27,2022-12-21
EPI_ISL_16494611,EPI_ISL_16635350,1,Japan,Zhejiang,2023-01-01,2022-12-21
EPI_ISL_16567565,EPI_ISL_16520429,1,France,Beijing,2022-12-18,2022-12-22
EPI_ISL_16494579,EPI_ISL_17490670,1,Japan,Zhejiang,2022-12-31,2022-12-22
EPI_ISL_17581680,EPI_ISL_16520400,1,Hong Kong,Beijing,2022-12-09,2022-12-22
EPI_ISL_17581680,EPI_ISL_16348509,1,Hong Kong,Beijing,2022-12-09,2022-12-22
EPI_ISL_16693227,EPI_ISL_16334616,1,Japan,Fujian,2022-12-27,2022-12-22
EPI_ISL_16576919,EPI_ISL_16468082,1,Japan,Beijing,2023-01-07,2022-12-22
EPI_ISL_16569621,EPI_ISL_16468087,1,USA,Beijing,2022-12-20,2022-12-22
EPI_ISL_16417438,EPI_ISL_16634861,1,USA,Shanghai,2022-12-19,2022-12-22
EPI_ISL_16891871,EPI_ISL_16604510,1,Canada,Shandong,2022-12-25,2022-12-22
EPI_ISL_17581680,EPI_ISL_16348504,1,Hong Kong,Beijing,2022-12-09,2022-12-23
EPI_ISL_16413607,EPI_ISL_16711744,0,South Korea,Guangdong,2022-12-18,2022-12-23
EPI_ISL_16413611,EPI_ISL_16709463,0,South Korea,Shaanxi,2022-12-19,2022-12-23
EPI_ISL_16568781,EPI_ISL_16520410,1,South Korea,Beijing,2023-01-05,2022-12-23
EPI_ISL_17581680,EPI_ISL_16520432,1,Hong Kong,Beijing,2022-12-09,2022-12-23
EPI_ISL_17581680,EPI_ISL_16634839,1,Hong Kong,Shanghai,2022-12-09,2022-12-23
EPI_ISL_17581680,EPI_ISL_16520389,1,Hong Kong,Beijing,2022-12-09,2022-12-23
EPI_ISL_16971457,EPI_ISL_16634820,0,Japan,Shanghai,2023-01-17,2022-12-24
EPI_ISL_17040454,EPI_ISL_17086588,1,South Korea,Guangxi,2023-01-26,2022-12-25
EPI_ISL_16506491,EPI_ISL_17371230,2,South Korea,Shanghai,2022-12-29,2022-12-25
EPI_ISL_17581680,EPI_ISL_16520405,1,Hong Kong,Beijing,2022-12-09,2022-12-25
EPI_ISL_17581680,EPI_ISL_16634890,2,Hong Kong,Shanghai,2022-12-09,2022-12-25
EPI_ISL_16693227,EPI_ISL_16712044,1,Japan,Guangdong,2022-12-27,2022-12-25
EPI_ISL_16524065,EPI_ISL_16698458,1,Hong Kong,Jiangsu,2023-01-02,2022-12-26
EPI_ISL_16494637,EPI_ISL_16468067,2,Japan,Beijing,2023-01-03,2022-12-26
EPI_ISL_16653681,EPI_ISL_16635671,1,USA,Zhejiang,2022-12-26,2022-12-26
EPI_ISL_16506507,EPI_ISL_16635283,1,South Korea,Neimenggu,2023-01-04,2022-12-26
EPI_ISL_17581680,EPI_ISL_16520406,1,Hong Kong,Beijing,2022-12-09,2022-12-26
EPI_ISL_16693227,EPI_ISL_17490671,2,Japan,Zhejiang,2022-12-27,2022-12-26
EPI_ISL_16714857,EPI_ISL_16635151,3,South Korea,Liaoning,2022-12-29,2022-12-26
EPI_ISL_16428118,EPI_ISL_16604451,1,Japan,Shandong,2022-12-30,2022-12-26
EPI_ISL_16543761,EPI_ISL_16604455,1,USA,Shandong,2022-12-30,2022-12-26
EPI_ISL_16428118,EPI_ISL_16758080,2,Japan,Shandong,2022-12-30,2022-12-26
EPI_ISL_16524065,EPI_ISL_16604800,1,Hong Kong,Shandong,2023-01-02,2022-12-27
EPI_ISL_16522223,EPI_ISL_16758056,2,Japan,Shandong,2023-01-05,2022-12-27
EPI_ISL_16502034,EPI_ISL_16604799,2,Japan,Shandong,2022-12-12,2022-12-27
EPI_ISL_16417438,EPI_ISL_16634978,1,USA,Shanghai,2022-12-19,2022-12-27
EPI_ISL_16506515,EPI_ISL_16698438,1,South Korea,Jiangsu,2023-01-04,2022-12-27
EPI_ISL_17581680,EPI_ISL_16604460,1,Hong Kong,Shandong,2022-12-09,2022-12-27
EPI_ISL_16524065,EPI_ISL_17086597,3,Hong Kong,Guangxi,2023-01-02,2022-12-27
EPI_ISL_16506507,EPI_ISL_17371231,1,South Korea,Shanghai,2023-01-04,2022-12-27
EPI_ISL_16413611,EPI_ISL_16604546,0,South Korea,Shandong,2022-12-19,2022-12-27
EPI_ISL_16524065,EPI_ISL_16598354,1,Hong Kong,Heilongjiang,2023-01-02,2022-12-27
EPI_ISL_16900784,EPI_ISL_17371244,2,South Korea,Shanghai,2023-01-18,2022-12-27
EPI_ISL_16711448,EPI_ISL_17493017,1,Canada,Shaanxi,2022-12-28,2022-12-28
EPI_ISL_16567565,EPI_ISL_16597090,2,France,Jiangxi,2022-12-18,2022-12-28
EPI_ISL_16417438,EPI_ISL_17736161,4,USA,Zhejiang,2022-12-19,2022-12-28
EPI_ISL_16522202,EPI_ISL_17490662,1,Japan,Zhejiang,2023-01-04,2022-12-28
EPI_ISL_17399683,EPI_ISL_16560932,2,Greece,Yunnan,2023-01-04,2022-12-28
EPI_ISL_16891871,EPI_ISL_17490667,3,Canada,Zhejiang,2022-12-25,2022-12-28
EPI_ISL_16417438,EPI_ISL_17371249,0,USA,Shanghai,2022-12-19,2022-12-28
EPI_ISL_16506507,EPI_ISL_17371248,7,South Korea,Shanghai,2023-01-04,2022-12-28
EPI_ISL_16506507,EPI_ISL_16635688,2,South Korea,Zhejiang,2023-01-04,2022-12-28
EPI_ISL_16428118,EPI_ISL_16698440,5,Japan,Jiangsu,2022-12-30,2022-12-28
EPI_ISL_16354105,EPI_ISL_16635690,0,Italy,Zhejiang,2022-12-29,2022-12-28
EPI_ISL_16568827,EPI_ISL_16635634,4,South Korea,Zhejiang,2023-01-06,2022-12-28
EPI_ISL_16569621,EPI_ISL_16604742,2,USA,Shandong,2022-12-20,2022-12-28
EPI_ISL_16506521,EPI_ISL_16604530,2,South Korea,Shandong,2023-01-04,2022-12-28
EPI_ISL_17581680,EPI_ISL_17371242,5,Hong Kong,Shanghai,2022-12-09,2022-12-28
EPI_ISL_16891871,EPI_ISL_17086595,0,Canada,Guangxi,2022-12-25,2022-12-28
EPI_ISL_16428118,EPI_ISL_16758053,3,Japan,Shandong,2022-12-30,2022-12-28
EPI_ISL_16506507,EPI_ISL_16853812,1,South Korea,Shanxi,2023-01-04,2022-12-28
EPI_ISL_17581680,EPI_ISL_16604500,1,Hong Kong,Shandong,2022-12-09,2022-12-28
EPI_ISL_16506507,EPI_ISL_16604606,2,South Korea,Shandong,2023-01-04,2022-12-28
EPI_ISL_17045678,EPI_ISL_16604615,2,USA,Shandong,2023-01-26,2022-12-28
EPI_ISL_16524065,EPI_ISL_17488419,3,Hong Kong,Zhejiang,2023-01-02,2022-12-28
EPI_ISL_15438701,EPI_ISL_16604666,0,Japan,Shandong,2022-09-09,2022-12-29
EPI_ISL_16653681,EPI_ISL_17025978,5,USA,Anhui,2022-12-26,2022-12-29
EPI_ISL_16259497,EPI_ISL_16853806,1,Singapore,Shanxi,2022-12-16,2022-12-29
