source,target,weight,s_country,s_prov,t_prov,s_date,t_date
EPI_ISL_17619216,EPI_ISL_17664529,1,China,Shanghai,Sichuan,2023-04-13,2023-04-26
EPI_ISL_17619216,EPI_ISL_17678298,1,China,Shanghai,Shanghai,2023-04-13,2023-04-29
EPI_ISL_17619216,EPI_ISL_17618827,2,China,Shanghai,Shanghai,2023-04-13,2023-04-22
EPI_ISL_17619216,EPI_ISL_17725261,2,China,Shanghai,Shanghai,2023-04-13,2023-05-06
EPI_ISL_17619216,EPI_ISL_17725402,2,China,Shanghai,Shanghai,2023-04-13,2023-05-09
EPI_ISL_17619216,EPI_ISL_17618974,0,China,Shanghai,Shanghai,2023-04-13,2023-04-20
EPI_ISL_16327631,EPI_ISL_17850768,8,China,Shanghai,Sichuan,2022-12-09,2023-05-14
EPI_ISL_16327631,EPI_ISL_17664529,9,China,Shanghai,Sichuan,2022-12-09,2023-04-26
EPI_ISL_16327631,EPI_ISL_17678298,9,China,Shanghai,Shanghai,2022-12-09,2023-04-29
EPI_ISL_16327631,EPI_ISL_16327600,0,China,Shanghai,Shanghai,2022-12-09,2022-12-15
EPI_ISL_16327631,EPI_ISL_17488110,0,China,Shanghai,Zhejiang,2022-12-09,2023-02-13
EPI_ISL_17185998,EPI_ISL_17775672,3,China,Hainan,Xinjiang,2023-02-28,2023-05-08
EPI_ISL_17261778,EPI_ISL_17584429,0,China,Guangdong,Guangdong,2023-02-28,2023-03-03
EPI_ISL_17584532,EPI_ISL_17261723,0,China,Guangdong,Guangdong,2023-03-02,2023-03-03
EPI_ISL_17487448,EPI_ISL_17182641,0,China,Hubei,Hubei,2023-03-05,2023-03-05
EPI_ISL_17584476,EPI_ISL_17261833,0,China,Guangdong,Guangdong,2023-03-17,2023-03-17
EPI_ISL_17625328,EPI_ISL_17625337,0,China,Hubei,Hubei,2023-04-29,2023-04-29
EPI_ISL_17625328,EPI_ISL_17744771,0,China,Hubei,Yunnan,2023-04-29,2023-05-15
EPI_ISL_17625328,EPI_ISL_17808334,0,China,Hubei,Yunnan,2023-04-29,2023-05-21
EPI_ISL_17697676,EPI_ISL_17988147,2,China,Guangdong,Henan,2023-05-02,2023-06-19
EPI_ISL_18137966,EPI_ISL_18137964,0,China,Gansu,Gansu,2023-06-02,2023-06-04
EPI_ISL_17488155,EPI_ISL_17488151,1,China,Zhejiang,Zhejiang,2023-02-21,2023-02-25
EPI_ISL_17488155,EPI_ISL_17488154,0,China,Zhejiang,Zhejiang,2023-02-21,2023-02-22
EPI_ISL_17488155,EPI_ISL_17488153,0,China,Zhejiang,Zhejiang,2023-02-21,2023-02-23
EPI_ISL_17488155,EPI_ISL_17488152,0,China,Zhejiang,Zhejiang,2023-02-21,2023-02-24
EPI_ISL_17618456,EPI_ISL_17625406,0,China,Shanghai,Hubei,2023-04-23,2023-04-27
EPI_ISL_17775258,EPI_ISL_17775151,1,China,Xinjiang,Xinjiang,2023-04-16,2023-05-04
EPI_ISL_17775258,EPI_ISL_17775252,2,China,Xinjiang,Xinjiang,2023-04-16,2023-05-04
EPI_ISL_17775258,EPI_ISL_17775154,3,China,Xinjiang,Xinjiang,2023-04-16,2023-05-04
EPI_ISL_17775258,EPI_ISL_17775360,3,China,Xinjiang,Xinjiang,2023-04-16,2023-05-04
EPI_ISL_17775258,EPI_ISL_17775488,6,China,Xinjiang,Xinjiang,2023-04-16,2023-05-07
EPI_ISL_17775258,EPI_ISL_17775210,2,China,Xinjiang,Xinjiang,2023-04-16,2023-05-16
EPI_ISL_17775258,EPI_ISL_17775395,0,China,Xinjiang,Xinjiang,2023-04-16,2023-04-16
EPI_ISL_17618453,EPI_ISL_17646200,2,China,Shanghai,Shanghai,2023-04-23,2023-04-27
EPI_ISL_17618453,EPI_ISL_17850621,2,China,Shanghai,Liaoning,2023-04-23,2023-05-08
EPI_ISL_17618453,EPI_ISL_17972922,2,China,Shanghai,Liaoning,2023-04-23,2023-06-08
EPI_ISL_17618453,EPI_ISL_17836887,2,China,Shanghai,Shanghai,2023-04-23,2023-06-12
EPI_ISL_17618453,EPI_ISL_17618454,0,China,Shanghai,Shanghai,2023-04-23,2023-04-23
EPI_ISL_17563547,EPI_ISL_17625264,0,China,Sichuan,Hubei,2023-04-13,2023-04-27
EPI_ISL_17632967,EPI_ISL_17718387,3,China,Sichuan,Sichuan,2023-04-19,2023-05-07
EPI_ISL_17620463,EPI_ISL_17775097,3,China,Beijing,Liaoning,2023-03-05,2023-04-24
EPI_ISL_17620463,EPI_ISL_18049715,5,China,Beijing,Beijing,2023-03-05,2023-05-16
EPI_ISL_17620463,EPI_ISL_17620372,0,China,Beijing,Beijing,2023-03-05,2023-03-10
EPI_ISL_17615003,EPI_ISL_17615008,0,China,Hubei,Hubei,2023-04-19,2023-04-19
EPI_ISL_17625476,EPI_ISL_17625437,1,China,Shanghai,Shanghai,2023-04-28,2023-04-28
EPI_ISL_17625476,EPI_ISL_17625490,0,China,Shanghai,Shanghai,2023-04-28,2023-04-28
EPI_ISL_17625476,EPI_ISL_17625443,0,China,Shanghai,Shanghai,2023-04-28,2023-04-28
EPI_ISL_17625307,EPI_ISL_17698128,2,China,Hubei,Guangdong,2023-04-24,2023-04-18
EPI_ISL_17625307,EPI_ISL_17698167,1,China,Hubei,Guangdong,2023-04-24,2023-04-24
EPI_ISL_17625307,EPI_ISL_17698161,1,China,Hubei,Guangdong,2023-04-24,2023-04-24
EPI_ISL_17625307,EPI_ISL_17625314,1,China,Hubei,Hubei,2023-04-24,2023-04-26
EPI_ISL_17625307,EPI_ISL_17625323,1,China,Hubei,Hubei,2023-04-24,2023-04-26
EPI_ISL_17625307,EPI_ISL_17645714,1,China,Hubei,Shanghai,2023-04-24,2023-05-01
EPI_ISL_17625307,EPI_ISL_17697643,1,China,Hubei,Guangdong,2023-04-24,2023-05-04
EPI_ISL_17625307,EPI_ISL_17794913,1,China,Hubei,Jiangxi,2023-04-24,2023-05-05
EPI_ISL_17625307,EPI_ISL_17718389,1,China,Hubei,Sichuan,2023-04-24,2023-05-05
EPI_ISL_17625307,EPI_ISL_17684026,1,China,Hubei,Yunnan,2023-04-24,2023-05-06
EPI_ISL_17625307,EPI_ISL_18049609,1,China,Hubei,Beijing,2023-04-24,2023-05-09
EPI_ISL_17625307,EPI_ISL_17698223,1,China,Hubei,Guangdong,2023-04-24,2023-05-09
EPI_ISL_17625307,EPI_ISL_17794886,1,China,Hubei,Jiangxi,2023-04-24,2023-05-10
EPI_ISL_17625307,EPI_ISL_17808300,1,China,Hubei,Yunnan,2023-04-24,2023-05-10
EPI_ISL_17625307,EPI_ISL_17714369,1,China,Hubei,Yunnan,2023-04-24,2023-05-11
EPI_ISL_17625307,EPI_ISL_17794952,1,China,Hubei,Jiangxi,2023-04-24,2023-05-11
EPI_ISL_17625307,EPI_ISL_17736078,1,China,Hubei,Sichuan,2023-04-24,2023-05-22
EPI_ISL_17625307,EPI_ISL_17794120,1,China,Hubei,Hubei,2023-04-24,2023-05-25
EPI_ISL_17625307,EPI_ISL_17795158,1,China,Hubei,Shanghai,2023-04-24,2023-05-26
EPI_ISL_17625307,EPI_ISL_17811210,1,China,Hubei,Shanghai,2023-04-24,2023-05-30
EPI_ISL_17625307,EPI_ISL_17614992,2,China,Hubei,Hubei,2023-04-24,2023-04-25
EPI_ISL_17625307,EPI_ISL_17625549,2,China,Hubei,Shanghai,2023-04-24,2023-04-25
EPI_ISL_17625307,EPI_ISL_17689345,2,China,Hubei,Fujian,2023-04-24,2023-05-02
EPI_ISL_17625307,EPI_ISL_17689423,3,China,Hubei,Fujian,2023-04-24,2023-05-03
EPI_ISL_17625307,EPI_ISL_17698054,2,China,Hubei,Guangdong,2023-04-24,2023-05-05
EPI_ISL_17625307,EPI_ISL_17698222,3,China,Hubei,Guangdong,2023-04-24,2023-05-06
EPI_ISL_17625307,EPI_ISL_17794448,3,China,Hubei,Jiangxi,2023-04-24,2023-05-07
EPI_ISL_17625307,EPI_ISL_18035441,3,China,Hubei,Guangdong,2023-04-24,2023-05-13
EPI_ISL_17625307,EPI_ISL_18035040,2,China,Hubei,Guangdong,2023-04-24,2023-05-13
EPI_ISL_17625307,EPI_ISL_18033937,2,China,Hubei,Guangdong,2023-04-24,2023-05-15
EPI_ISL_17625307,EPI_ISL_18033675,3,China,Hubei,Guangdong,2023-04-24,2023-05-18
EPI_ISL_17625307,EPI_ISL_17988280,3,China,Hubei,Jiangsu,2023-04-24,2023-05-19
EPI_ISL_17625307,EPI_ISL_18035752,3,China,Hubei,Guangdong,2023-04-24,2023-05-19
EPI_ISL_17625307,EPI_ISL_17794799,3,China,Hubei,Jiangxi,2023-04-24,2023-05-19
EPI_ISL_17625307,EPI_ISL_17739763,2,China,Hubei,Heilongjiang,2023-04-24,2023-05-25
EPI_ISL_17625307,EPI_ISL_18037200,2,China,Hubei,Guangdong,2023-04-24,2023-05-28
EPI_ISL_17625307,EPI_ISL_17795207,4,China,Hubei,Shanghai,2023-04-24,2023-05-28
EPI_ISL_17625307,EPI_ISL_18034666,2,China,Hubei,Guangdong,2023-04-24,2023-05-30
EPI_ISL_17625307,EPI_ISL_17811065,2,China,Hubei,Shanghai,2023-04-24,2023-06-03
EPI_ISL_17625307,EPI_ISL_18049486,3,China,Hubei,Beijing,2023-04-24,2023-06-03
EPI_ISL_17625307,EPI_ISL_17836668,3,China,Hubei,Shanghai,2023-04-24,2023-06-05
EPI_ISL_17625307,EPI_ISL_18438228,5,China,Hubei,Beijing,2023-04-24,2023-06-05
EPI_ISL_17625307,EPI_ISL_18036342,3,China,Hubei,Guangdong,2023-04-24,2023-06-06
EPI_ISL_17625307,EPI_ISL_18033851,5,China,Hubei,Guangdong,2023-04-24,2023-06-07
EPI_ISL_17625307,EPI_ISL_18033751,7,China,Hubei,Guangdong,2023-04-24,2023-06-12
EPI_ISL_17625307,EPI_ISL_17836865,2,China,Hubei,Shanghai,2023-04-24,2023-06-12
EPI_ISL_17625307,EPI_ISL_17989058,2,China,Hubei,Sichuan,2023-04-24,2023-06-13
EPI_ISL_17625307,EPI_ISL_18055792,3,China,Hubei,Yunnan,2023-04-24,2023-07-06
EPI_ISL_17625307,EPI_ISL_17775405,2,China,Hubei,Xinjiang,2023-04-24,2023-05-14
EPI_ISL_17625307,EPI_ISL_17678390,2,China,Hubei,Shanghai,2023-04-24,2023-05-01
EPI_ISL_17625307,EPI_ISL_18035141,2,China,Hubei,Guangdong,2023-04-24,2023-05-22
EPI_ISL_17625307,EPI_ISL_18036148,2,China,Hubei,Guangdong,2023-04-24,2023-05-31
EPI_ISL_17625307,EPI_ISL_17795506,4,China,Hubei,Shanghai,2023-04-24,2023-05-29
EPI_ISL_17625307,EPI_ISL_17625309,0,China,Hubei,Hubei,2023-04-24,2023-04-26
EPI_ISL_17625307,EPI_ISL_17697668,0,China,Hubei,Guangdong,2023-04-24,2023-04-27
EPI_ISL_17625307,EPI_ISL_17684092,0,China,Hubei,Sichuan,2023-04-24,2023-05-03
EPI_ISL_17625307,EPI_ISL_17689395,0,China,Hubei,Fujian,2023-04-24,2023-05-08
EPI_ISL_17625307,EPI_ISL_17714368,0,China,Hubei,Yunnan,2023-04-24,2023-05-11
EPI_ISL_17625307,EPI_ISL_18035409,0,China,Hubei,Guangdong,2023-04-24,2023-05-12
EPI_ISL_17625307,EPI_ISL_17744781,0,China,Hubei,Yunnan,2023-04-24,2023-05-18
EPI_ISL_17689367,EPI_ISL_17664626,1,China,Fujian,Sichuan,2023-05-04,2023-04-27
EPI_ISL_17689367,EPI_ISL_17664629,1,China,Fujian,Sichuan,2023-05-04,2023-04-29
EPI_ISL_17689367,EPI_ISL_17645412,4,China,Fujian,Sichuan,2023-05-04,2023-05-03
EPI_ISL_17689367,EPI_ISL_17739729,1,China,Fujian,Heilongjiang,2023-05-04,2023-05-08
EPI_ISL_17689367,EPI_ISL_17850768,1,China,Fujian,Sichuan,2023-05-04,2023-05-14
EPI_ISL_17689367,EPI_ISL_17735991,2,China,Fujian,Sichuan,2023-05-04,2023-05-05
EPI_ISL_17689367,EPI_ISL_17735939,3,China,Fujian,Sichuan,2023-05-04,2023-05-12
EPI_ISL_17689367,EPI_ISL_17998977,2,China,Fujian,Xinjiang,2023-05-04,2023-06-05
EPI_ISL_17689367,EPI_ISL_17684444,0,China,Fujian,Hubei,2023-05-04,2023-05-08
EPI_ISL_17850768,EPI_ISL_17664626,1,China,Sichuan,Sichuan,2023-05-14,2023-04-27
EPI_ISL_17698076,EPI_ISL_17511967,2,China,Guangdong,Shanghai,2023-04-21,2023-04-07
EPI_ISL_17698076,EPI_ISL_17618317,2,China,Guangdong,Shanghai,2023-04-21,2023-04-15
EPI_ISL_17698076,EPI_ISL_17850193,5,China,Guangdong,Fujian,2023-04-21,2023-05-10
EPI_ISL_17698108,EPI_ISL_18034572,4,China,Guangdong,Guangdong,2023-05-04,2023-05-14
EPI_ISL_17698108,EPI_ISL_18034586,5,China,Guangdong,Guangdong,2023-05-04,2023-06-06
EPI_ISL_17698108,EPI_ISL_18036993,0,China,Guangdong,Guangdong,2023-05-04,2023-05-21
EPI_ISL_17698108,EPI_ISL_17795266,0,China,Guangdong,Shanghai,2023-05-04,2023-05-30
EPI_ISL_18095811,EPI_ISL_17683988,2,China,Hubei,Yunnan,2023-05-03,2023-05-01
EPI_ISL_18095811,EPI_ISL_18036961,1,China,Hubei,Guangdong,2023-05-03,2023-05-16
EPI_ISL_18095811,EPI_ISL_18034236,3,China,Hubei,Guangdong,2023-05-03,2023-05-26
EPI_ISL_18095811,EPI_ISL_17678388,3,China,Hubei,Shanghai,2023-05-03,2023-05-02
EPI_ISL_17678298,EPI_ISL_17770270,1,China,Shanghai,Shanghai,2023-04-29,2023-05-11
EPI_ISL_17678298,EPI_ISL_17795353,1,China,Shanghai,Shanghai,2023-04-29,2023-05-24
EPI_ISL_17678298,EPI_ISL_17770372,2,China,Shanghai,Shanghai,2023-04-29,2023-05-17
EPI_ISL_17678298,EPI_ISL_17770184,2,China,Shanghai,Shanghai,2023-04-29,2023-05-21
EPI_ISL_17678298,EPI_ISL_17836595,2,China,Shanghai,Shanghai,2023-04-29,2023-06-08
EPI_ISL_17678298,EPI_ISL_17987751,2,China,Shanghai,Shanghai,2023-04-29,2023-06-19
EPI_ISL_17678298,EPI_ISL_17725360,0,China,Shanghai,Shanghai,2023-04-29,2023-05-08
EPI_ISL_17678298,EPI_ISL_17725474,0,China,Shanghai,Shanghai,2023-04-29,2023-05-11
EPI_ISL_17678298,EPI_ISL_17770298,0,China,Shanghai,Shanghai,2023-04-29,2023-05-16
EPI_ISL_17678298,EPI_ISL_17725177,0,China,Shanghai,Shanghai,2023-04-29,2023-05-20
EPI_ISL_17678298,EPI_ISL_17811189,0,China,Shanghai,Shanghai,2023-04-29,2023-05-30
EPI_ISL_17511915,EPI_ISL_17637441,2,China,Shanghai,Jiangsu,2023-03-24,2023-04-20
EPI_ISL_17511915,EPI_ISL_17618569,3,China,Shanghai,Shanghai,2023-03-24,2023-04-17
EPI_ISL_17511915,EPI_ISL_17632962,4,China,Shanghai,Sichuan,2023-03-24,2023-04-21
EPI_ISL_17511915,EPI_ISL_17618310,3,China,Shanghai,Shanghai,2023-03-24,2023-04-13
EPI_ISL_17684317,EPI_ISL_17511920,3,China,Jiangsu,Shanghai,2023-03-30,2023-03-21
EPI_ISL_17684317,EPI_ISL_17618705,3,China,Jiangsu,Shanghai,2023-03-30,2023-04-19
EPI_ISL_17684317,EPI_ISL_17684318,1,China,Jiangsu,Jiangsu,2023-03-30,2023-03-30
EPI_ISL_17684317,EPI_ISL_17684319,1,China,Jiangsu,Jiangsu,2023-03-30,2023-03-30
EPI_ISL_17684129,EPI_ISL_17794823,2,China,Sichuan,Jiangxi,2023-05-08,2023-04-26
EPI_ISL_17684129,EPI_ISL_17671961,2,China,Sichuan,Hubei,2023-05-08,2023-05-08
EPI_ISL_17775350,EPI_ISL_17625272,2,China,Xinjiang,Hubei,2023-05-19,2023-04-30
EPI_ISL_17511935,EPI_ISL_17485639,1,China,Shanghai,Shanghai,2023-03-26,2023-03-20
EPI_ISL_17784974,EPI_ISL_17765851,4,China,Beijing,Anhui,2023-04-09,2023-05-01
EPI_ISL_17784974,EPI_ISL_17784976,0,China,Beijing,Beijing,2023-04-09,2023-04-09
EPI_ISL_17784974,EPI_ISL_17784973,0,China,Beijing,Beijing,2023-04-09,2023-04-09
EPI_ISL_17784974,EPI_ISL_17784975,0,China,Beijing,Beijing,2023-04-09,2023-04-09
EPI_ISL_17584969,EPI_ISL_17836327,0,China,Qinghai,Xinjiang,2023-04-16,2023-04-27
EPI_ISL_17584969,EPI_ISL_17836326,0,China,Qinghai,Xinjiang,2023-04-16,2023-04-27
EPI_ISL_17584969,EPI_ISL_18447543,0,China,Qinghai,Gansu,2023-04-16,2023-04-27
EPI_ISL_17584969,EPI_ISL_17775249,0,China,Qinghai,Xinjiang,2023-04-16,2023-05-03
EPI_ISL_17584969,EPI_ISL_17775492,0,China,Qinghai,Xinjiang,2023-04-16,2023-05-04
EPI_ISL_17584969,EPI_ISL_17998786,0,China,Qinghai,Gansu,2023-04-16,2023-05-04
EPI_ISL_17584969,EPI_ISL_17775661,0,China,Qinghai,Xinjiang,2023-04-16,2023-05-08
EPI_ISL_17584969,EPI_ISL_17684408,0,China,Qinghai,Hubei,2023-04-16,2023-05-09
EPI_ISL_17584969,EPI_ISL_17998805,0,China,Qinghai,Gansu,2023-04-16,2023-05-09
EPI_ISL_17584969,EPI_ISL_17775670,0,China,Qinghai,Xinjiang,2023-04-16,2023-05-13
EPI_ISL_17584969,EPI_ISL_18475105,0,China,Qinghai,Gansu,2023-04-16,2023-05-14
